pointScore,gameScore,setScore,isPointStart,pointStartTime,isPointEnd,pointEndTime,pointNumber,isBreakPoint,shotInRally,side,serverName,serverFarNear,firstServeIn,firstServeZone,firstServeXCoord,firstServeYCoord,secondServeIn,secondServeZone,secondServeXCoord,secondServeYCoord,isAce,shotContactX,shotContactY,shotDirection,shotFhBh,isSlice,isVolley,isOverhead,isApproach,isDropshot,isExcitingPoint,atNetPlayer1,atNetPlayer2,isLob,shotLocationX,shotLocationY,isWinner,isErrorWideR,isErrorWideL,isErrorNet,isErrorLong,clientTeam,Date,Division,Event,lineupPosition,matchDetails,matchVenue,opponentTeam,player1Name,player2Name,player1Hand,player2Hand,Round,Surface,Notes,tiebreakScore,returnerName,shotHitBy,InsideOut,InsideIn,isDoubleFault,pointWonBy,lastShotError,serveResult,serveInPlacement,depth
15-30,4-3,1-0,,4945093.0,,,97,,16,Deuce,Rudy Quan,Far,,,,,,,,,,63.0,-471.0,Crosscourt,Forehand,,,,,,,,,,-14.0,354.0,,,,,,UCLA,9/25/25,Division 1,ITA All-American Championships,,,"Tulsa, Oklaholma",Michigan State University,Rudy Quan,Aristotelis Thanos,Right,Right,Main Draw Round 1,Hard,,,Aristotelis Thanos,Aristotelis Thanos,,,,,,,,Deep
15-30,4-3,1-0,,4945523.0,,,97,,17,Deuce,Rudy Quan,Far,,,,,,,,,,-52.0,510.0,Down the Line,Forehand,,,,,,,,,,-60.0,-325.0,,,,,,UCLA,9/25/25,Division 1,ITA All-American Championships,,,"Tulsa, Oklaholma",Michigan State University,Rudy Quan,Aristotelis Thanos,Right,Right,Main Draw Round 1,Hard,,,Aristotelis Thanos,Rudy Quan,,,,,,,,Short
15-30,4-3,1-0,,4947131.0,,,97,,18,Ad,Rudy Quan,Far,,,,,,,,,,-105.0,-527.0,Down the Line,Backhand,1.0,,,,,,,,,-12.0,333.0,,,,,,UCLA,9/25/25,Division 1,ITA All-American Championships,,,"Tulsa, Oklaholma",Michigan State University,Rudy Quan,Aristotelis Thanos,Right,Right,Main Draw Round 1,Hard,,,Aristotelis Thanos,Aristotelis Thanos,,,,,,,,Short
15-30,4-3,1-0,,4948930.0,,,97,,19,Ad,Rudy Quan,Far,,,,,,,,,,18.0,515.0,Down the Line,Forehand,,,,,,,,,,26.0,-253.0,,,,,,UCLA,9/25/25,Division 1,ITA All-American Championships,,,"Tulsa, Oklaholma",Michigan State University,Rudy Quan,Aristotelis Thanos,Right,Right,Main Draw Round 1,Hard,,,Aristotelis Thanos,Rudy Quan,,1.0,,,,,,Short
15-30,4-3,1-0,,4950121.0,,,97,,20,Deuce,Rudy Quan,Far,,,,,,,,,,58.0,-529.0,Crosscourt,Forehand,,,,,,,,,,-54.0,381.0,,,,,,UCLA,9/25/25,Division 1,ITA All-American Championships,,,"Tulsa, Oklaholma",Michigan State University,Rudy Quan,Aristotelis Thanos,Right,Right,Main Draw Round 1,Hard,,,Aristotelis Thanos,Aristotelis Thanos,,,,,,,,Deep
15-30,4-3,1-0,,4951464.0,,,97,,21,Deuce,Rudy Quan,Far,,,,,,,,,,-81.0,497.0,Crosscourt,Forehand,,,,,,,,,,10.0,-280.0,,,,,,UCLA,9/25/25,Division 1,ITA All-American Championships,,,"Tulsa, Oklaholma",Michigan State University,Rudy Quan,Aristotelis Thanos,Right,Right,Main Draw Round 1,Hard,,,Aristotelis Thanos,Rudy Quan,,,,,,,,Short
15-30,4-3,1-0,,4952765.0,,,97,,22,Deuce,Rudy Quan,Far,,,,,,,,,,42.0,-508.0,Down the Line,Forehand,,,,,,,,,,87.0,421.0,,,,,,UCLA,9/25/25,Division 1,ITA All-American Championships,,,"Tulsa, Oklaholma",Michigan State University,Rudy Quan,Aristotelis Thanos,Right,Right,Main Draw Round 1,Hard,,,Aristotelis Thanos,Aristotelis Thanos,,,,,,,,Deep
15-30,4-3,1-0,,4953981.0,,,97,,23,Ad,Rudy Quan,Far,,,,,,,,,,106.0,510.0,Crosscourt,Backhand,,,,,,,,,,-142.0,-256.0,,,,,,UCLA,9/25/25,Division 1,ITA All-American Championships,,,"Tulsa, Oklaholma",Michigan State University,Rudy Quan,Aristotelis Thanos,Right,Right,Main Draw Round 1,Hard,,,Aristotelis Thanos,Rudy Quan,,,,,,,,Short
15-30,4-3,1-0,,4956345.0,,,97,,24,Ad,Rudy Quan,Far,,,,,,,,,,-214.0,-372.0,Down the Line,Backhand,,,,,,,,,,-140.0,386.0,,,,,,UCLA,9/25/25,Division 1,ITA All-American Championships,,,"Tulsa, Oklaholma",Michigan State University,Rudy Quan,Aristotelis Thanos,Right,Right,Main Draw Round 1,Hard,,,Aristotelis Thanos,Aristotelis Thanos,,,,,,,,Deep
15-30,4-3,1-0,,4957174.0,1.0,4958779.0,97,,25,Deuce,Rudy Quan,Far,,,,,,,,,,-118.0,550.0,Crosscourt,Forehand,,,,,,,,,,90.0,-472.0,,,,,1.0,UCLA,9/25/25,Division 1,ITA All-American Championships,,,"Tulsa, Oklaholma",Michigan State University,Rudy Quan,Aristotelis Thanos,Right,Right,Main Draw Round 1,Hard,,,Aristotelis Thanos,Rudy Quan,,,,Aristotelis Thanos,1,,,Long
15-40,4-3,1-0,1.0,4992736.0,,,98,1.0,1,Deuce,Rudy Quan,Far,1.0,T,44.0,-145.0,,,,,,,,,,,,,,,,,,,,,,,,,,UCLA,9/25/25,Division 1,ITA All-American Championships,,,"Tulsa, Oklaholma",Michigan State University,Rudy Quan,Aristotelis Thanos,Right,Right,Main Draw Round 1,Hard,,,Aristotelis Thanos,Rudy Quan,,,,,,1st Serve In,T,
15-40,4-3,1-0,,4995682.0,,,98,,2,Deuce,Rudy Quan,Far,,,,,,,,,,180.0,-550.0,Down the Line,Forehand,,,,,,,,,,58.0,400.0,,,,,,UCLA,9/25/25,Division 1,ITA All-American Championships,,,"Tulsa, Oklaholma",Michigan State University,Rudy Quan,Aristotelis Thanos,Right,Right,Main Draw Round 1,Hard,,,Aristotelis Thanos,Aristotelis Thanos,,,,,,,,Deep
15-40,4-3,1-0,,4997081.0,,,98,,3,Ad,Rudy Quan,Far,,,,,,,,,,52.0,499.0,Crosscourt,Backhand,,,,,,,,,,-38.0,-266.0,,,,,,UCLA,9/25/25,Division 1,ITA All-American Championships,,,"Tulsa, Oklaholma",Michigan State University,Rudy Quan,Aristotelis Thanos,Right,Right,Main Draw Round 1,Hard,,,Aristotelis Thanos,Rudy Quan,,,,,,,,Short
15-40,4-3,1-0,,4998332.0,,,98,,4,Ad,Rudy Quan,Far,,,,,,,,,,-65.0,-524.0,Crosscourt,Backhand,,,,,,,,,,20.0,309.0,,,,,,UCLA,9/25/25,Division 1,ITA All-American Championships,,,"Tulsa, Oklaholma",Michigan State University,Rudy Quan,Aristotelis Thanos,Right,Right,Main Draw Round 1,Hard,,,Aristotelis Thanos,Aristotelis Thanos,,,,,,,,Short
15-40,4-3,1-0,,4999957.0,,,98,,5,Ad,Rudy Quan,Far,,,,,,,,,,52.0,491.0,Crosscourt,Backhand,1.0,,,,,,,,,-28.0,-266.0,,,,,,UCLA,9/25/25,Division 1,ITA All-American Championships,,,"Tulsa, Oklaholma",Michigan State University,Rudy Quan,Aristotelis Thanos,Right,Right,Main Draw Round 1,Hard,,,Aristotelis Thanos,Rudy Quan,,,,,,,,Short
15-40,4-3,1-0,,5001508.0,,,98,,6,Ad,Rudy Quan,Far,,,,,,,,,,-33.0,-364.0,Crosscourt,Forehand,,,,1.0,,,,,,58.0,426.0,,,,,,UCLA,9/25/25,Division 1,ITA All-American Championships,,,"Tulsa, Oklaholma",Michigan State University,Rudy Quan,Aristotelis Thanos,Right,Right,Main Draw Round 1,Hard,,,Aristotelis Thanos,Aristotelis Thanos,1.0,,,,,,,Deep
15-40,4-3,1-0,,5002902.0,,,98,,7,Ad,Rudy Quan,Far,,,,,,,,,,79.0,489.0,Down the Line,Backhand,,,,,,,,,,119.0,-149.0,,,,,,UCLA,9/25/25,Division 1,ITA All-American Championships,,,"Tulsa, Oklaholma",Michigan State University,Rudy Quan,Aristotelis Thanos,Right,Right,Main Draw Round 1,Hard,,,Aristotelis Thanos,Rudy Quan,,,,,,,,Short
15-40,4-3,1-0,,5004237.0,,,98,,8,Deuce,Rudy Quan,Far,,,,,,,,,,124.0,-159.0,Down the Line,Forehand,,1.0,,,,,,1,,140.0,266.0,,,,,,UCLA,9/25/25,Division 1,ITA All-American Championships,,,"Tulsa, Oklaholma",Michigan State University,Rudy Quan,Aristotelis Thanos,Right,Right,Main Draw Round 1,Hard,,,Aristotelis Thanos,Aristotelis Thanos,,,,,,,,Short
15-40,4-3,1-0,,5004630.0,,,98,,9,Ad,Rudy Quan,Far,,,,,,,,,,138.0,371.0,Crosscourt,Backhand,,,,,,,,,,-33.0,-83.0,,,,,,UCLA,9/25/25,Division 1,ITA All-American Championships,,,"Tulsa, Oklaholma",Michigan State University,Rudy Quan,Aristotelis Thanos,Right,Right,Main Draw Round 1,Hard,,,Aristotelis Thanos,Rudy Quan,,,,,,,,Short
15-40,4-3,1-0,,5006254.0,1.0,5008900.0,98,,10,Ad,Rudy Quan,Far,,,,,,,,,,-36.0,-76.0,Crosscourt,Backhand,,,,,,1.0,,1,,170.0,203.0,,1.0,,,,UCLA,9/25/25,Division 1,ITA All-American Championships,,,"Tulsa, Oklaholma",Michigan State University,Rudy Quan,Aristotelis Thanos,Right,Right,Main Draw Round 1,Hard,,,Aristotelis Thanos,Aristotelis Thanos,,,,Rudy Quan,1,,,
30-40,4-3,1-0,1.0,5044640.0,,,99,1.0,1,Ad,Rudy Quan,Far,1.0,Body,-81.0,-137.0,,,,,,,,,,,,,,,,,,,,,,,,,,UCLA,9/25/25,Division 1,ITA All-American Championships,,,"Tulsa, Oklaholma",Michigan State University,Rudy Quan,Aristotelis Thanos,Right,Right,Main Draw Round 1,Hard,,,Aristotelis Thanos,Rudy Quan,,,,,,1st Serve In,Body,
30-40,4-3,1-0,,5048207.0,,,99,,2,Ad,Rudy Quan,Far,,,,,,,,,,-145.0,-516.0,Crosscourt,Forehand,,,,,,,,,,58.0,338.0,,,,,,UCLA,9/25/25,Division 1,ITA All-American Championships,,,"Tulsa, Oklaholma",Michigan State University,Rudy Quan,Aristotelis Thanos,Right,Right,Main Draw Round 1,Hard,,,Aristotelis Thanos,Aristotelis Thanos,1.0,,,,,,,Short
30-40,4-3,1-0,,5049481.0,,,99,,3,Ad,Rudy Quan,Far,,,,,,,,,,100.0,499.0,Crosscourt,Backhand,,,,,,,,,,-52.0,-128.0,,,,,,UCLA,9/25/25,Division 1,ITA All-American Championships,,,"Tulsa, Oklaholma",Michigan State University,Rudy Quan,Aristotelis Thanos,Right,Right,Main Draw Round 1,Hard,,,Aristotelis Thanos,Rudy Quan,,,,,,,,Short
30-40,4-3,1-0,,5050392.0,,,99,,4,Ad,Rudy Quan,Far,,,,,,,,,,-116.0,-401.0,Crosscourt,Backhand,1.0,,,,,,,,,4.0,298.0,,,,,,UCLA,9/25/25,Division 1,ITA All-American Championships,,,"Tulsa, Oklaholma",Michigan State University,Rudy Quan,Aristotelis Thanos,Right,Right,Main Draw Round 1,Hard,,,Aristotelis Thanos,Aristotelis Thanos,,,,,,,,Short
30-40,4-3,1-0,,5052102.0,1.0,5053850.0,99,,5,Ad,Rudy Quan,Far,,,,,,,,,,10.0,483.0,Crosscourt,Forehand,,,,,,,,,,-198.0,-330.0,,1.0,,,,UCLA,9/25/25,Division 1,ITA All-American Championships,,,"Tulsa, Oklaholma",Michigan State University,Rudy Quan,Aristotelis Thanos,Right,Right,Main Draw Round 1,Hard,,,Aristotelis Thanos,Rudy Quan,1.0,,,Aristotelis Thanos,1,,,
0-0,4-4,1-0,1.0,5095673.0,,,100,,1,Deuce,Aristotelis Thanos,Near,1.0,Body,-97.0,161.0,,,,,,,,,,,,,,,,,,,,,,,,,,UCLA,9/25/25,Division 1,ITA All-American Championships,,,"Tulsa, Oklaholma",Michigan State University,Rudy Quan,Aristotelis Thanos,Right,Right,Main Draw Round 1,Hard,,,Rudy Quan,Aristotelis Thanos,,,,,,1st Serve In,Body,
0-0,4-4,1-0,,5098783.0,,,100,,2,Deuce,Aristotelis Thanos,Near,,,,,,,,,,-188.0,571.0,Down the Line,Forehand,,,,,,,,,,-60.0,-282.0,,,,,,UCLA,9/25/25,Division 1,ITA All-American Championships,,,"Tulsa, Oklaholma",Michigan State University,Rudy Quan,Aristotelis Thanos,Right,Right,Main Draw Round 1,Hard,,,Rudy Quan,Rudy Quan,,,,,,,,Short
0-0,4-4,1-0,,5100224.0,,,100,,3,Ad,Aristotelis Thanos,Near,,,,,,,,,,-1.0,-508.0,Crosscourt,Forehand,,,,,,,,,,10.0,322.0,,,,,,UCLA,9/25/25,Division 1,ITA All-American Championships,,,"Tulsa, Oklaholma",Michigan State University,Rudy Quan,Aristotelis Thanos,Right,Right,Main Draw Round 1,Hard,,,Rudy Quan,Aristotelis Thanos,1.0,,,,,,,Short
0-0,4-4,1-0,,5101504.0,,,100,,4,Ad,Aristotelis Thanos,Near,,,,,,,,,,10.0,523.0,Down the Line,Backhand,,,,,,,,,,95.0,-264.0,,,,,,UCLA,9/25/25,Division 1,ITA All-American Championships,,,"Tulsa, Oklaholma",Michigan State University,Rudy Quan,Aristotelis Thanos,Right,Right,Main Draw Round 1,Hard,,,Rudy Quan,Rudy Quan,,,,,,,,Short
0-0,4-4,1-0,,5103196.0,,,100,,5,Deuce,Aristotelis Thanos,Near,,,,,,,,,,162.0,-529.0,Crosscourt,Forehand,,,,,,,,,,-92.0,210.0,,,,,,UCLA,9/25/25,Division 1,ITA All-American Championships,,,"Tulsa, Oklaholma",Michigan State University,Rudy Quan,Aristotelis Thanos,Right,Right,Main Draw Round 1,Hard,,,Rudy Quan,Aristotelis Thanos,,,,,,,,Short
0-0,4-4,1-0,,5104142.0,,,100,,6,Deuce,Aristotelis Thanos,Near,,,,,,,,,,-177.0,499.0,Crosscourt,Forehand,,,,,,,,,,34.0,-165.0,,,,,,UCLA,9/25/25,Division 1,ITA All-American Championships,,,"Tulsa, Oklaholma",Michigan State University,Rudy Quan,Aristotelis Thanos,Right,Right,Main Draw Round 1,Hard,,,Rudy Quan,Rudy Quan,,,,,,,,Short
0-0,4-4,1-0,,5105661.0,,,100,,7,Deuce,Aristotelis Thanos,Near,,,,,,,,,,122.0,-367.0,Down the Line,Forehand,,,,1.0,,,,,,100.0,282.0,,,,,,UCLA,9/25/25,Division 1,ITA All-American Championships,,,"Tulsa, Oklaholma",Michigan State University,Rudy Quan,Aristotelis Thanos,Right,Right,Main Draw Round 1,Hard,,,Rudy Quan,Aristotelis Thanos,,,,,,,,Short
0-0,4-4,1-0,,5106891.0,1.0,5109238.0,100,,8,Ad,Aristotelis Thanos,Near,,,,,,,,,,116.0,526.0,Crosscourt,Backhand,,,,,,,,,,-142.0,-306.0,1.0,,,,,UCLA,9/25/25,Division 1,ITA All-American Championships,,,"Tulsa, Oklaholma",Michigan State University,Rudy Quan,Aristotelis Thanos,Right,Right,Main Draw Round 1,Hard,,,Rudy Quan,Rudy Quan,,,,Rudy Quan,,,,Short
0-15,4-4,1-0,1.0,5136790.0,,,101,,1,Ad,Aristotelis Thanos,Near,0.0,T,47.0,-6.0,1.0,Body,100.0,201.0,,,,,,,,,,,,,,,,,,,,,,UCLA,9/25/25,Division 1,ITA All-American Championships,,,"Tulsa, Oklaholma",Michigan State University,Rudy Quan,Aristotelis Thanos,Right,Right,Main Draw Round 1,Hard,,,Rudy Quan,Aristotelis Thanos,,,,,,2nd Serve In,Body,
0-15,4-4,1-0,,5150319.0,,,101,,2,Ad,Aristotelis Thanos,Near,,,,,,,,,,170.0,587.0,Down the Line,Backhand,,,,,,,,,,28.0,-280.0,,,,,,UCLA,9/25/25,Division 1,ITA All-American Championships,,,"Tulsa, Oklaholma",Michigan State University,Rudy Quan,Aristotelis Thanos,Right,Right,Main Draw Round 1,Hard,,,Rudy Quan,Rudy Quan,,,,,,,,Short
0-15,4-4,1-0,,5151469.0,,,101,,3,Deuce,Aristotelis Thanos,Near,,,,,,,,,,26.0,-542.0,Down the Line,Forehand,,,,,,,,,,20.0,432.0,,,,,,UCLA,9/25/25,Division 1,ITA All-American Championships,,,"Tulsa, Oklaholma",Michigan State University,Rudy Quan,Aristotelis Thanos,Right,Right,Main Draw Round 1,Hard,,,Rudy Quan,Aristotelis Thanos,,,,,,,,Deep
0-15,4-4,1-0,,5152739.0,,,101,,4,Ad,Aristotelis Thanos,Near,,,,,,,,,,47.0,587.0,Down the Line,Backhand,,,,,,,,,,18.0,-184.0,,,,,,UCLA,9/25/25,Division 1,ITA All-American Championships,,,"Tulsa, Oklaholma",Michigan State University,Rudy Quan,Aristotelis Thanos,Right,Right,Main Draw Round 1,Hard,,,Rudy Quan,Rudy Quan,,,,,,,,Short
0-15,4-4,1-0,,5154273.0,,,101,,5,Ad,Aristotelis Thanos,Near,,,,,,,,,,-25.0,-471.0,Down the Line,Forehand,,,,,,,,,,-105.0,274.0,,,,,,UCLA,9/25/25,Division 1,ITA All-American Championships,,,"Tulsa, Oklaholma",Michigan State University,Rudy Quan,Aristotelis Thanos,Right,Right,Main Draw Round 1,Hard,,,Rudy Quan,Aristotelis Thanos,,1.0,,,,,,Short
0-15,4-4,1-0,,5156075.0,,,101,,6,Deuce,Aristotelis Thanos,Near,,,,,,,,,,-193.0,574.0,Crosscourt,Forehand,,,,,,,,,,90.0,-344.0,,,,,,UCLA,9/25/25,Division 1,ITA All-American Championships,,,"Tulsa, Oklaholma",Michigan State University,Rudy Quan,Aristotelis Thanos,Right,Right,Main Draw Round 1,Hard,,,Rudy Quan,Rudy Quan,,,,,,,,Short
0-15,4-4,1-0,,5157023.0,,,101,,7,Deuce,Aristotelis Thanos,Near,,,,,,,,,,215.0,-513.0,Crosscourt,Forehand,,,,,,,,,,-78.0,200.0,,,,,,UCLA,9/25/25,Division 1,ITA All-American Championships,,,"Tulsa, Oklaholma",Michigan State University,Rudy Quan,Aristotelis Thanos,Right,Right,Main Draw Round 1,Hard,,,Rudy Quan,Aristotelis Thanos,,,,,,,,Short
0-15,4-4,1-0,,5158144.0,,,101,,8,Deuce,Aristotelis Thanos,Near,,,,,,,,,,-182.0,489.0,Down the Line,Forehand,,,,,,,,,,-92.0,-432.0,,,,,,UCLA,9/25/25,Division 1,ITA All-American Championships,,,"Tulsa, Oklaholma",Michigan State University,Rudy Quan,Aristotelis Thanos,Right,Right,Main Draw Round 1,Hard,,,Rudy Quan,Rudy Quan,,,,,,,,Deep
0-15,4-4,1-0,,5159542.0,,,101,,9,Ad,Aristotelis Thanos,Near,,,,,,,,,,-153.0,-590.0,Crosscourt,Backhand,,,,,,,,,,66.0,91.0,,,,,,UCLA,9/25/25,Division 1,ITA All-American Championships,,,"Tulsa, Oklaholma",Michigan State University,Rudy Quan,Aristotelis Thanos,Right,Right,Main Draw Round 1,Hard,,,Rudy Quan,Aristotelis Thanos,,,,,,,,Short
0-15,4-4,1-0,,5160939.0,,,101,,10,Ad,Aristotelis Thanos,Near,,,,,,,,,,100.0,358.0,Crosscourt,Backhand,1.0,,,1.0,1.0,,,,,-81.0,-53.0,,,,,,UCLA,9/25/25,Division 1,ITA All-American Championships,,,"Tulsa, Oklaholma",Michigan State University,Rudy Quan,Aristotelis Thanos,Right,Right,Main Draw Round 1,Hard,,,Rudy Quan,Rudy Quan,,,,,,,,Short
0-15,4-4,1-0,,5162988.0,,,101,,11,Ad,Aristotelis Thanos,Near,,,,,,,,,,-97.0,-108.0,Crosscourt,Backhand,,,,,,,,1,1.0,20.0,229.0,,,,,,UCLA,9/25/25,Division 1,ITA All-American Championships,,,"Tulsa, Oklaholma",Michigan State University,Rudy Quan,Aristotelis Thanos,Right,Right,Main Draw Round 1,Hard,,,Rudy Quan,Aristotelis Thanos,,,,,,,,Short
0-15,4-4,1-0,,5165562.0,,,101,,12,Ad,Aristotelis Thanos,Near,,,,,,,,,,18.0,230.0,Down the Line,Backhand,,1.0,,,,,1,,,7.0,-77.0,,,,,,UCLA,9/25/25,Division 1,ITA All-American Championships,,,"Tulsa, Oklaholma",Michigan State University,Rudy Quan,Aristotelis Thanos,Right,Right,Main Draw Round 1,Hard,,,Rudy Quan,Rudy Quan,,,,,,,,Short
0-15,4-4,1-0,,5165965.0,1.0,5166685.0,101,,13,Deuce,Aristotelis Thanos,Near,,,,,,,,,,12.0,-71.0,Crosscourt,Forehand,,1.0,,,,,,1,,-78.0,197.0,1.0,,,,,UCLA,9/25/25,Division 1,ITA All-American Championships,,,"Tulsa, Oklaholma",Michigan State University,Rudy Quan,Aristotelis Thanos,Right,Right,Main Draw Round 1,Hard,,,Rudy Quan,Aristotelis Thanos,,,,Aristotelis Thanos,,,,Short
15-15,4-4,1-0,1.0,5203284.0,,,102,,1,Deuce,Aristotelis Thanos,Near,1.0,Body,-100.0,164.0,,,,,,,,,,,,,,,,,,,,,,,,,,UCLA,9/25/25,Division 1,ITA All-American Championships,,,"Tulsa, Oklaholma",Michigan State University,Rudy Quan,Aristotelis Thanos,Right,Right,Main Draw Round 1,Hard,,,Rudy Quan,Aristotelis Thanos,,,,,,1st Serve In,Body,
15-15,4-4,1-0,,5206783.0,,,102,,2,Deuce,Aristotelis Thanos,Near,,,,,,,,,,-188.0,579.0,Down the Line,Forehand,,,,,,,,,,-62.0,-312.0,,,,,,UCLA,9/25/25,Division 1,ITA All-American Championships,,,"Tulsa, Oklaholma",Michigan State University,Rudy Quan,Aristotelis Thanos,Right,Right,Main Draw Round 1,Hard,,,Rudy Quan,Rudy Quan,,,,,,,,Short
15-15,4-4,1-0,,5208558.0,,,102,,3,Ad,Aristotelis Thanos,Near,,,,,,,,,,-28.0,-513.0,Crosscourt,Forehand,,,,,,,,,,58.0,453.0,,,,,,UCLA,9/25/25,Division 1,ITA All-American Championships,,,"Tulsa, Oklaholma",Michigan State University,Rudy Quan,Aristotelis Thanos,Right,Right,Main Draw Round 1,Hard,,,Rudy Quan,Aristotelis Thanos,1.0,,,,,,,Deep
15-15,4-4,1-0,,5210135.0,,,102,,4,Ad,Aristotelis Thanos,Near,,,,,,,,,,71.0,566.0,Down the Line,Backhand,,,,,,,,,,36.0,-322.0,,,,,,UCLA,9/25/25,Division 1,ITA All-American Championships,,,"Tulsa, Oklaholma",Michigan State University,Rudy Quan,Aristotelis Thanos,Right,Right,Main Draw Round 1,Hard,,,Rudy Quan,Rudy Quan,,,,,,,,Short
15-15,4-4,1-0,,5211548.0,,,102,,5,Deuce,Aristotelis Thanos,Near,,,,,,,,,,63.0,-529.0,Down the Line,Forehand,,,,,,,,,,116.0,418.0,,,,,,UCLA,9/25/25,Division 1,ITA All-American Championships,,,"Tulsa, Oklaholma",Michigan State University,Rudy Quan,Aristotelis Thanos,Right,Right,Main Draw Round 1,Hard,,,Rudy Quan,Aristotelis Thanos,,,,,,,,Deep
15-15,4-4,1-0,,5213073.0,,,102,,6,Ad,Aristotelis Thanos,Near,,,,,,,,,,127.0,515.0,Crosscourt,Backhand,,,,,,,,,,-14.0,-253.0,,,,,,UCLA,9/25/25,Division 1,ITA All-American Championships,,,"Tulsa, Oklaholma",Michigan State University,Rudy Quan,Aristotelis Thanos,Right,Right,Main Draw Round 1,Hard,,,Rudy Quan,Rudy Quan,,,,,,,,Short
15-30,4-4,1-0,,5248483.0,,,102,,1,Ad,Aristotelis Thanos,Near,,,,,,,,,,268.0,601.0,Down the Line,Backhand,,,,,,,,,,106.0,-320.0,,,,,,UCLA,9/25/25,Division 1,ITA All-American Championships,,,"Tulsa, Oklaholma",Michigan State University,Rudy Quan,Aristotelis Thanos,Right,Right,Main Draw Round 1,Hard,,,Rudy Quan,Aristotelis Thanos,,,,,,,,
15-30,4-4,1-0,,5250658.0,,,102,,2,Deuce,Aristotelis Thanos,Near,,,,,,,,,,95.0,-524.0,Crosscourt,Forehand,,,,,,,,,,-76.0,421.0,,,,,,UCLA,9/25/25,Division 1,ITA All-American Championships,,,"Tulsa, Oklaholma",Michigan State University,Rudy Quan,Aristotelis Thanos,Right,Right,Main Draw Round 1,Hard,,,Rudy Quan,Rudy Quan,,,,,,,,
15-30,4-4,1-0,,5251670.0,,,102,,3,Deuce,Aristotelis Thanos,Near,,,,,,,,,,-148.0,523.0,Crosscourt,Forehand,,,,,,,,,,7.0,-296.0,,,,,,UCLA,9/25/25,Division 1,ITA All-American Championships,,,"Tulsa, Oklaholma",Michigan State University,Rudy Quan,Aristotelis Thanos,Right,Right,Main Draw Round 1,Hard,,,Rudy Quan,Aristotelis Thanos,,,,,,,,
15-30,4-4,1-0,,5253263.0,1.0,5259455.0,102,,4,Deuce,Aristotelis Thanos,Near,,,,,,,,,,44.0,-497.0,Down the Line,Forehand,,,,,,,,,,52.0,0.0,,,,1.0,,UCLA,9/25/25,Division 1,ITA All-American Championships,,,"Tulsa, Oklaholma",Michigan State University,Rudy Quan,Aristotelis Thanos,Right,Right,Main Draw Round 1,Hard,,,Rudy Quan,Rudy Quan,,,,Aristotelis Thanos,1,,,
15-40,4-4,1-0,1.0,5289889.0,,,103,1.0,1,Deuce,Aristotelis Thanos,Near,1.0,Wide,-140.0,122.0,,,,,,,,,,,,,,,,,,,,,,,,,,UCLA,9/25/25,Division 1,ITA All-American Championships,,,"Tulsa, Oklaholma",Michigan State University,Rudy Quan,Aristotelis Thanos,Right,Right,Main Draw Round 1,Hard,,,Rudy Quan,Aristotelis Thanos,,,,,,1st Serve In,Wide,
15-40,4-4,1-0,,5292042.0,,,103,,2,Deuce,Aristotelis Thanos,Near,,,,,,,,,,-243.0,545.0,Down the Line,Forehand,,,,,,,,,,-60.0,-296.0,,,,,,UCLA,9/25/25,Division 1,ITA All-American Championships,,,"Tulsa, Oklaholma",Michigan State University,Rudy Quan,Aristotelis Thanos,Right,Right,Main Draw Round 1,Hard,,,Rudy Quan,Rudy Quan,,,,,,,,Short
15-40,4-4,1-0,,5293881.0,,,103,,3,Ad,Aristotelis Thanos,Near,,,,,,,,,,-33.0,-471.0,Crosscourt,Backhand,,,,,,,,,,20.0,402.0,,,,,,UCLA,9/25/25,Division 1,ITA All-American Championships,,,"Tulsa, Oklaholma",Michigan State University,Rudy Quan,Aristotelis Thanos,Right,Right,Main Draw Round 1,Hard,,,Rudy Quan,Aristotelis Thanos,,,,,,,,Deep
15-40,4-4,1-0,,5295355.0,1.0,5301196.0,103,,4,Ad,Aristotelis Thanos,Near,,,,,,,,,,66.0,531.0,Down the Line,Backhand,,,,,,,,,,74.0,0.0,,,,1.0,,UCLA,9/25/25,Division 1,ITA All-American Championships,,,"Tulsa, Oklaholma",Michigan State University,Rudy Quan,Aristotelis Thanos,Right,Right,Main Draw Round 1,Hard,,,Rudy Quan,Rudy Quan,,,,Aristotelis Thanos,1,,,
30-40,4-4,1-0,1.0,5319498.0,,,104,1.0,1,Ad,Aristotelis Thanos,Near,0.0,Wide,122.0,303.0,1.0,Wide,108.0,193.0,,,,,,,,,,,,,,,,,,,,,,UCLA,9/25/25,Division 1,ITA All-American Championships,,,"Tulsa, Oklaholma",Michigan State University,Rudy Quan,Aristotelis Thanos,Right,Right,Main Draw Round 1,Hard,,,Rudy Quan,Aristotelis Thanos,,,,,,2nd Serve In,Wide,
30-40,4-4,1-0,,5334161.0,,,104,,2,Ad,Aristotelis Thanos,Near,,,,,,,,,,175.0,571.0,Crosscourt,Backhand,,,,,,,,,,-20.0,-266.0,,,,,,UCLA,9/25/25,Division 1,ITA All-American Championships,,,"Tulsa, Oklaholma",Michigan State University,Rudy Quan,Aristotelis Thanos,Right,Right,Main Draw Round 1,Hard,,,Rudy Quan,Rudy Quan,,,,,,,,Short
