Date,Round,Player 1,Player 2,Score,Tournament,1st_serve_percentage_player1,1st_serve_percentage_player2,1st_serve_points_won_player1,1st_serve_points_won_player2,2nd_serve_points_won_player1,2nd_serve_points_won_player2,total_return_points_won_player1,total_return_points_won_player2,total_points_won_player1,total_points_won_player2,double_faults_player1,double_faults_player2,aces_player1,aces_player2,break_points_won_player1,break_points_won_player2
2017-05-20,1/4,Novak Djokovic,Juan Martin Del Potro,"6-1, 6-4",Rome,39/61,35/46,27/39,22/35,13/22,4/11,20/46,21/61,60/107,47/107,1,1,4,4,4/5,1/5
2017-05-21,fin,Alexander Zverev,Novak Djokovic,"6-4, 6-3",Rome,32/45,43/67,27/32,30/43,9/13,9/24,28/67,9/45,64/112,48/112,2,3,7,1,,
2017-05-29,1st round,Novak Djokovic,Marcel Granollers,"6-3, 6-4, 6-2",Paris,58/87,56/102,36/58,33/56,18/29,16/46,53/102,33/87,107/189,82/189,1,0,5,5,8/20,4/10
2017-05-31,2nd round,Novak Djokovic,Joao Sousa,"6-1, 6-4, 6-3",Paris,51/88,46/83,41/51,28/46,18/37,15/37,40/83,29/88,99/171,72/171,1,2,2,2,6/14,1/5
2017-06-02,3rd round,Novak Djokovic,Diego Sebastian Schwartzman,"5-7, 6-3, 3-6, 6-1, 6-1",Paris,80/114,92/153,62/80,57/92,19/34,24/61,72/153,33/114,153/267,114/267,1,5,7,4,8/21,4/7
2017-06-04,4th round,Novak Djokovic,Albert Ramos-Vinolas,"7-65, 6-1, 6-3",Paris,61/99,64/99,44/61,34/64,18/38,16/35,49/99,37/99,111/198,87/198,0,2,3,3,7/10,3/8
2017-06-07,1/4,Dominic Thiem,Novak Djokovic,"7-65, 6-3, 6-0",Paris,50/82,67/104,37/50,38/67,17/32,15/37,51/104,28/82,105/186,81/186,3,3,2,2,6/15,2/6
2017-06-28,2nd round,Novak Djokovic,Vasek Pospisil,"6-4, 6-3",Eastbourne,47/66,33/57,34/47,23/33,11/19,12/24,22/57,21/66,67/123,56/123,4,2,5,10,2/5,0/3
2017-06-29,1/4,Novak Djokovic,Donald Young,"6-2, 7-69",Eastbourne,49/67,49/76,39/49,33/49,9/18,11/27,32/76,19/67,80/143,63/143,3,3,7,5,3/10,1/4
2017-06-30,1/2,Novak Djokovic,Daniil Medvedev,"6-4, 6-4",Eastbourne,37/64,35/59,32/37,23/35,11/27,13/24,23/59,21/64,66/123,57/123,4,3,5,4,3/6,1/4
2017-07-01,fin,Novak Djokovic,Gael Monfils,"6-3, 6-4",Eastbourne,42/58,45/63,32/42,30/45,8/16,7/18,26/63,18/58,66/121,55/121,1,1,1,6,3/6,0/3
2017-07-04,1st round,Novak Djokovic,Martin Klizan,"6-3, 2-0,    - retired",London,23/33,21/33,20/23,12/21,5/10,5/12,16/33,8/33,41/66,25/66,2,2,7,0,,
2017-07-06,2nd round,Novak Djokovic,Adam Pavlasek,"6-2, 6-2, 6-1",London,41/60,45/84,33/41,26/45,14/19,15/39,43/84,13/60,90/144,54/144,1,4,4,5,7/18,0/1
2017-07-08,3rd round,Novak Djokovic,Ernests Gulbis,"6-4, 6-1, 7-62",London,56/89,63/102,44/56,44/63,21/33,15/39,43/102,24/89,108/191,83/191,1,7,6,13,4/11,1/4
2017-07-11,4th round,Novak Djokovic,Adrian Mannarino,"6-2, 7-65, 6-4",London,69/93,71/102,49/69,43/71,16/24,16/31,43/102,28/93,108/195,87/195,2,1,4,2,4/10,1/2
2017-07-12,1/4,Tomas Berdych,Novak Djokovic,"7-62, 2-0,    - retired",London,27/46,39/47,25/27,25/39,10/19,4/8,18/47,11/46,53/93,40/93,1,0,1,1,,
2016-01-04,1st round,Novak Djokovic,Dustin Brown,"6-2, 6-2",Doha,32/40,32/55,23/32,18/32,7/8,8/23,29/55,10/40,59/95,36/95,0,4,2,1,5/12,1/2
2016-01-06,2nd round,Novak Djokovic,Fernando Verdasco,"6-2, 6-2",Doha,34/51,33/52,26/34,19/33,11/17,6/19,27/52,14/51,64/103,39/103,2,2,2,4,4/8,0/2
2016-01-07,1/4,Novak Djokovic,Leonardo Mayer,"6-3, 7-5",Doha,38/57,41/65,30/38,22/41,7/19,10/24,33/65,20/57,70/122,52/122,0,5,2,3,5/7,2/5
2016-01-08,1/2,Novak Djokovic,Tomas Berdych,"6-3, 7-63",Doha,45/69,40/68,35/45,28/40,13/24,13/28,27/68,21/69,75/137,62/137,1,4,4,4,2/5,1/4
2016-01-09,fin,Novak Djokovic,Rafael Nadal,"6-1, 6-2",Doha,33/44,28/43,26/33,14/28,8/11,6/15,23/43,10/44,57/87,30/87,1,1,4,3,4/7,0/1
2016-01-18,1st round,Novak Djokovic,Hyeon Chung,"6-3, 6-2, 6-4",Melbourne,45/68,56/90,40/45,33/56,13/23,16/34,41/90,15/68,94/158,64/158,3,2,10,5,5/7,1/1
2016-01-20,2nd round,Novak Djokovic,Quentin Halys,"6-1, 6-2, 7-63",Melbourne,44/72,60/92,38/44,42/60,20/28,8/32,42/92,14/72,100/164,64/164,0,6,9,9,5/11,1/1
2016-01-22,3rd round,Novak Djokovic,Andreas Seppi,"6-1, 7-5, 7-66",Melbourne,74/103,55/96,56/74,44/55,18/29,16/41,36/96,29/103,110/199,89/199,2,0,9,5,3/6,0/3
2016-01-24,4th round,Novak Djokovic,Gilles Simon,"6-3, 6-71, 6-4, 4-6, 6-3",Melbourne,110/177,126/192,77/110,87/126,37/67,24/66,81/192,63/177,195/369,174/369,1,4,9,2,6/25,4/18
2016-01-26,1/4,Novak Djokovic,Kei Nishikori,"6-3, 6-2, 6-4",Melbourne,51/89,49/84,33/51,29/49,25/38,14/35,41/84,31/89,99/173,74/173,2,4,6,9,6/11,2/8
2016-01-28,1/2,Novak Djokovic,Roger Federer,"6-1, 6-2, 3-6, 6-3",Melbourne,65/97,57/100,50/65,35/57,21/32,21/43,,,115/97,82/100,1,1,10,5,,
2016-01-31,fin,Novak Djokovic,Andy Murray,"6-1, 7-5, 7-63",Melbourne,73/111,71/111,54/73,48/71,20/38,14/40,49/111,37/111,123/222,99/222,3,5,7,12,5/12,2/6
2016-02-22,1st round,Novak Djokovic,Tommy Robredo,"6-1, 6-2",Dubai,27/39,38/68,24/27,21/38,8/12,13/30,34/68,7/39,66/107,41/107,1,3,6,2,,
2016-02-24,2nd round,Novak Djokovic,Malek Jaziri,"6-1, 6-2",Dubai,24/42,30/62,19/24,17/30,15/18,12/32,33/62,8/42,67/104,37/104,2,4,4,2,4/16,0/1
2016-02-25,1/4,Feliciano Lopez,Novak Djokovic,"6-3,    - retired",Dubai,10/22,16/29,9/10,11/16,8/12,6/13,12/29,5/22,29/51,22/51,2,1,2,1,,
2016-03-04,Rubber 1,Novak Djokovic,Aleksandr Nedovyesov,"6-1, 6-2, 6-3",Davis Cup,40/67,64/92,34/40,36/64,16/27,11/28,45/92,17/67,95/159,64/159,2,6,5,2,6/15,0/1
2016-03-06,,Novak Djokovic,Mikhail Kukushkin,"6-76, 7-63, 4-6, 6-3, 6-2",Davis Cup,117/173,101/177,89/117,65/101,23/56,39/76,73/177,61/173,185/350,165/350,12,2,19,7,7/16,5/8
2016-03-13,2nd round,Novak Djokovic,Bjorn Fratangelo,"2-6, 6-1, 6-2",Indian Wells,42/71,49/85,33/42,26/49,14/29,17/36,42/85,24/71,89/156,67/156,3,4,8,2,5/14,3/7
2016-03-15,3rd round,Novak Djokovic,Philipp Kohlschreiber,"7-5, 7-5",Indian Wells,50/81,46/67,35/50,31/46,17/31,8/21,28/67,29/81,80/148,68/148,1,3,1,3,4/6,2/4
2016-03-16,4th round,Novak Djokovic,Feliciano Lopez,"6-3, 6-3",Indian Wells,29/48,28/55,23/29,22/28,13/19,12/27,21/55,12/48,57/103,46/103,1,0,3,5,,
2016-03-18,1/4,Novak Djokovic,Jo-Wilfried Tsonga,"7-62, 7-62",Indian Wells,48/79,43/91,38/48,33/43,16/31,19/48,39/91,25/79,93/170,77/170,4,7,3,4,2/8,2/2
2016-03-19,1/2,Novak Djokovic,Rafael Nadal,"7-65, 6-2",Indian Wells,42/60,74/93,30/42,40/74,11/18,11/19,42/93,19/60,83/153,70/153,3,0,2,2,3/12,1/2
2016-03-20,fin,Novak Djokovic,Milos Raonic,"6-2, 6-0",Indian Wells,28/41,30/60,22/28,23/30,8/13,3/30,34/60,11/41,64/101,37/101,1,2,2,4,,
2016-03-25,2nd round,Novak Djokovic,Kyle Edmund,"6-3, 6-3",Miami,33/47,44/72,25/33,27/44,9/14,11/28,34/72,13/47,68/119,51/119,1,2,3,0,4/11,1/1
2016-03-27,3rd round,Novak Djokovic,Joao Sousa,"6-4, 6-1",Miami,38/52,42/62,29/38,19/42,3/14,6/20,37/62,20/52,69/114,45/114,4,3,9,0,6/12,2/5
2016-03-29,4th round,Novak Djokovic,Dominic Thiem,"6-3, 6-4",Miami,70/102,38/59,43/70,28/38,16/32,6/21,25/59,43/102,84/161,77/161,9,5,2,2,3/6,1/15
2016-03-30,1/4,Novak Djokovic,Tomas Berdych,"6-3, 6-3",Miami,39/61,42/65,27/39,27/42,14/22,6/23,32/65,20/61,73/126,53/126,1,5,2,0,4/10,1/3
2016-04-01,1/2,Novak Djokovic,David Goffin,"7-65, 6-4",Miami,45/76,48/81,32/45,33/48,19/31,17/33,31/81,25/76,82/157,75/157,2,2,7,8,2/4,1/5
2016-04-03,fin,Novak Djokovic,Kei Nishikori,"6-3, 6-3",Miami,28/43,34/66,22/28,18/34,9/15,14/32,34/66,12/43,65/109,44/109,2,5,0,0,5/9,2/2
2016-04-13,2nd round,Jiri Vesely,Novak Djokovic,"6-4, 2-6, 6-4",Monte-Carlo,45/76,61/92,31/45,44/61,19/31,14/31,34/92,26/76,84/168,84/168,4,3,4,3,3/8,3/4
2016-05-04,2nd round,Novak Djokovic,Borna Coric,"6-2, 6-4",Madrid,26/49,28/50,22/26,18/28,16/23,10/22,22/50,11/49,60/99,39/99,4,0,2,4,3/5,0/1
2016-05-05,3rd round,Novak Djokovic,Roberto Bautista Agut,"6-2, 6-1",Madrid,27/43,31/50,24/27,13/31,7/16,9/19,28/50,12/43,59/93,34/93,0,0,1,1,,
2016-05-06,1/4,Novak Djokovic,Milos Raonic,"6-3, 6-4",Madrid,42/64,47/69,31/42,31/47,15/22,10/22,28/69,18/64,74/133,59/133,3,2,1,4,2/10,0/3
2016-05-07,1/2,Novak Djokovic,Kei Nishikori,"6-3, 7-64",Madrid,58/79,49/80,44/58,34/49,9/21,14/31,32/80,26/79,85/159,74/159,2,2,4,1,2/7,1/5
2016-05-08,fin,Novak Djokovic,Andy Murray,"6-2, 3-6, 6-3",Madrid,59/82,53/75,43/59,36/53,12/23,7/22,32/75,27/82,87/157,70/157,3,2,2,10,4/6,2/10
2016-05-11,2nd round,Novak Djokovic,Stephane Robert,"7-5, 7-5",Rome,50/72,39/67,35/50,29/39,16/22,13/28,25/67,21/72,76/139,63/139,1,0,2,4,3/5,1/3
2016-05-12,3rd round,Novak Djokovic,Thomaz Bellucci,"0-6, 6-3, 6-2",Rome,54/71,34/59,37/54,21/34,7/17,15/25,23/59,27/71,67/130,63/130,0,3,1,1,3/3,3/3
2016-05-13,1/4,Novak Djokovic,Rafael Nadal,"7-5, 7-64",Rome,56/79,76/92,36/56,45/76,15/23,11/16,36/92,28/79,87/171,84/171,2,1,3,2,3/9,2/3
2016-05-14,1/2,Novak Djokovic,Kei Nishikori,"2-6, 6-4, 7-65",Rome,70/99,77/124,49/70,48/77,14/29,27/47,49/124,36/99,112/223,111/223,2,2,5,4,2/14,3/8
2016-05-15,fin,Andy Murray,Novak Djokovic,"6-3, 6-3",Rome,38/59,32/56,31/38,20/32,10/21,12/24,24/56,18/59,65/115,50/115,1,1,5,5,3/6,0/3
2016-05-24,1st round,Novak Djokovic,Yen-Hsun Lu,"6-4, 6-1, 6-1",Paris,45/64,58/84,34/45,28/58,14/19,11/26,45/84,16/64,93/148,55/148,1,4,1,2,7/14,1/1
2016-05-26,2nd round,Novak Djokovic,Steve Darcis,"7-5, 6-3, 6-4",Paris,70/105,54/98,47/70,34/54,20/35,22/44,42/98,38/105,109/203,94/203,4,5,4,3,5/12,2/4
2016-05-28,3rd round,Novak Djokovic,Aljaz Bedene,"6-2, 6-3, 6-3",Paris,71/93,53/92,48/71,34/53,12/22,11/39,47/92,33/93,107/185,78/185,0,2,5,8,7/17,2/7
2016-06-01,4th round,Novak Djokovic,Roberto Bautista Agut,"3-6, 6-4, 6-1, 7-5",Paris,82/116,102/142,53/82,55/102,17/34,17/40,70/142,46/116,140/258,118/258,5,2,2,1,9/22,6/11
2016-06-02,1/4,Novak Djokovic,Tomas Berdych,"6-3, 7-5, 6-3",Paris,49/81,46/81,35/49,31/46,21/32,13/35,37/81,25/81,93/162,69/162,1,3,0,4,6/8,2/6
2016-06-03,1/2,Novak Djokovic,Dominic Thiem,"6-2, 6-1, 6-4",Paris,50/73,50/83,36/50,27/50,16/23,15/33,41/83,21/73,93/156,63/156,1,3,2,2,6/13,1/4
2016-06-05,fin,Novak Djokovic,Andy Murray,"3-6, 6-1, 6-2, 6-4",Paris,76/110,55/109,49/76,34/55,20/34,22/54,53/109,41/110,122/219,97/219,3,3,4,5,7/14,3/10
2016-06-27,1st round,Novak Djokovic,James Ward,"6-0, 7-63, 6-4",London,58/89,59/103,45/58,39/59,19/31,18/44,46/103,25/89,110/192,82/192,1,5,7,10,5/10,1/9
2016-06-29,2nd round,Novak Djokovic,Adrian Mannarino,"6-4, 6-3, 7-65",London,67/103,61/95,56/67,46/61,17/36,15/34,34/95,30/103,107/198,91/198,8,3,6,5,3/7,1/9
2016-07-02,3rd round,Sam Querrey,Novak Djokovic,"7-66, 6-1, 3-6, 7-65",London,100/160,97/146,79/100,63/97,25/60,27/49,56/146,56/160,160/306,146/306,2,2,31,7,4/15,3/17
2016-07-27,2nd round,Novak Djokovic,Gilles Muller,"7-5, 7-63",Toronto,39/66,47/77,30/39,33/47,18/27,12/30,32/77,18/66,80/143,63/143,3,3,3,11,3/5,2/3
2016-07-28,3rd round,Novak Djokovic,Radek Stepanek,"6-2, 6-4",Toronto,34/50,28/71,27/34,19/28,11/16,19/43,33/71,12/50,71/121,50/121,1,4,3,5,4/10,1/5
2016-07-29,1/4,Novak Djokovic,Tomas Berdych,"7-66, 6-4",Toronto,42/86,36/72,33/42,27/36,22/44,18/36,27/72,31/86,82/158,76/158,5,4,3,8,2/4,1/8
2016-07-30,1/2,Novak Djokovic,Gael Monfils,"6-3, 6-2",Toronto,35/54,23/48,28/35,16/23,9/19,7/25,25/48,17/54,62/102,40/102,5,1,1,2,4/5,1/7
2016-07-31,fin,Novak Djokovic,Kei Nishikori,"6-3, 7-5",Toronto,44/58,41/59,36/44,26/41,6/14,9/18,24/59,16/58,66/117,51/117,0,2,5,4,3/5,1/2
2016-08-07,1st round,Juan Martin Del Potro,Novak Djokovic,"7-64, 7-62",Rio de,42/72,70/101,36/42,47/70,20/29,17/29,37/101,16/72,93/172,80/171,1,2,3,8,,
2016-08-29,1st round,Novak Djokovic,Jerzy Janowicz,"6-3, 5-7, 6-2, 6-1",New York,71/114,63/117,49/71,40/63,27/43,22/54,55/117,38/114,131/231,100/231,5,13,12,5,7/20,2/12
2016-08-31,2nd round,Novak Djokovic,Jiri Vesely,- walk over,New York,,,,,,,,,,,,,,,,
2016-09-02,3rd round,Novak Djokovic,Mikhail Youzhny,"4-2,    - retired",New York,8/13,10/25,8/8,5/10,4/5,9/15,11/25,1/13,23/38,15/38,0,0,0,2,,
2016-09-04,4th round,Novak Djokovic,Kyle Edmund,"6-2, 6-1, 6-4",New York,51/82,57/89,38/51,30/57,14/31,10/32,49/89,30/82,101/171,70/171,7,1,3,3,8/15,2/6
2016-09-06,1/4,Novak Djokovic,Jo-Wilfried Tsonga,"6-3, 6-2,    - retired",New York,29/50,33/59,24/29,23/33,12/21,7/26,29/59,14/50,65/109,44/109,3,5,1,3,4/9,1/2
2016-09-09,1/2,Novak Djokovic,Gael Monfils,"6-3, 6-2, 3-6, 6-2",New York,68/106,60/111,46/68,37/60,20/38,19/51,55/111,40/106,121/217,96/217,7,11,1,11,8/20,4/11
2016-09-11,fin,Stan Wawrinka,Novak Djokovic,"6-71, 6-4, 7-5, 6-3",New York,92/164,63/123,65/92,49/63,37/72,32/60,42/123,62/164,144/287,143/287,3,7,9,6,6/10,3/17
2016-10-11,2nd round,Novak Djokovic,Fabio Fognini,"6-3, 6-3",Shanghai,29/56,29/59,24/29,19/29,14/27,10/30,30/59,18/56,68/115,47/115,4,7,4,0,4/5,1/4
2016-10-13,3rd round,Novak Djokovic,Vasek Pospisil,"6-4, 6-4",Shanghai,32/53,44/65,23/32,30/44,15/21,8/21,27/65,15/53,65/118,53/118,0,6,2,12,3/6,1/1
2016-10-14,1/4,Novak Djokovic,Mischa Zverev,"3-6, 7-64, 6-3",Shanghai,55/103,63/88,41/55,45/63,24/48,10/25,33/88,38/103,98/191,93/191,6,1,4,8,3/9,4/9
2016-10-15,1/2,Roberto Bautista Agut,Novak Djokovic,"6-4, 6-4",Shanghai,56/86,40/60,36/56,25/40,14/30,10/20,25/60,36/86,75/146,71/146,1,2,5,4,4/5,2/9
2016-11-02,2nd round,Novak Djokovic,Gilles Muller,"6-3, 6-4",Paris,32/55,36/63,29/32,30/36,14/23,9/27,24/63,12/55,67/118,51/118,4,4,3,5,2/4,0/1
2016-11-03,3rd round,Novak Djokovic,Grigor Dimitrov,"4-6, 6-2, 6-3",Paris,60/94,52/95,44/60,37/52,16/34,17/43,41/95,34/94,101/189,88/189,5,7,5,6,4/6,2/8
2016-11-04,1/4,Marin Cilic,Novak Djokovic,"6-4, 7-62",Paris,42/71,43/71,32/42,30/43,14/29,13/28,28/71,25/71,74/142,68/142,2,2,9,3,3/8,2/5
2016-11-13,,Novak Djokovic,Dominic Thiem,"6-710, 6-0, 6-2",London,54/80,64/96,39/54,43/64,20/26,11/32,42/96,21/80,101/176,75/176,0,3,3,4,5/6,0/1
2016-11-15,,Novak Djokovic,Milos Raonic,"7-66, 7-65",London,58/90,45/78,42/58,38/45,15/32,12/33,28/78,33/90,85/168,83/168,2,3,2,14,2/2,2/7
2016-11-17,,Novak Djokovic,David Goffin,"6-1, 6-2",London,35/57,22/47,29/35,13/22,8/22,9/25,25/47,20/57,62/104,42/104,4,4,3,1,4/6,0/1
2016-11-19,1/2,Novak Djokovic,Kei Nishikori,"6-1, 6-1",London,28/44,35/55,23/28,18/35,7/16,4/20,33/55,14/44,63/99,36/99,1,1,3,4,6/11,1/3
2016-11-20,fin,Andy Murray,Novak Djokovic,"6-3, 6-4",London,32/59,44/61,27/32,26/44,13/27,11/17,24/61,19/59,64/120,56/120,3,0,3,1,3/9,1/1
2015-01-06,1st round,Novak Djokovic,Dusan Lajovic,"6-2, 6-1",Doha,35/50,27/43,24/35,13/27,8/15,5/16,25/43,18/50,57/93,36/93,2,2,3,0,5/6,1/4
2015-01-07,2nd round,Novak Djokovic,Sergiy Stakhovsky,"6-2, 6-1",Doha,34/51,26/48,29/34,16/26,8/17,6/22,26/48,14/51,63/99,36/99,2,1,5,3,4/7,0/3
2015-01-08,1/4,Ivo Karlovic,Novak Djokovic,"6-72, 7-66, 6-4",Doha,73/99,81/112,62/73,61/81,13/26,19/31,32/112,24/99,107/211,104/211,3,2,21,11,,
2015-01-20,1st round,Novak Djokovic,Aljaz Bedene,"6-3, 6-2, 6-4",Melbourne,51/79,52/89,43/51,34/52,18/28,18/37,37/89,18/79,98/168,70/168,3,3,8,12,4/8,0/3
2015-01-22,2nd round,Novak Djokovic,Andrey Kuznetsov,"6-0, 6-1, 6-4",Melbourne,35/57,39/80,30/35,24/39,15/22,12/41,44/80,12/57,89/137,48/137,2,3,8,2,7/13,1/1
2015-01-24,3rd round,Novak Djokovic,Fernando Verdasco,"7-68, 6-3, 6-4",Melbourne,66/91,76/123,54/66,58/76,17/25,17/47,48/123,20/91,119/214,95/214,0,5,11,16,2/14,0/3
2015-01-26,4th round,Novak Djokovic,Gilles Muller,"6-4, 7-5, 7-5",Melbourne,65/92,66/105,53/65,48/66,18/27,20/39,37/105,21/92,108/197,89/197,4,0,13,7,3/11,0/4
2015-01-28,1/4,Novak Djokovic,Milos Raonic,"7-65, 6-4, 6-2",Melbourne,55/78,67/99,49/55,48/67,17/23,17/32,34/99,12/78,100/177,77/177,2,2,8,15,,
2015-01-30,1/2,Novak Djokovic,Stan Wawrinka,"7-61, 3-6, 6-4, 4-6, 6-0",Melbourne,87/135,94/158,61/87,60/94,28/48,33/64,65/158,46/135,154/293,139/293,3,4,5,10,7/17,5/8
2015-02-01,fin,Novak Djokovic,Andy Murray,"7-65, 6-74, 6-3, 6-0",Melbourne,81/136,77/118,48/81,50/77,34/55,14/41,54/118,54/136,136/254,118/254,1,3,8,10,9/16,5/12
2015-02-24,1st round,Novak Djokovic,Vasek Pospisil,"6-4, 6-4",Dubai,28/56,32/62,22/28,26/32,17/28,10/30,26/62,17/56,65/118,53/118,2,6,5,2,3/4,1/3
2015-02-25,2nd round,Novak Djokovic,Andrey Golubev,"6-1, 6-2",Dubai,28/43,27/49,21/28,16/27,11/15,7/22,26/49,11/43,58/92,34/92,0,1,1,2,,
2015-02-26,1/4,Novak Djokovic,Marsel Ilhan,"6-1, 6-1",Dubai,27/42,24/41,23/27,15/24,8/15,2/17,24/41,11/42,55/83,28/83,1,1,7,3,5/7,0/3
2015-02-27,1/2,Novak Djokovic,Tomas Berdych,"6-0, 5-7, 6-4",Dubai,54/85,42/78,39/54,25/42,14/31,17/36,36/78,32/85,89/163,74/163,1,0,4,4,6/10,3/5
2015-02-28,fin,Roger Federer,Novak Djokovic,"6-3, 7-5",Dubai,51/79,39/62,41/51,27/39,11/28,12/23,23/62,27/79,75/141,66/141,1,2,12,1,2/2,0/7
2015-03-06,Rubber 1,Novak Djokovic,Mate Delic,"6-3, 6-2, 6-4",Davis Cup,47/71,52/72,40/47,33/52,16/24,8/20,31/72,15/71,87/143,56/143,2,0,6,5,,
2015-03-14,2nd round,Novak Djokovic,Marcos Baghdatis,"6-1, 6-3",Indian Wells,29/39,31/51,24/29,22/31,8/10,4/20,25/51,7/39,57/90,33/90,1,3,6,3,,
2015-03-16,3rd round,Novak Djokovic,Albert Ramos-Vinolas,"7-5, 6-3",Indian Wells,37/62,39/58,29/37,25/39,15/25,8/19,25/58,18/62,69/120,51/120,3,4,1,2,4/9,2/5
2015-03-18,4th round,Novak Djokovic,John Isner,"6-4, 7-65",Indian Wells,46/68,51/65,38/46,39/51,14/22,7/14,19/65,16/68,71/133,62/133,1,0,7,8,1/2,0/2
2015-03-19,1/4,Novak Djokovic,Bernard Tomic,- walk over,Indian Wells,,,,,,,,,,,,,,,,
2015-03-21,1/2,Novak Djokovic,Andy Murray,"6-2, 6-3",Indian Wells,32/55,26/55,20/32,13/26,16/23,14/29,28/55,19/55,64/110,46/110,2,4,1,2,4/6,1/3
2015-03-22,fin,Novak Djokovic,Roger Federer,"6-3, 6-75, 6-2",Indian Wells,61/101,57/98,47/61,41/57,21/40,15/41,42/98,33/101,110/199,89/199,5,3,8,6,5/13,2/10
2015-03-28,2nd round,Novak Djokovic,Martin Klizan,"6-0, 5-7, 6-1",Miami,53/77,50/92,35/53,26/50,13/24,17/42,49/92,29/77,97/169,72/169,2,3,4,0,7/19,3/4
2015-03-30,3rd round,Novak Djokovic,Steve Darcis,"6-0, 7-5",Miami,40/52,49/87,29/40,23/49,8/12,18/38,46/87,15/52,83/139,56/139,0,0,5,1,5/14,1/1
2015-03-31,4th round,Novak Djokovic,Alexandr Dolgopolov,"6-73, 7-5, 6-0",Miami,54/89,47/85,39/54,34/47,21/35,11/38,40/85,29/89,100/174,74/174,2,4,10,1,7/10,3/9
2015-04-02,1/4,Novak Djokovic,David Ferrer,"7-5, 7-5",Miami,35/64,48/85,29/35,28/48,14/29,18/37,39/85,21/64,82/149,67/149,4,3,2,1,4/7,2/2
2015-04-03,1/2,Novak Djokovic,John Isner,"7-63, 6-2",Miami,36/58,55/82,29/36,39/55,16/22,8/27,35/82,13/58,80/140,60/140,1,1,10,9,,
2015-04-05,fin,Novak Djokovic,Andy Murray,"7-63, 4-6, 6-0",Miami,57/92,63/107,36/57,40/63,19/35,19/44,48/107,37/92,103/199,96/199,4,3,4,8,5/18,3/6
2015-04-14,2nd round,Novak Djokovic,Albert Ramos-Vinolas,"6-1, 6-4",Monte-Carlo,29/54,35/62,23/29,18/35,16/25,14/27,30/62,15/54,69/116,47/116,2,3,3,0,4/13,1/4
2015-04-16,3rd round,Novak Djokovic,Andreas Haider-Maurer,"6-4, 6-0",Monte-Carlo,26/41,26/42,20/26,15/26,12/15,5/16,22/42,9/41,54/83,29/83,0,3,2,3,,
2015-04-17,1/4,Novak Djokovic,Marin Cilic,"6-0, 6-3",Monte-Carlo,27/44,32/56,23/27,18/32,8/17,8/24,30/56,13/44,61/100,39/100,0,1,1,3,5/10,0/2
2015-04-18,1/2,Novak Djokovic,Rafael Nadal,"6-3, 6-3",Monte-Carlo,43/57,43/66,31/43,25/43,8/14,11/23,30/66,18/57,69/123,54/123,0,3,1,2,4/10,1/3
2015-04-19,fin,Novak Djokovic,Tomas Berdych,"7-5, 4-6, 6-3",Monte-Carlo,60/102,48/108,40/60,36/48,21/42,27/60,45/108,41/102,106/210,104/210,5,0,2,1,5/14,4/10
2015-05-12,2nd round,Novak Djokovic,Nicolas Almagro,"6-1, 6-75, 6-3",Rome,65/91,47/83,51/65,33/47,15/26,19/36,31/83,25/91,97/174,77/174,0,2,11,11,3/3,0/1
2015-05-14,3rd round,Novak Djokovic,Thomaz Bellucci,"5-7, 6-2, 6-3",Rome,51/73,60/94,42/51,39/60,12/22,17/34,38/94,19/73,92/167,75/167,0,3,2,6,4/12,2/2
2015-05-15,1/4,Novak Djokovic,Kei Nishikori,"6-3, 3-6, 6-1",Rome,49/72,46/76,41/49,28/46,11/23,18/30,30/76,20/72,82/148,66/148,2,2,3,6,3/6,1/3
2015-05-16,1/2,Novak Djokovic,David Ferrer,"6-4, 6-4",Rome,49/73,37/51,33/49,29/37,16/24,5/14,17/51,24/73,66/124,58/124,0,1,4,1,2/5,0/3
2015-05-17,fin,Novak Djokovic,Roger Federer,"6-4, 6-3",Rome,38/53,39/62,32/38,30/39,10/15,8/23,24/62,11/53,66/115,49/115,1,1,5,7,2/5,0/1
2015-05-26,1st round,Novak Djokovic,Jarkko Nieminen,"6-2, 7-5, 6-2",Paris,65/87,52/95,47/65,36/52,13/22,15/43,44/95,27/87,104/182,78/182,1,0,6,2,6/13,1/6
2015-05-28,2nd round,Novak Djokovic,Gilles Muller,"6-1, 6-4, 6-4",Paris,50/73,46/85,42/50,31/46,15/23,16/39,38/85,16/73,95/158,63/158,1,6,3,4,5/12,1/4
2015-05-30,3rd round,Novak Djokovic,Thanasi Kokkinakis,"6-4, 6-4, 6-4",Paris,58/76,56/81,49/58,41/56,12/18,14/25,26/81,15/76,87/157,70/157,0,3,4,8,,
2015-06-01,4th round,Novak Djokovic,Richard Gasquet,"6-1, 6-2, 6-3",Paris,61/80,55/94,42/61,35/55,13/19,10/39,49/94,25/80,104/174,70/174,0,1,4,4,7/23,1/9
2015-06-03,1/4,Novak Djokovic,Rafael Nadal,"7-5, 6-3, 6-1",Paris,50/80,56/93,38/50,33/56,18/30,14/37,46/93,24/80,102/173,71/173,0,2,3,3,7/18,2/5
2015-06-06,1/2,Novak Djokovic,Andy Murray,"6-3, 6-3, 5-7, 5-7, 6-1",Paris,98/141,98/149,67/98,63/98,29/43,28/51,58/149,45/141,154/290,136/290,2,1,8,12,6/19,3/4
