Date,Round,Player 1,Player 2,Score,Tournament,1st_serve_percentage_player1,1st_serve_percentage_player2,1st_serve_points_won_player1,1st_serve_points_won_player2,2nd_serve_points_won_player1,2nd_serve_points_won_player2,total_return_points_won_player1,total_return_points_won_player2,total_points_won_player1,total_points_won_player2,double_faults_player1,double_faults_player2,aces_player1,aces_player2,break_points_won_player1,break_points_won_player2
2013-06-27,2nd round,Novak Djokovic,Bobby Reynolds,"7-62, 6-3, 6-1",London,43/73,82/121,39/43,53/82,22/30,15/39,53/121,12/73,114/194,80/194,0,5,12,8,,
2013-06-29,3rd round,Novak Djokovic,Jeremy Chardy,"6-3, 6-2, 6-2",London,43/58,59/89,40/43,32/59,12/15,15/30,42/89,6/58,94/147,53/147,1,4,8,6,,
2013-07-01,4th round,Novak Djokovic,Tommy Haas,"6-1, 6-4, 7-64",London,58/89,78/107,44/58,43/78,17/31,14/29,50/107,28/89,111/196,85/196,3,2,13,4,6/13,2/7
2013-07-03,1/4,Novak Djokovic,Tomas Berdych,"7-65, 6-4, 6-3",London,54/89,52/99,42/54,33/52,21/35,27/47,39/99,26/89,102/188,86/188,1,4,16,6,4/10,2/2
2013-07-05,1/2,Novak Djokovic,Juan Martin Del Potro,"7-5, 4-6, 7-62, 6-76, 6-3",London,123/177,114/191,102/123,82/114,21/54,42/77,67/191,54/177,190/368,178/368,2,4,22,4,3/15,2/7
2013-07-07,fin,Andy Murray,Novak Djokovic,"6-4, 7-5, 6-4",London,67/105,68/105,48/67,40/68,16/38,15/37,50/105,41/105,114/210,96/210,2,4,9,4,7/17,4/13
2013-08-06,2nd round,Novak Djokovic,Florian Mayer,"6-2, 6-1",Montreal,36/57,20/38,25/36,12/20,13/21,6/18,20/38,19/57,58/95,37/95,1,2,3,2,4/7,0/7
2013-08-08,3rd round,Novak Djokovic,Denis Istomin,"2-6, 6-4, 6-4",Montreal,52/87,64/103,38/52,43/64,18/35,20/39,40/103,31/87,96/190,94/190,4,4,9,4,3/9,3/5
2013-08-09,1/4,Novak Djokovic,Richard Gasquet,"6-1, 6-2",Montreal,35/44,16/41,27/35,12/16,8/9,8/25,21/41,9/44,56/85,29/85,0,5,11,3,4/6,0/2
2013-08-10,1/2,Rafael Nadal,Novak Djokovic,"6-4, 3-6, 7-62",Montreal,66/94,63/98,47/66,45/63,16/28,19/35,34/98,31/94,97/192,95/192,1,7,7,8,2/5,2/6
2013-08-14,2nd round,Novak Djokovic,Juan Monaco,"7-5, 6-2",Cincinnati,30/51,35/60,22/30,20/35,14/21,10/25,30/60,15/51,66/111,45/111,2,2,5,2,5/8,2/2
2013-08-15,3rd round,Novak Djokovic,David Goffin,"6-2, 6-0",Cincinnati,20/35,22/46,16/20,12/22,12/15,6/24,28/46,7/35,56/81,25/81,2,3,5,2,,
2013-08-16,1/4,John Isner,Novak Djokovic,"7-65, 3-6, 7-5",Cincinnati,69/93,85/127,55/69,62/85,15/24,24/42,41/127,23/93,111/220,109/220,0,5,9,9,1/10,1/4
2013-08-27,1st round,Novak Djokovic,Ricardas Berankis,"6-1, 6-2, 6-2",New York,50/73,36/68,36/50,18/36,14/23,9/32,41/68,23/73,91/141,50/141,1,4,10,3,7/14,1/8
2013-08-30,2nd round,Novak Djokovic,Benjamin Becker,"7-62, 6-2, 6-2",New York,59/80,56/95,48/59,33/56,11/21,19/39,43/95,21/80,102/175,73/175,2,4,13,6,5/14,1/1
2013-09-01,3rd round,Novak Djokovic,Joao Sousa,"6-0, 6-2, 6-2",New York,38/56,54/92,30/38,30/54,12/18,10/38,52/92,14/56,94/148,54/148,2,3,3,2,8/13,1/2
2013-09-03,4th round,Novak Djokovic,Marcel Granollers,"6-3, 6-0, 6-0",New York,38/53,33/69,32/38,16/33,13/15,12/36,41/69,8/53,86/122,36/122,0,2,2,2,7/14,0/1
2013-09-05,1/4,Novak Djokovic,Mikhail Youzhny,"6-3, 6-2, 3-6, 6-0",New York,70/103,55/99,49/70,29/55,19/33,23/44,47/99,35/103,115/202,87/202,1,4,5,2,7/12,2/10
2013-09-07,1/2,Novak Djokovic,Stan Wawrinka,"2-6, 7-64, 3-6, 6-3, 6-4",New York,93/138,96/192,64/93,68/96,25/45,48/96,76/192,49/138,165/330,165/330,6,7,9,8,4/19,5/9
2013-09-09,fin,Rafael Nadal,Novak Djokovic,"6-2, 3-6, 6-4, 6-1",New York,78/121,69/102,51/78,40/69,24/43,16/33,46/102,46/121,121/223,102/223,1,2,1,6,7/12,3/11
2013-09-13,Rubber 1,Novak Djokovic,Vasek Pospisil,"6-2, 6-0, 6-4",Davis Cup,41/58,52/86,35/41,35/52,13/17,10/34,41/86,10/58,89/144,55/144,0,1,3,9,,
2013-09-15,,Novak Djokovic,Milos Raonic,"7-61, 6-2, 6-2",Davis Cup,51/76,66/97,36/51,43/66,19/25,9/31,45/97,21/76,100/173,73/173,0,3,4,10,6/13,2/5
2013-10-01,1st round,Novak Djokovic,Lukas Rosol,"6-0, 6-3",Beijing,25/39,28/49,20/25,15/28,13/14,9/21,25/49,6/39,58/88,30/88,0,3,4,1,4/8,0/2
2013-10-03,2nd round,Novak Djokovic,Fernando Verdasco,"7-5, 2-6, 6-2",Beijing,57/80,50/83,41/57,35/50,13/23,15/33,33/83,26/80,87/163,76/163,2,6,5,4,4/11,3/8
2013-10-04,1/4,Novak Djokovic,Sam Querrey,"6-1, 6-2",Beijing,28/37,33/56,25/28,19/33,7/9,7/23,30/56,5/37,62/93,31/93,1,2,7,4,,
2013-10-05,1/2,Novak Djokovic,Richard Gasquet,"6-4, 6-2",Beijing,34/49,48/73,27/34,28/48,8/15,11/25,34/73,14/49,69/122,53/122,0,3,6,3,4/10,1/2
2013-10-06,fin,Novak Djokovic,Rafael Nadal,"6-3, 6-4",Beijing,33/46,39/60,30/33,31/39,10/13,7/21,22/60,6/46,62/106,44/106,1,2,5,2,,
2013-10-09,2nd round,Novak Djokovic,Marcel Granollers,"6-2, 6-0",Shanghai,26/45,23/47,21/26,11/23,10/19,9/24,27/47,14/45,58/92,34/92,2,4,6,0,5/10,0/3
2013-10-10,3rd round,Novak Djokovic,Fabio Fognini,"6-3, 6-3",Shanghai,34/47,46/65,27/34,27/46,10/13,9/19,29/65,10/47,66/112,46/112,0,2,5,3,,
2013-10-11,1/4,Novak Djokovic,Gael Monfils,"6-74, 6-2, 6-4",Shanghai,54/86,67/103,43/54,44/67,17/32,17/36,42/103,26/86,102/189,87/189,1,3,4,9,5/8,2/4
2013-10-12,1/2,Novak Djokovic,Jo-Wilfried Tsonga,"6-2, 7-5",Shanghai,40/60,45/72,26/40,26/45,13/20,9/27,37/72,21/60,76/132,56/132,2,2,6,4,5/10,2/3
2013-10-13,fin,Novak Djokovic,Juan Martin Del Potro,"6-1, 3-6, 7-63",Shanghai,57/85,75/104,45/57,51/75,16/28,13/29,40/104,24/85,101/189,88/189,0,2,10,5,2/12,1/4
2013-10-29,2nd round,Novak Djokovic,Pierre-Hugues Herbert,"7-63, 6-3",Paris,38/61,49/76,31/38,33/49,17/23,14/27,29/76,13/61,77/137,60/137,2,5,4,9,2/7,1/3
2013-10-31,3rd round,Novak Djokovic,John Isner,"6-75, 6-1, 6-2",Paris,51/73,87/111,45/51,54/87,14/22,9/24,48/111,14/73,107/184,77/184,1,2,11,12,,
2013-11-01,1/4,Novak Djokovic,Stan Wawrinka,"6-1, 6-4",Paris,38/63,33/50,27/38,20/33,16/25,7/17,23/50,20/63,66/113,47/113,0,2,2,3,3/8,0/6
2013-11-02,1/2,Novak Djokovic,Roger Federer,"4-6, 6-3, 6-2",Paris,60/92,59/89,43/60,40/59,17/32,12/30,37/89,32/92,97/181,84/181,5,4,7,5,4/10,2/5
2013-11-03,fin,Novak Djokovic,David Ferrer,"7-5, 7-5",Paris,36/64,52/85,28/36,32/52,16/28,16/33,37/85,20/64,81/149,68/149,2,1,4,1,4/8,2/6
2013-11-05,,Novak Djokovic,Roger Federer,"6-4, 6-72, 6-2",London,57/101,56/103,40/57,37/56,23/44,23/47,43/103,38/101,106/204,98/204,2,5,9,5,5/11,2/5
2013-11-07,,Novak Djokovic,Juan Martin Del Potro,"6-3, 3-6, 6-3",London,50/73,53/80,39/50,38/53,16/23,13/27,29/80,18/73,84/153,69/153,1,0,10,8,2/6,1/5
2013-11-09,,Novak Djokovic,Richard Gasquet,"7-65, 4-6, 6-3",London,64/101,54/92,46/64,41/54,21/37,21/38,30/92,34/101,97/193,96/193,3,3,6,10,2/5,2/3
2013-11-10,1/2,Novak Djokovic,Stan Wawrinka,"6-3, 6-3",London,33/49,34/62,24/33,21/34,12/16,11/28,30/62,13/49,66/111,45/111,0,0,2,4,4/10,1/3
2013-11-11,fin,Novak Djokovic,Rafael Nadal,"6-3, 6-4",London,38/58,45/61,26/38,26/45,14/20,8/16,27/61,18/58,67/119,52/119,0,4,6,1,3/11,1/3
2013-11-15,Rubber 1,Novak Djokovic,Radek Stepanek,"7-5, 6-1, 6-4",Davis Cup,67/87,43/70,48/67,27/43,14/20,12/27,31/70,25/87,93/157,64/157,0,1,4,3,5/6,1/8
2013-11-17,,Novak Djokovic,Tomas Berdych,"6-4, 7-65, 6-2",Davis Cup,62/88,63/103,49/62,48/63,17/26,17/40,38/103,22/88,104/191,87/191,1,0,12,10,3/12,0/2
2013-12-27,1/2,Novak Djokovic,Jo-Wilfried Tsonga,"7-65, 6-3",Mubadala World,,,,,,,,,,,,,,,,
2013-12-28,fin,Novak Djokovic,David Ferrer,"7-5, 6-2",Mubadala World,,,,,,,,,,,,,,,,
2012-01-17,1st round,Novak Djokovic,Paolo Lorenzi,"6-2, 6-0, 6-0",Melbourne,45/62,32/61,33/45,18/32,8/17,2/29,41/61,21/62,82/123,41/123,1,5,4,0,9/13,1/5
2012-01-19,2nd round,Novak Djokovic,Santiago Giraldo,"6-3, 6-2, 6-1",Melbourne,36/65,38/73,29/36,24/38,19/29,11/35,38/73,17/65,86/138,52/138,2,3,9,3,7/13,1/2
2012-01-21,3rd round,Novak Djokovic,Nicolas Mahut,"6-0, 6-1, 6-1",Melbourne,32/52,43/66,27/32,21/43,14/20,5/23,40/66,11/52,81/118,37/118,1,5,7,0,8/13,0/1
2012-01-23,4th round,Novak Djokovic,Lleyton Hewitt,"6-1, 6-3, 4-6, 6-3",Melbourne,63/102,66/124,46/63,45/66,22/39,21/58,58/124,34/102,126/226,100/226,3,6,15,3,8/12,4/6
2012-01-25,1/4,Novak Djokovic,David Ferrer,"6-4, 7-64, 6-1",Melbourne,48/91,64/98,34/48,39/64,29/43,17/34,42/98,28/91,105/189,84/189,0,1,3,2,5/12,2/4
2012-01-27,1/2,Novak Djokovic,Andy Murray,"6-3, 3-6, 6-74, 6-1, 7-5",Melbourne,104/171,110/174,69/104,70/110,30/67,19/64,85/174,72/171,184/345,161/345,6,10,11,9,11/26,7/24
2012-01-29,fin,Novak Djokovic,Rafael Nadal,"5-7, 6-4, 6-2, 6-75, 7-5",Melbourne,98/166,137/203,67/98,90/137,43/68,30/66,83/203,56/166,193/369,176/369,2,4,9,10,7/20,4/6
2012-02-27,1st round,Novak Djokovic,Cedrik-Marcel Stebe,"6-4, 6-2",Dubai,38/58,33/62,29/38,22/33,12/20,13/29,27/62,17/58,68/120,52/120,2,3,3,1,3/9,0/3
2012-02-29,2nd round,Novak Djokovic,Sergiy Stakhovsky,"7-65, 6-3",Dubai,45/65,39/72,36/45,28/39,9/20,15/33,29/72,20/65,74/137,63/137,4,4,8,9,2/4,1/2
2012-03-01,1/4,Novak Djokovic,Janko Tipsarevic,"6-1, 7-66",Dubai,40/60,34/65,30/40,22/34,15/20,16/31,27/65,15/60,72/125,53/125,1,5,7,10,,
2012-03-02,1/2,Andy Murray,Novak Djokovic,"6-2, 7-5",Dubai,40/56,34/50,34/40,23/34,4/16,6/16,21/50,18/56,59/106,47/106,3,0,5,2,4/5,1/3
2012-03-10,2nd round,Novak Djokovic,Andrey Golubev,"6-3, 6-2",Indian Wells,31/51,34/66,24/31,22/34,12/20,11/32,33/66,15/51,69/117,48/117,1,4,1,0,4/8,1/2
2012-03-12,3rd round,Novak Djokovic,Kevin Anderson,"6-2, 6-3",Indian Wells,43/73,30/52,29/43,19/30,18/30,9/22,24/52,26/73,71/125,54/125,3,2,5,7,3/6,0/3
2012-03-14,4th round,Novak Djokovic,Pablo Andujar,"6-0, 6-75, 6-2",Indian Wells,67/100,46/80,46/67,29/46,20/33,15/34,36/80,34/100,102/180,78/180,0,4,4,1,5/5,0/8
2012-03-15,1/4,Novak Djokovic,Nicolas Almagro,"6-3, 6-4",Indian Wells,31/53,32/62,24/31,21/32,16/22,14/30,27/62,13/53,67/115,48/115,0,3,5,3,3/7,1/1
2012-03-17,1/2,John Isner,Novak Djokovic,"7-67, 3-6, 7-65",Indian Wells,83/112,72/111,60/83,56/72,15/29,24/39,31/111,37/112,106/223,117/223,0,2,20,8,1/2,2/6
2012-03-24,2nd round,Novak Djokovic,Marcos Baghdatis,"6-4, 6-4",Miami,40/64,34/50,32/40,26/34,15/24,9/16,15/50,17/64,62/114,52/114,1,2,2,6,2/3,0/2
2012-03-26,3rd round,Novak Djokovic,Viktor Troicki,"6-3, 6-4",Miami,44/67,36/52,32/44,25/36,14/23,4/16,23/52,21/67,69/119,50/119,1,3,2,2,3/8,1/8
2012-03-27,4th round,Novak Djokovic,Richard Gasquet,"7-5, 6-3",Miami,38/65,44/71,30/38,30/44,15/27,11/27,30/71,20/65,75/136,61/136,0,0,6,2,3/10,1/7
2012-03-29,1/4,Novak Djokovic,David Ferrer,"6-2, 7-61",Miami,39/70,40/64,29/39,25/40,17/31,8/24,31/64,24/70,77/134,57/134,1,2,5,2,4/7,2/4
2012-03-30,1/2,Novak Djokovic,Juan Monaco,"6-0, 7-65",Miami,32/65,47/70,22/32,29/47,22/33,9/23,32/70,21/65,76/135,59/135,4,1,2,2,4/11,1/8
2012-04-01,fin,Novak Djokovic,Andy Murray,"6-1, 7-64",Miami,47/71,47/85,35/47,29/47,15/24,20/38,36/85,21/71,86/156,70/156,2,3,5,6,2/8,0/1
2012-04-18,2nd round,Novak Djokovic,Andreas Seppi,"6-1, 6-4",Monte-Carlo,43/63,40/66,33/43,22/40,10/20,13/26,31/66,20/63,74/129,55/129,1,0,5,0,3/9,0/3
2012-04-19,3rd round,Novak Djokovic,Alexandr Dolgopolov,"2-6, 6-1, 6-4",Monte-Carlo,48/67,49/87,37/48,32/49,10/19,20/38,35/87,20/67,82/154,72/154,2,0,5,5,3/9,2/5
2012-04-20,1/4,Novak Djokovic,Robin Haase,"6-4, 6-2",Monte-Carlo,33/55,37/61,18/33,16/37,11/22,7/24,38/61,26/55,67/116,49/116,0,0,1,0,7/12,4/8
2012-04-21,1/2,Novak Djokovic,Tomas Berdych,"4-6, 6-3, 6-2",Monte-Carlo,60/97,41/89,40/60,31/41,21/37,21/48,37/89,36/97,98/186,88/186,6,8,6,3,4/7,2/10
2012-04-22,fin,Rafael Nadal,Novak Djokovic,"6-3, 6-1",Monte-Carlo,26/38,30/48,22/26,12/30,6/12,10/18,26/48,10/38,54/86,32/86,1,0,3,0,5/8,1/1
2012-05-08,2nd round,Novak Djokovic,Daniel Gimeno-Traver,"6-2, 2-6, 6-3",Madrid,40/65,57/91,35/40,37/57,14/25,18/34,36/91,16/65,85/156,71/156,4,0,7,7,3/12,2/5
2012-05-10,3rd round,Novak Djokovic,Stan Wawrinka,"7-65, 6-4",Madrid,44/61,43/82,36/44,32/43,11/17,17/39,33/82,14/61,80/143,63/143,2,4,7,7,2/10,1/1
2012-05-11,1/4,Janko Tipsarevic,Novak Djokovic,"7-62, 6-3",Madrid,56/80,30/56,44/56,27/30,13/24,13/26,16/56,23/80,73/136,63/136,2,4,7,3,1/4,0/7
2012-05-15,2nd round,Novak Djokovic,Bernard Tomic,"6-3, 6-3",Rome,34/52,43/63,24/34,25/43,12/18,8/20,30/63,16/52,66/115,49/115,1,0,5,2,4/8,1/2
2012-05-17,3rd round,Novak Djokovic,Juan Monaco,"4-6, 6-2, 6-3",Rome,55/82,61/79,37/55,37/61,17/27,9/18,33/79,28/82,87/161,74/161,0,2,3,0,4/6,2/4
2012-05-18,1/4,Novak Djokovic,Jo-Wilfried Tsonga,"7-5, 6-1",Rome,43/58,38/52,33/43,21/38,6/15,4/14,27/52,19/58,66/110,44/110,1,2,5,3,5/10,2/4
2012-05-19,1/2,Novak Djokovic,Roger Federer,"6-2, 7-64",Rome,38/66,32/65,31/38,25/32,16/28,16/33,24/65,19/66,71/131,60/131,1,0,1,6,3/6,1/1
2012-05-21,fin,Rafael Nadal,Novak Djokovic,"7-5, 6-3",Rome,39/69,47/74,27/39,32/47,17/30,10/27,32/74,25/69,76/143,67/143,0,4,0,1,4/7,1/7
2012-05-28,1st round,Novak Djokovic,Potito Starace,"7-63, 6-3, 6-1",Paris,61/79,79/106,50/61,47/79,12/18,13/27,46/106,17/79,108/185,77/185,,,6,4,,
2012-05-30,2nd round,Novak Djokovic,Blaz Kavcic,"6-0, 6-4, 6-4",Paris,49/73,61/95,36/49,35/61,17/24,16/34,44/95,20/73,97/168,71/168,1,3,5,0,6/15,1/3
2012-06-01,3rd round,Novak Djokovic,Nicolas Devilder,"6-1, 6-2, 6-2",Paris,50/77,41/71,36/50,24/41,18/27,8/30,39/71,23/77,93/148,55/148,0,2,3,5,7/10,1/4
2012-06-03,4th round,Novak Djokovic,Andreas Seppi,"4-6, 6-75, 6-3, 7-5, 6-3",Paris,91/144,113/206,63/91,64/113,32/53,51/93,91/206,49/144,186/350,164/350,2,4,5,6,9/22,6/10
2012-06-05,1/4,Novak Djokovic,Jo-Wilfried Tsonga,"6-1, 5-7, 5-7, 7-66, 6-1",Paris,114/169,106/156,81/114,69/106,29/55,21/50,66/156,59/169,176/325,149/325,2,3,7,6,6/13,4/11
2012-06-08,1/2,Novak Djokovic,Roger Federer,"6-4, 7-5, 6-3",Paris,62/91,48/86,45/62,27/48,14/29,17/38,42/86,32/91,101/177,76/177,2,3,6,9,7/10,4/8
2012-06-11,fin,Rafael Nadal,Novak Djokovic,"6-4, 6-3, 2-6, 7-5",Paris,73/118,73/123,45/73,45/73,24/45,22/50,56/123,49/118,125/241,116/241,4,4,4,3,9/17,7/10
2012-06-25,1st round,Novak Djokovic,Juan Carlos Ferrero,"6-3, 6-3, 6-1",London,56/85,48/72,47/56,27/48,12/29,10/24,35/72,26/85,94/157,63/157,3,2,13,2,6/11,1/8
2012-06-27,2nd round,Novak Djokovic,Ryan Harrison,"6-4, 6-4, 6-4",London,63/85,55/88,48/63,40/55,18/22,16/33,32/88,19/85,98/173,75/173,1,4,8,8,3/3,0/6
2012-06-29,3rd round,Novak Djokovic,Radek Stepanek,"4-6, 6-2, 6-2, 6-2",London,63/96,94/143,50/63,57/94,20/33,19/49,67/143,26/96,137/239,102/239,1,1,12,8,6/20,1/5
2012-07-02,4th round,Novak Djokovic,Viktor Troicki,"6-3, 6-1, 6-3",London,53/70,42/73,43/53,23/42,9/17,13/31,37/73,18/70,89/143,54/143,2,2,4,3,6/8,1/4
2012-07-04,1/4,Novak Djokovic,Florian Mayer,"6-4, 6-1, 6-4",London,55/84,44/77,42/55,27/44,17/29,15/33,35/77,25/84,94/161,67/161,3,1,7,2,5/9,1/8
2012-07-06,1/2,Roger Federer,Novak Djokovic,"6-3, 3-6, 6-4, 6-3",London,65/101,73/115,49/65,52/73,26/36,24/42,39/115,26/101,114/216,102/216,0,2,12,9,3/11,1/3
2012-07-29,1st round,Novak Djokovic,Fabio Fognini,"6-77, 6-2, 6-2",London,56/86,68/102,45/56,44/68,18/30,14/34,44/102,23/86,107/188,81/188,1,3,11,4,5/10,1/2
2012-07-31,2nd round,Novak Djokovic,Andy Roddick,"6-2, 6-1",London,29/43,24/40,25/29,13/24,8/14,7/16,20/40,10/43,53/83,30/83,0,1,14,5,,
2012-08-01,3rd round,Novak Djokovic,Lleyton Hewitt,"4-6, 7-5, 6-1",London,55/85,47/78,44/55,35/47,14/30,14/31,29/78,27/85,87/163,76/163,3,1,16,5,4/7,2/4
2012-08-02,1/4,Novak Djokovic,Jo-Wilfried Tsonga,"6-1, 7-5",London,43/57,47/72,34/43,26/47,14/14,25/25,21/72,9/57,75/129,54/129,0,0,3,5,4/13,1/5
2012-08-03,1/2,Andy Murray,Novak Djokovic,"7-5, 7-5",London,56/87,40/65,43/56,29/40,16/31,14/25,22/65,28/87,81/152,71/152,0,1,5,3,2/4,0/4
2012-08-05,bronze,Juan Martin Del Potro,Novak Djokovic,"7-5, 6-4",London,46/72,45/61,33/46,33/45,18/26,10/16,18/61,21/72,69/133,64/133,0,0,5,10,2/6,0/6
2012-08-08,2nd round,Novak Djokovic,Bernard Tomic,"6-2, 6-3",Toronto,36/54,39/60,29/36,25/39,11/18,8/21,27/60,14/54,67/114,47/114,1,1,7,4,3/9,0/6
2012-08-10,3rd round,Novak Djokovic,Sam Querrey,"6-4, 6-4",Toronto,39/63,29/54,31/39,22/29,13/24,14/25,18/54,19/63,62/117,55/117,3,3,5,3,2/4,0/1
2012-08-10,1/4,Novak Djokovic,Tommy Haas,"6-3, 3-6, 6-3",Toronto,53/96,56/99,39/53,37/56,26/43,24/43,38/99,31/96,103/195,92/195,2,6,4,3,2/10,1/8
2012-08-11,1/2,Novak Djokovic,Janko Tipsarevic,"6-4, 6-1",Toronto,33/62,34/69,30/33,19/34,14/29,18/35,32/69,18/62,76/131,55/131,3,1,3,2,3/6,0/7
2012-08-12,fin,Novak Djokovic,Richard Gasquet,"6-3, 6-2",Toronto,31/46,25/42,26/31,19/25,12/15,5/17,18/42,8/46,56/88,32/88,0,1,5,3,3/3,0/4
2012-08-15,2nd round,Novak Djokovic,Andreas Seppi,"7-64, 6-2",Cincinnati,34/59,41/78,27/34,26/41,18/25,19/37,33/78,14/59,78/137,59/137,0,3,6,3,,
2012-08-16,3rd round,Novak Djokovic,Nikolay Davydenko,"6-0,    - retired",Cincinnati,14/19,13/27,12/14,6/13,1/5,4/14,17/27,6/19,30/46,16/46,0,8,2,0,,
2012-08-17,1/4,Novak Djokovic,Marin Cilic,"6-3, 6-2",Cincinnati,37/54,29/54,31/37,17/29,9/17,11/25,26/54,14/54,66/108,42/108,2,0,7,2,3/7,0/4
2012-08-18,1/2,Novak Djokovic,Juan Martin Del Potro,"6-3, 6-2",Cincinnati,39/61,28/48,28/39,17/28,14/22,9/20,22/48,19/61,64/109,45/109,1,2,6,3,3/6,0/6
2012-08-19,fin,Roger Federer,Novak Djokovic,"6-0, 7-67",Cincinnati,33/56,35/61,27/33,23/35,15/23,13/26,25/61,14/56,67/117,50/117,1,5,8,2,,
2012-08-28,1st round,Novak Djokovic,Paolo Lorenzi,"6-1, 6-0, 6-1",New York,42/53,32/61,32/42,15/32,7/11,6/29,40/67,14/53,79/120,35/114,0,6,7,0,9/13,1/1
2012-08-31,2nd round,Novak Djokovic,Rogerio Dutra Da Silva,"6-2, 6-1, 6-2",New York,41/62,54/85,37/41,29/54,12/21,14/31,42/86,13/63,91/148,56/148,1,1,6,3,,
2012-09-02,3rd round,Novak Djokovic,Julien Benneteau,"6-3, 6-2, 6-2",New York,39/66,47/76,32/39,30/47,20/27,11/29,35/78,14/69,87/144,55/145,3,2,13,4,,
2012-09-05,4th round,Novak Djokovic,Stan Wawrinka,"6-4, 6-1, 3-1,    - retired",New York,45/68,23/57,30/45,15/23,13/23,12/34,30/60,25/68,73/128,52/125,0,3,4,5,6/7,2/6
2012-09-06,1/4,Novak Djokovic,Juan Martin Del Potro,"6-2, 7-63, 6-4",New York,50/88,78/119,42/50,51/78,21/38,18/41,50/122,25/90,113/210,94/209,2,3,7,8,4/13,1/3
2012-09-09,1/2,Novak Djokovic,David Ferrer,"2-6, 6-1, 6-4, 6-2",New York,60/101,55/92,43/60,35/55,24/41,17/37,40/95,34/102,107/196,86/194,1,3,7,1,6/9,3/7
2012-09-10,fin,Andy Murray,Novak Djokovic,"7-610, 7-5, 2-6, 3-6, 6-2",New York,98/150,103/165,61/98,65/103,25/52,26/62,74/170,64/154,160/320,155/319,4,5,5,7,8/17,9/18
2012-10-02,1st round,Novak Djokovic,Michael Berrer,"6-1, 6-73, 6-2",Beijing,58/85,62/88,45/58,41/62,18/27,11/26,36/88,22/85,99/173,74/173,1,2,6,7,4/7,0/1
2012-10-03,2nd round,Novak Djokovic,Carlos Berlocq,"6-1, 6-3",Beijing,39/53,44/62,28/39,21/44,5/14,6/18,35/62,20/53,68/115,47/115,2,3,5,1,6/12,2/3
2012-10-05,1/4,Novak Djokovic,Jurgen Melzer,"6-1, 6-2",Beijing,30/43,24/44,24/30,14/24,9/13,7/20,23/44,10/43,56/87,31/87,3,0,12,3,4/4,0/2
2012-10-06,1/2,Novak Djokovic,Florian Mayer,"6-1, 6-4",Beijing,40/56,31/42,32/40,18/31,9/16,8/11,16/42,15/56,57/98,41/98,2,0,7,0,3/3,0/2
2012-10-07,fin,Novak Djokovic,Jo-Wilfried Tsonga,"7-64, 6-2",Beijing,39/66,43/73,27/39,30/43,17/27,10/30,33/73,22/66,77/139,62/139,2,3,1,9,3/8,1/6
2012-10-10,2nd round,Novak Djokovic,Grigor Dimitrov,"6-3, 6-2",Shanghai,32/41,35/46,29/32,24/35,7/9,2/11,20/46,5/41,56/87,31/87,0,3,5,1,,
2012-10-11,3rd round,Novak Djokovic,Feliciano Lopez,"6-3, 6-3",Shanghai,29/43,26/54,27/29,20/26,9/14,11/28,23/54,7/43,59/97,38/97,1,2,12,3,,
2012-10-12,1/4,Novak Djokovic,Tommy Haas,"6-3, 6-3",Shanghai,37/56,35/58,29/37,19/35,7/19,8/23,31/58,20/56,67/114,47/114,2,1,4,2,5/9,2/2
2012-10-13,1/2,Novak Djokovic,Tomas Berdych,"6-3, 6-4",Shanghai,42/56,34/61,35/42,24/34,6/14,10/27,27/61,15/56,68/117,49/117,3,1,5,4,3/3,1/3
2012-10-14,fin,Novak Djokovic,Andy Murray,"5-7, 7-611, 6-3",Shanghai,62/104,71/128,43/62,46/71,20/42,26/57,56/128,41/104,119/232,113/232,4,3,3,4,6/13,5/6
2012-10-31,2nd round,Sam Querrey,Novak Djokovic,"0-6, 7-65, 6-4",Paris,55/95,57/93,40/55,45/57,16/40,15/36,33/93,39/95,89/188,99/188,5,3,18,8,2/4,4/10
2012-11-05,,Novak Djokovic,Jo-Wilfried Tsonga,"7-64, 6-3",London,43/66,43/67,35/43,32/43,15/23,13/24,22/67,16/66,72/133,61/133,1,0,2,2,2/3,0/3
2012-11-07,,Novak Djokovic,Andy Murray,"4-6, 6-3, 7-5",London,57/94,52/88,45/57,37/52,20/37,21/36,30/88,29/94,95/182,87/182,0,1,4,9,3/7,2/7
2012-11-09,,Novak Djokovic,Tomas Berdych,"6-2, 7-66",London,38/58,38/68,31/38,29/38,11/20,11/30,28/68,16/58,70/126,56/126,0,1,7,3,3/8,1/2
2012-11-11,1/2,Novak Djokovic,Juan Martin Del Potro,"4-6, 6-3, 6-2",London,50/85,48/79,41/50,32/48,16/35,15/31,32/79,28/85,89/164,75/164,1,2,9,5,4/10,2/7
2012-11-12,fin,Novak Djokovic,Roger Federer,"7-66, 7-5",London,68/98,57/93,43/68,35/57,14/30,19/36,39/93,41/98,96/191,95/191,2,2,6,8,4/7,3/7
2012-12-28,1/2,Novak Djokovic,David Ferrer,"6-0, 6-3",Mubadala World,,,,,,,,,,,,,,,,
2012-12-29,fin,Novak Djokovic,Nicolas Almagro,"6-74, 6-3, 6-4",Mubadala World,,,,,,,,,,,,,,,,
2011-01-02,,Novak Djokovic,Andrey Golubev,"4-6, 6-3, 6-1",Perth,,,,,,,,,,,,,,,,
