pointScore,gameScore,setScore,isPointStart,pointStartTime,isPointEnd,pointEndTime,pointNumber,isBreakPoint,shotInRally,side,serverName,serverFarNear,firstServeIn,firstServeZone,firstServeXCoord,firstServeYCoord,secondServeIn,secondServeZone,secondServeXCoord,secondServeYCoord,isAce,shotContactX,shotContactY,shotDirection,shotFhBh,isSlice,isVolley,isOverhead,isApproach,isDropshot,isExcitingPoint,atNetPlayer1,atNetPlayer2,isLob,shotLocationX,shotLocationY,isWinner,isErrorWideR,isErrorWideL,isErrorNet,isErrorLong,clientTeam,Date,Division,Event,lineupPosition,matchDetails,matchVenue,opponentTeam,player1Name,player2Name,player1Hand,player2Hand,Round,Surface,Notes,isLet
40-15,3-3,0-0,NA,1950866,1,1952470,NA,NA,5,Deuce,Player2,Far,NA,,NA,NA,NA,,NA,NA,NA,-115,522,Crosscourt,Forehand,NA,NA,NA,NA,NA,NA,NA,NA,NA,144,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
40-30,3-3,0-0,1,1983472,NA,NA,NA,NA,1,Ad,Player2,Far,1,T,-24,-105,NA,,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
40-30,3-3,0-0,NA,1986320,NA,NA,NA,NA,2,Ad,Player2,Far,NA,,NA,NA,NA,,NA,NA,NA,-45,-494,Down the Line,Forehand,NA,NA,NA,NA,NA,NA,NA,NA,NA,-32,348,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
40-30,3-3,0-0,NA,1987709,NA,NA,NA,NA,3,Deuce,Player2,Far,NA,,NA,NA,NA,,NA,NA,NA,-35,567,Down the Line,Forehand,NA,NA,NA,NA,NA,NA,NA,NA,NA,-37,-287,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
40-30,3-3,0-0,NA,1988943,NA,NA,NA,NA,4,Ad,Player2,Far,NA,,NA,NA,NA,,NA,NA,NA,-67,-537,Down the Line,Backhand,NA,NA,NA,NA,NA,NA,NA,NA,NA,-96,372,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
40-30,3-3,0-0,NA,1990395,NA,NA,NA,NA,5,Deuce,Player2,Far,NA,,NA,NA,NA,,NA,NA,NA,-83,543,Crosscourt,Forehand,NA,NA,NA,NA,NA,NA,NA,NA,NA,88,-276,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
40-30,3-3,0-0,NA,1991768,1,1994443,NA,NA,6,Deuce,Player2,Far,NA,,NA,NA,NA,,NA,NA,NA,270,-470,Down the Line,Forehand,NA,NA,NA,NA,NA,NA,NA,NA,NA,91,585,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
0-0,3-4,0-0,1,2089367,NA,NA,NA,NA,1,Deuce,Player1,Far,1,Wide,121,-124,NA,,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
0-0,3-4,0-0,NA,2091387,NA,NA,NA,NA,2,Deuce,Player1,Far,NA,,NA,NA,NA,,NA,NA,NA,241,-486,Crosscourt,Forehand,NA,NA,NA,NA,NA,NA,NA,NA,NA,-37,345,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
0-0,3-4,0-0,NA,2092629,NA,NA,NA,NA,3,Deuce,Player1,Far,NA,,NA,NA,NA,,NA,NA,NA,-15,533,Down the Line,Forehand,NA,NA,NA,NA,NA,NA,NA,NA,NA,-58,-343,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
0-0,3-4,0-0,NA,2094175,NA,NA,NA,NA,4,Ad,Player1,Far,NA,,NA,NA,NA,,NA,NA,NA,-45,-516,Crosscourt,Backhand,NA,NA,NA,NA,NA,NA,NA,NA,NA,19,361,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
0-0,3-4,0-0,NA,2095677,NA,NA,NA,NA,5,Ad,Player1,Far,NA,,NA,NA,NA,,NA,NA,NA,91,546,Crosscourt,Forehand,NA,NA,NA,NA,NA,NA,NA,NA,NA,-106,-327,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
0-0,3-4,0-0,NA,2096828,NA,NA,NA,NA,6,Ad,Player1,Far,NA,,NA,NA,NA,,NA,NA,NA,-175,-526,Crosscourt,Backhand,NA,NA,NA,NA,NA,NA,NA,NA,NA,62,97,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
0-0,3-4,0-0,NA,2098000,NA,NA,NA,NA,7,Ad,Player1,Far,NA,,NA,NA,NA,,NA,NA,NA,30,338,Down the Line,Forehand,NA,NA,NA,1,NA,NA,NA,NA,NA,65,-300,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
0-0,3-4,0-0,NA,2099353,1,2101388,NA,NA,8,Deuce,Player1,Far,NA,,NA,NA,NA,,NA,NA,NA,121,-542,Crosscourt,Forehand,NA,NA,NA,NA,NA,NA,NA,NA,NA,-130,289,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
0-15,3-4,0-0,1,2131531,NA,NA,NA,NA,1,Ad,Player1,Far,0,T,11,-105,1,Body,-90,-108,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
0-15,3-4,0-0,NA,2144324,1,2146856,NA,NA,2,Ad,Player1,Far,NA,,NA,NA,NA,,NA,NA,NA,-117,-305,Crosscourt,Backhand,NA,NA,NA,NA,NA,NA,NA,NA,NA,105,580,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
15-15,3-4,0-0,1,2167042,NA,NA,NA,NA,1,Deuce,Player1,Far,0,Body,91,-289,1,T,35,-185,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
15-15,3-4,0-0,NA,2178876,NA,NA,NA,NA,2,Deuce,Player1,Far,NA,,NA,NA,NA,,NA,NA,NA,3,-358,Crosscourt,Backhand,NA,NA,NA,NA,NA,NA,NA,NA,NA,-61,153,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
15-15,3-4,0-0,NA,2180287,NA,NA,NA,NA,3,Deuce,Player1,Far,NA,,NA,NA,NA,,NA,NA,NA,-8,351,Crosscourt,Forehand,NA,NA,NA,NA,NA,NA,NA,NA,NA,40,-375,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
15-15,3-4,0-0,NA,2181276,NA,NA,NA,NA,4,Ad,Player1,Far,NA,,NA,NA,NA,,NA,NA,NA,-8,-540,Crosscourt,Forehand,NA,NA,NA,NA,NA,NA,NA,NA,NA,32,396,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
15-15,3-4,0-0,NA,2182394,NA,NA,NA,NA,5,Deuce,Player1,Far,NA,,NA,NA,NA,,NA,NA,NA,-19,549,Crosscourt,Forehand,NA,NA,NA,NA,NA,NA,NA,NA,NA,48,-343,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
15-15,3-4,0-0,NA,2183577,NA,NA,NA,NA,6,Deuce,Player1,Far,NA,,NA,NA,NA,,NA,NA,NA,168,-532,Crosscourt,Forehand,NA,NA,NA,NA,NA,NA,NA,NA,NA,-61,367,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
15-15,3-4,0-0,NA,2184927,NA,NA,NA,NA,7,Ad,Player1,Far,NA,,NA,NA,NA,,NA,NA,NA,45,546,Crosscourt,Forehand,NA,NA,NA,NA,NA,NA,NA,NA,NA,-93,-314,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
15-15,3-4,0-0,NA,2186318,NA,NA,NA,NA,8,Ad,Player1,Far,NA,,NA,NA,NA,,NA,NA,NA,-104,-276,Crosscourt,Backhand,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,369,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
15-15,3-4,0-0,NA,2187459,NA,NA,NA,NA,9,Ad,Player1,Far,NA,,NA,NA,NA,,NA,NA,NA,80,575,Down the Line,Forehand,NA,NA,NA,NA,NA,NA,NA,NA,NA,40,-143,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
15-15,3-4,0-0,NA,2188694,NA,NA,NA,NA,10,Deuce,Player1,Far,NA,,NA,NA,NA,,NA,NA,NA,27,-388,Crosscourt,Forehand,NA,NA,NA,NA,NA,NA,NA,NA,NA,-123,391,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
15-15,3-4,0-0,NA,2189791,1,2191155,NA,NA,11,Deuce,Player1,Far,NA,,NA,NA,NA,,NA,NA,NA,-99,567,Crosscourt,Forehand,NA,NA,NA,NA,NA,NA,NA,NA,NA,13,4,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
15-30,3-4,0-0,1,2227179,NA,NA,NA,NA,1,Ad,Player1,Far,1,T,-19,-129,NA,,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
15-30,3-4,0-0,NA,2229384,NA,NA,NA,NA,2,Deuce,Player1,Far,NA,,NA,NA,NA,,NA,NA,NA,91,-532,Down the Line,Forehand,NA,NA,NA,NA,NA,NA,NA,NA,NA,19,140,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
15-30,3-4,0-0,NA,2230461,NA,NA,NA,NA,3,Ad,Player1,Far,NA,,NA,NA,NA,,NA,NA,NA,67,362,Crosscourt,Forehand,NA,NA,NA,NA,NA,NA,NA,NA,NA,-48,-327,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
15-30,3-4,0-0,NA,2231922,NA,NA,NA,NA,4,Ad,Player1,Far,NA,,NA,NA,NA,,NA,NA,NA,-88,-529,Down the Line,Backhand,NA,NA,NA,NA,NA,NA,NA,NA,NA,-101,393,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
15-30,3-4,0-0,NA,2233819,NA,NA,NA,NA,5,Deuce,Player1,Far,NA,,NA,NA,NA,,NA,NA,NA,-8,546,Down the Line,Forehand,NA,NA,NA,NA,NA,NA,NA,NA,NA,-43,-180,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
15-30,3-4,0-0,NA,2234699,NA,NA,NA,NA,6,Ad,Player1,Far,NA,,NA,NA,NA,,NA,NA,NA,-24,-382,Crosscourt,Forehand,NA,NA,NA,NA,NA,NA,NA,NA,NA,101,383,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
15-30,3-4,0-0,NA,2235675,NA,NA,NA,NA,7,Ad,Player1,Far,NA,,NA,NA,NA,,NA,NA,NA,155,503,Crosscourt,Backhand,NA,NA,NA,NA,NA,NA,NA,NA,NA,-29,-322,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
15-30,3-4,0-0,NA,2237092,NA,NA,NA,NA,8,Ad,Player1,Far,NA,,NA,NA,NA,,NA,NA,NA,-64,-540,Down the Line,Forehand,NA,NA,NA,NA,NA,NA,NA,NA,NA,-117,380,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
15-30,3-4,0-0,NA,2238391,NA,NA,NA,NA,9,Deuce,Player1,Far,NA,,NA,NA,NA,,NA,NA,NA,-59,511,Down the Line,Forehand,NA,NA,NA,NA,NA,NA,NA,NA,NA,-19,-154,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
15-30,3-4,0-0,NA,2239634,NA,NA,NA,NA,10,Deuce,Player1,Far,NA,,NA,NA,NA,,NA,NA,NA,64,-388,Crosscourt,Forehand,NA,NA,NA,NA,NA,NA,NA,NA,NA,-59,364,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
15-30,3-4,0-0,NA,2240734,NA,NA,NA,NA,11,Deuce,Player1,Far,NA,,NA,NA,NA,,NA,NA,NA,-101,546,Down the Line,Forehand,NA,NA,NA,NA,NA,NA,NA,NA,NA,-21,-167,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
15-30,3-4,0-0,NA,2242402,1,2243569,NA,NA,12,Ad,Player1,Far,NA,,NA,NA,NA,,NA,NA,NA,-8,-361,Crosscourt,Forehand,NA,NA,NA,NA,NA,NA,NA,NA,NA,192,103,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
30-30,3-4,0-0,1,2271011,NA,NA,NA,NA,1,Deuce,Player1,Far,1,Wide,123,-92,NA,,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
30-30,3-4,0-0,NA,2273338,NA,NA,NA,NA,2,Deuce,Player1,Far,NA,,NA,NA,NA,,NA,NA,NA,259,-414,Down the Line,Forehand,NA,NA,NA,NA,NA,NA,NA,NA,NA,112,396,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
30-30,3-4,0-0,NA,2274783,NA,NA,NA,NA,3,Ad,Player1,Far,NA,,NA,NA,NA,,NA,NA,NA,77,583,Down the Line,Backhand,NA,NA,NA,NA,NA,NA,NA,NA,NA,45,-276,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
30-30,3-4,0-0,NA,2276411,NA,NA,NA,NA,4,Deuce,Player1,Far,NA,,NA,NA,NA,,NA,NA,NA,43,-550,Crosscourt,Forehand,NA,NA,NA,NA,NA,NA,NA,NA,NA,-45,385,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
30-30,3-4,0-0,NA,2277516,NA,NA,NA,NA,5,Deuce,Player1,Far,NA,,NA,NA,NA,,NA,NA,NA,-72,559,Crosscourt,Forehand,NA,NA,NA,NA,NA,NA,NA,NA,NA,91,-308,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
30-30,3-4,0-0,NA,2279061,NA,NA,NA,NA,6,Deuce,Player1,Far,NA,,NA,NA,NA,,NA,NA,NA,109,-329,Crosscourt,Forehand,NA,NA,NA,NA,NA,NA,NA,NA,NA,-43,215,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
30-30,3-4,0-0,NA,2280362,NA,NA,NA,NA,7,Deuce,Player1,Far,NA,,NA,NA,NA,,NA,NA,NA,-91,551,Down the Line,Forehand,NA,NA,NA,NA,NA,NA,NA,NA,NA,-21,-271,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
30-30,3-4,0-0,NA,2281550,NA,NA,NA,NA,8,Deuce,Player1,Far,NA,,NA,NA,NA,,NA,NA,NA,37,-545,Crosscourt,Backhand,NA,NA,NA,1,NA,NA,NA,NA,NA,-120,380,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
30-30,3-4,0-0,NA,2282585,NA,NA,NA,NA,9,Deuce,Player1,Far,NA,,NA,NA,NA,,NA,NA,NA,-163,567,Down the Line,Forehand,NA,NA,NA,NA,NA,NA,NA,NA,NA,-35,-116,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
30-30,3-4,0-0,NA,2284748,1,2284758,NA,NA,10,Ad,Player1,Far,NA,,NA,NA,NA,,NA,NA,NA,-53,-65,Crosscourt,Forehand,NA,NA,NA,NA,NA,NA,NA,NA,NA,99,345,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
30-40,3-4,0-0,1,2309996,NA,NA,NA,1,1,Ad,Player1,Far,0,Wide,-187,-54,1,Body,-77,-121,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
30-40,3-4,0-0,NA,2320954,NA,NA,NA,NA,2,Ad,Player1,Far,NA,,NA,NA,NA,,NA,NA,NA,-53,-310,Crosscourt,Backhand,NA,NA,NA,NA,NA,NA,NA,NA,NA,32,353,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
30-40,3-4,0-0,NA,2322305,NA,NA,NA,NA,3,Ad,Player1,Far,NA,,NA,NA,NA,,NA,NA,NA,51,527,Crosscourt,Backhand,NA,NA,NA,NA,NA,NA,NA,NA,NA,-80,-183,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
30-40,3-4,0-0,NA,2323322,NA,NA,NA,NA,4,Ad,Player1,Far,NA,,NA,NA,NA,,NA,NA,NA,-8,-324,Down the Line,Backhand,1,NA,NA,NA,NA,NA,NA,NA,NA,-59,372,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
30-40,3-4,0-0,NA,2325130,NA,NA,NA,NA,5,Ad,Player1,Far,NA,,NA,NA,NA,,NA,NA,NA,13,567,Crosscourt,Forehand,NA,NA,NA,NA,NA,NA,NA,NA,NA,-104,-282,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
30-40,3-4,0-0,NA,2326260,NA,NA,NA,NA,6,Ad,Player1,Far,NA,,NA,NA,NA,,NA,NA,NA,-206,-566,Crosscourt,Backhand,NA,NA,NA,NA,NA,NA,NA,NA,NA,85,364,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
30-40,3-4,0-0,NA,2327863,NA,NA,NA,NA,7,Ad,Player1,Far,NA,,NA,NA,NA,,NA,NA,NA,168,530,Crosscourt,Backhand,NA,NA,NA,NA,NA,NA,NA,NA,NA,-40,-311,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
30-40,3-4,0-0,NA,2329173,NA,NA,NA,NA,8,Ad,Player1,Far,NA,,NA,NA,NA,,NA,NA,NA,-93,-326,Down the Line,Backhand,NA,NA,NA,NA,NA,NA,NA,NA,NA,-53,356,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
30-40,3-4,0-0,NA,2330180,NA,NA,NA,NA,9,Ad,Player1,Far,NA,,NA,NA,NA,,NA,NA,NA,37,543,Down the Line,Forehand,NA,NA,NA,NA,NA,NA,NA,NA,NA,67,-287,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
30-40,3-4,0-0,NA,2331420,NA,NA,NA,NA,10,Deuce,Player1,Far,NA,,NA,NA,NA,,NA,NA,NA,80,-316,Crosscourt,Forehand,NA,NA,NA,NA,NA,NA,NA,NA,NA,-5,359,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
30-40,3-4,0-0,NA,2332537,NA,NA,NA,NA,11,Deuce,Player1,Far,NA,,NA,NA,NA,,NA,NA,NA,-19,522,Down the Line,Forehand,NA,NA,NA,NA,NA,NA,NA,NA,NA,-96,-284,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
30-40,3-4,0-0,NA,2333576,NA,NA,NA,NA,12,Ad,Player1,Far,NA,,NA,NA,NA,,NA,NA,NA,-107,-516,Crosscourt,Backhand,NA,NA,NA,NA,NA,NA,NA,NA,NA,72,415,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
30-40,3-4,0-0,NA,2335317,NA,NA,NA,NA,13,Ad,Player1,Far,NA,,NA,NA,NA,,NA,NA,NA,136,533,Crosscourt,Backhand,NA,NA,NA,NA,NA,NA,NA,NA,NA,-24,-300,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
30-40,3-4,0-0,NA,2336632,NA,NA,NA,NA,14,Deuce,Player1,Far,NA,,NA,NA,NA,,NA,NA,NA,13,-510,Crosscourt,Forehand,NA,NA,NA,NA,NA,NA,NA,NA,NA,-75,308,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
30-40,3-4,0-0,NA,2337752,NA,NA,NA,NA,15,Deuce,Player1,Far,NA,,NA,NA,NA,,NA,NA,NA,-77,511,Crosscourt,Forehand,NA,NA,NA,NA,NA,NA,NA,NA,NA,83,-295,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
30-40,3-4,0-0,NA,2339018,NA,NA,NA,NA,16,Deuce,Player1,Far,NA,,NA,NA,NA,,NA,NA,NA,93,-366,Crosscourt,Forehand,NA,NA,NA,NA,NA,NA,NA,NA,NA,-144,228,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
30-40,3-4,0-0,NA,2340317,NA,NA,NA,NA,17,Deuce,Player1,Far,NA,,NA,NA,NA,,NA,NA,NA,-158,573,Crosscourt,Forehand,NA,NA,NA,NA,NA,NA,NA,NA,NA,101,-271,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
30-40,3-4,0-0,NA,2341418,1,2342729,NA,NA,18,Deuce,Player1,Far,NA,,NA,NA,NA,,NA,NA,NA,197,-502,Down the Line,Forehand,NA,NA,NA,NA,NA,NA,NA,NA,NA,69,-71,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
40-40,3-4,0-0,1,2383475,NA,NA,NA,1,1,Ad,Player1,Far,1,T,-27,-129,NA,,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
40-40,3-4,0-0,NA,2385952,NA,NA,NA,NA,2,Ad,Player1,Far,NA,,NA,NA,NA,,NA,NA,NA,-53,-465,Crosscourt,Forehand,NA,NA,NA,NA,NA,NA,NA,NA,NA,21,356,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
40-40,3-4,0-0,NA,2387522,NA,NA,NA,NA,3,Ad,Player1,Far,NA,,NA,NA,NA,,NA,NA,NA,75,554,Crosscourt,Forehand,NA,NA,NA,NA,NA,NA,NA,NA,NA,-109,-114,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
40-40,3-4,0-0,NA,2388446,1,2389815,NA,NA,4,Ad,Player1,Far,NA,,NA,NA,NA,,NA,NA,NA,-176,-268,Down the Line,Backhand,NA,NA,NA,NA,NA,NA,NA,NA,NA,-112,-2,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
0-0,4-4,0-0,1,2417455,NA,NA,NA,NA,1,Deuce,Player2,Near,0,Wide,-171,244,1,Body,-77,188,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
0-0,4-4,0-0,NA,2439958,1,2441624,NA,NA,2,Deuce,Player2,Near,NA,,NA,NA,NA,,NA,NA,NA,-99,511,Crosscourt,Forehand,NA,NA,NA,NA,NA,NA,NA,NA,NA,182,-318,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
15-0,4-4,0-0,1,2460056,NA,NA,NA,NA,1,Ad,Player2,Near,1,T,37,186,NA,,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
15-0,4-4,0-0,NA,2462882,NA,NA,NA,NA,2,Ad,Player2,Near,NA,,NA,NA,NA,,NA,NA,NA,37,578,Crosscourt,Forehand,NA,NA,NA,NA,NA,NA,NA,NA,NA,-13,-314,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
15-0,4-4,0-0,NA,2464292,NA,NA,NA,NA,3,Ad,Player2,Near,NA,,NA,NA,NA,,NA,NA,NA,-5,-521,Down the Line,Forehand,NA,NA,NA,NA,NA,NA,NA,NA,NA,-51,209,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
