pointScore,gameScore,setScore,isPointStart,pointStartTime,isPointEnd,pointEndTime,pointNumber,isBreakPoint,shotInRally,side,serverName,serverFarNear,firstServeIn,firstServeZone,firstServeXCoord,firstServeYCoord,secondServeIn,secondServeZone,secondServeXCoord,secondServeYCoord,isAce,shotContactX,shotContactY,shotDirection,shotFhBh,isSlice,isVolley,isOverhead,isApproach,isDropshot,isExcitingPoint,atNetPlayer1,atNetPlayer2,isLob,shotLocationX,shotLocationY,isWinner,isErrorWideR,isErrorWideL,isErrorNet,isErrorLong,clientTeam,Date,Division,Event,lineupPosition,matchDetails,matchVenue,opponentTeam,player1Name,player2Name,player1Hand,player2Hand,Round,Surface,Notes,isLet
30-40,0-1,0-1,NA,3882170,NA,NA,NA,NA,7,Ad,Player1,Near,NA,,NA,NA,NA,,NA,NA,NA,-22,-83,Down the Line,Backhand,NA,1,NA,NA,1,NA,1,NA,NA,-113,209,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
30-40,0-1,0-1,NA,3883692,1,3891414,NA,NA,8,Deuce,Player1,Near,NA,,NA,NA,NA,,NA,NA,NA,-177,296,Crosscourt,Forehand,NA,NA,NA,NA,NA,NA,1,NA,NA,175,-241,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
40-40,0-1,0-1,1,3913498,NA,NA,NA,1,1,Ad,Player1,Near,1,T,42,219,NA,,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
40-40,0-1,0-1,NA,3916040,NA,NA,NA,NA,2,Ad,Player1,Near,NA,,NA,NA,NA,,NA,NA,NA,2,482,Down the Line,Forehand,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,-254,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
40-40,0-1,0-1,NA,3917116,1,3917126,NA,NA,3,Deuce,Player1,Near,NA,,NA,NA,NA,,NA,NA,NA,18,-424,Down the Line,Forehand,NA,NA,NA,NA,NA,NA,NA,NA,NA,26,-4,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
0-0,0-2,0-1,1,3950951,NA,NA,NA,NA,1,Deuce,Player2,Far,1,T,39,-189,NA,,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
0-0,0-2,0-1,NA,3953617,NA,NA,NA,NA,2,Deuce,Player2,Far,NA,,NA,NA,NA,,NA,NA,NA,95,-501,Crosscourt,Backhand,NA,NA,NA,NA,NA,NA,NA,NA,NA,-36,441,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
0-0,0-2,0-1,NA,3955187,NA,NA,NA,NA,3,Deuce,Player2,Far,NA,,NA,NA,NA,,NA,NA,NA,-70,509,Down the Line,Forehand,NA,NA,NA,NA,NA,NA,NA,NA,NA,-38,-268,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
0-0,0-2,0-1,NA,3956419,NA,NA,NA,NA,4,Ad,Player2,Far,NA,,NA,NA,NA,,NA,NA,NA,-22,-466,Down the Line,Backhand,NA,NA,NA,NA,NA,NA,NA,NA,NA,-25,276,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
0-0,0-2,0-1,NA,3957624,NA,NA,NA,NA,5,Deuce,Player2,Far,NA,,NA,NA,NA,,NA,NA,NA,-44,480,Down the Line,Forehand,NA,NA,NA,NA,NA,NA,NA,NA,NA,-145,-262,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
0-0,0-2,0-1,NA,3959028,NA,NA,NA,NA,6,Ad,Player2,Far,NA,,NA,NA,NA,,NA,NA,NA,-193,-509,Crosscourt,Backhand,NA,NA,NA,NA,NA,NA,NA,NA,NA,92,183,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
0-0,0-2,0-1,NA,3960406,1,3970329,NA,NA,7,Ad,Player2,Far,NA,,NA,NA,NA,,NA,NA,NA,220,352,Down the Line,Backhand,NA,NA,NA,NA,NA,NA,NA,NA,NA,138,-326,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
15-0,0-2,0-1,1,3981926,1,4002394,NA,NA,1,Ad,Player2,Far,0,T,-49,1,0,Body,-76,-258,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
15-15,0-2,0-1,1,4018302,NA,NA,NA,NA,1,Deuce,Player2,Far,1,Wide,111,-210,NA,,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
15-15,0-2,0-1,NA,4025638,1,4038394,NA,NA,2,Deuce,Player2,Far,NA,,NA,NA,NA,,NA,NA,NA,255,-477,Down the Line,Forehand,NA,NA,NA,NA,NA,NA,NA,NA,NA,47,-6,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
30-15,0-2,0-1,1,4046642,NA,NA,NA,NA,1,Ad,Player2,Far,1,T,-49,-231,NA,,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
30-15,0-2,0-1,NA,4048854,1,4053734,NA,NA,2,Ad,Player2,Far,NA,,NA,NA,NA,,NA,NA,NA,-36,-514,Crosscourt,Forehand,NA,NA,NA,NA,NA,NA,NA,NA,NA,50,473,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
40-15,0-2,0-1,1,4065536,NA,NA,NA,NA,1,Deuce,Player2,Far,0,T,2,-253,1,Body,84,-119,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
40-15,0-2,0-1,NA,4076079,NA,NA,NA,NA,2,Deuce,Player2,Far,NA,,NA,NA,NA,,NA,NA,NA,170,-434,Down the Line,Forehand,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,436,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
40-15,0-2,0-1,NA,4077592,NA,NA,NA,NA,3,Deuce,Player2,Far,NA,,NA,NA,NA,,NA,NA,NA,-33,501,Down the Line,Forehand,NA,NA,NA,NA,NA,NA,NA,NA,NA,-28,-331,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
40-15,0-2,0-1,NA,4078819,1,4080905,NA,NA,4,Ad,Player2,Far,NA,,NA,NA,NA,,NA,NA,NA,-28,-477,Down the Line,Forehand,NA,NA,NA,NA,NA,NA,NA,NA,NA,-129,231,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
40-30,0-2,0-1,1,4112483,NA,NA,NA,NA,1,Ad,Player2,Far,0,Body,-52,-266,1,Wide,-129,-165,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
40-30,0-2,0-1,NA,4123716,NA,NA,NA,NA,2,Ad,Player2,Far,NA,,NA,NA,NA,,NA,NA,NA,-206,-333,Crosscourt,Backhand,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,289,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
40-30,0-2,0-1,NA,4125062,NA,NA,NA,NA,3,Ad,Player2,Far,NA,,NA,NA,NA,,NA,NA,NA,87,485,Down the Line,Backhand,NA,NA,NA,NA,NA,NA,NA,NA,NA,98,-435,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
40-30,0-2,0-1,NA,4126131,NA,NA,NA,NA,4,Deuce,Player2,Far,NA,,NA,NA,NA,,NA,NA,NA,132,-568,Down the Line,Forehand,NA,NA,NA,NA,NA,NA,NA,NA,NA,132,233,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
40-30,0-2,0-1,NA,4127758,NA,NA,NA,NA,5,Ad,Player2,Far,NA,,NA,NA,NA,,NA,NA,NA,135,418,Crosscourt,Backhand,NA,NA,NA,NA,NA,NA,NA,NA,NA,-22,-262,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
40-30,0-2,0-1,NA,4128914,1,4133047,NA,NA,6,Ad,Player2,Far,NA,,NA,NA,NA,,NA,NA,NA,-158,-536,Down the Line,Backhand,NA,NA,NA,NA,NA,NA,NA,NA,NA,-68,-12,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
0-0,0-3,0-1,1,4231455,NA,NA,NA,NA,1,Deuce,Player1,Far,1,Body,75,-136,NA,,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
0-0,0-3,0-1,NA,4233682,1,4243605,NA,NA,2,Deuce,Player1,Far,NA,,NA,NA,NA,,NA,NA,NA,145,-389,Down the Line,Forehand,NA,NA,NA,NA,NA,NA,NA,NA,NA,22,488,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
15-0,0-3,0-1,1,4253561,NA,NA,NA,NA,1,Ad,Player1,Far,0,T,-31,-261,1,Wide,-111,-221,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
15-0,0-3,0-1,NA,4264550,NA,NA,NA,NA,2,Ad,Player1,Far,NA,,NA,NA,NA,,NA,NA,NA,-194,-365,Down the Line,Backhand,NA,NA,NA,NA,NA,NA,NA,NA,NA,-68,285,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
15-0,0-3,0-1,NA,4265782,NA,NA,NA,NA,3,Deuce,Player1,Far,NA,,NA,NA,NA,,NA,NA,NA,-34,541,Crosscourt,Forehand,NA,NA,NA,NA,NA,NA,NA,NA,NA,115,-232,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
15-0,0-3,0-1,NA,4267011,NA,NA,NA,NA,4,Deuce,Player1,Far,NA,,NA,NA,NA,,NA,NA,NA,211,-525,Down the Line,Forehand,NA,NA,NA,NA,NA,NA,NA,NA,1,51,386,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
15-0,0-3,0-1,NA,4271223,NA,NA,NA,NA,5,Ad,Player1,Far,NA,,NA,NA,NA,,NA,NA,NA,11,602,Down the Line,Forehand,NA,NA,NA,NA,NA,NA,NA,NA,NA,62,-352,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
15-0,0-3,0-1,NA,4272273,NA,NA,NA,NA,6,Deuce,Player1,Far,NA,,NA,NA,NA,,NA,NA,NA,118,-493,Crosscourt,Forehand,NA,NA,NA,NA,NA,NA,NA,NA,NA,-18,421,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
15-0,0-3,0-1,NA,4273538,NA,NA,NA,NA,7,Deuce,Player1,Far,NA,,NA,NA,NA,,NA,NA,NA,-50,573,Down the Line,Forehand,NA,NA,NA,NA,NA,NA,NA,NA,NA,-52,-264,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
15-0,0-3,0-1,NA,4274862,1,4278757,NA,NA,8,Ad,Player1,Far,NA,,NA,NA,NA,,NA,NA,NA,-68,-480,Down the Line,Backhand,NA,NA,NA,NA,NA,NA,NA,NA,NA,-13,474,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
30-0,0-3,0-1,1,4309563,NA,NA,NA,NA,1,Deuce,Player1,Far,0,T,-2,0,1,Body,54,-160,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
30-0,0-3,0-1,NA,4322119,NA,NA,NA,NA,2,Deuce,Player1,Far,NA,,NA,NA,NA,,NA,NA,NA,83,-421,Crosscourt,Backhand,NA,NA,NA,NA,NA,NA,NA,NA,NA,-130,266,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
30-0,0-3,0-1,NA,4323488,NA,NA,NA,NA,3,Deuce,Player1,Far,NA,,NA,NA,NA,,NA,NA,NA,-188,450,Crosscourt,Forehand,NA,NA,NA,NA,NA,NA,NA,NA,NA,113,-218,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
30-0,0-3,0-1,NA,4324884,NA,NA,NA,NA,4,Deuce,Player1,Far,NA,,NA,NA,NA,,NA,NA,NA,267,-458,Crosscourt,Forehand,NA,NA,NA,NA,NA,NA,NA,NA,NA,-71,250,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
30-0,0-3,0-1,NA,4326416,NA,NA,NA,NA,5,Deuce,Player1,Far,NA,,NA,NA,NA,,NA,NA,NA,-188,466,Down the Line,Forehand,NA,NA,NA,NA,NA,NA,NA,NA,NA,-116,-210,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
30-0,0-3,0-1,NA,4327774,NA,NA,NA,NA,6,Ad,Player1,Far,NA,,NA,NA,NA,,NA,NA,NA,-116,-477,Crosscourt,Backhand,NA,NA,NA,NA,NA,NA,NA,NA,NA,19,123,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
30-0,0-3,0-1,NA,4329731,1,4329741,NA,NA,7,Ad,Player1,Far,NA,,NA,NA,NA,,NA,NA,NA,14,128,Crosscourt,Forehand,NA,1,NA,NA,NA,NA,1,NA,NA,-116,-40,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
40-0,0-3,0-1,1,4364414,NA,NA,NA,NA,1,Ad,Player1,Far,1,Wide,-148,-224,NA,,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
40-0,0-3,0-1,NA,4375732,1,4377923,NA,NA,2,Ad,Player1,Far,NA,,NA,NA,NA,,NA,NA,NA,-292,-522,Down the Line,Backhand,NA,NA,NA,NA,NA,NA,NA,NA,NA,-108,493,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
0-0,1-3,0-1,1,4386892,NA,NA,NA,NA,1,Deuce,Player2,Near,0,Wide,-108,272,1,Body,-76,200,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
0-0,1-3,0-1,NA,4397815,NA,NA,NA,NA,2,Deuce,Player2,Near,NA,,NA,NA,NA,,NA,NA,NA,-140,493,Crosscourt,Forehand,NA,NA,NA,NA,NA,NA,NA,NA,NA,62,-325,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
0-0,1-3,0-1,NA,4399419,NA,NA,NA,NA,3,Deuce,Player2,Near,NA,,NA,NA,NA,,NA,NA,NA,150,-488,Down the Line,Forehand,NA,NA,NA,NA,NA,NA,NA,NA,NA,38,440,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
0-0,1-3,0-1,NA,4401224,NA,NA,NA,NA,4,Ad,Player2,Near,NA,,NA,NA,NA,,NA,NA,NA,25,560,Down the Line,Backhand,NA,NA,NA,NA,NA,NA,NA,NA,NA,22,-293,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
0-0,1-3,0-1,NA,4402529,NA,NA,NA,NA,5,Deuce,Player2,Near,NA,,NA,NA,NA,,NA,NA,NA,41,-493,Crosscourt,Forehand,NA,NA,NA,NA,NA,NA,NA,NA,NA,-100,261,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
0-0,1-3,0-1,NA,4403703,NA,NA,NA,NA,6,Deuce,Player2,Near,NA,,NA,NA,NA,,NA,NA,NA,-183,546,Down the Line,Forehand,NA,NA,NA,NA,NA,NA,NA,NA,NA,-7,-133,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
0-0,1-3,0-1,NA,4404809,NA,NA,NA,NA,7,Deuce,Player2,Near,NA,,NA,NA,NA,,NA,NA,NA,59,-389,Down the Line,Forehand,NA,NA,NA,1,NA,NA,NA,NA,NA,65,421,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
0-0,1-3,0-1,NA,4406399,NA,NA,NA,NA,8,Ad,Player2,Near,NA,,NA,NA,NA,,NA,NA,NA,62,554,Down the Line,Backhand,NA,NA,NA,NA,NA,NA,NA,1,NA,14,-80,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
0-0,1-3,0-1,NA,4407808,1,4407852,NA,NA,9,Deuce,Player2,Near,NA,,NA,NA,NA,,NA,NA,NA,14,-88,Crosscourt,Forehand,NA,1,NA,NA,NA,NA,NA,NA,NA,-130,352,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
15-0,1-3,0-1,1,4435278,NA,NA,NA,NA,1,Ad,Player2,Near,1,Wide,148,230,NA,,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
15-0,1-3,0-1,NA,4435279,NA,NA,NA,NA,2,Ad,Player2,Near,NA,,NA,NA,NA,,NA,NA,NA,191,512,Down the Line,Backhand,NA,NA,NA,NA,NA,NA,NA,NA,1,84,-105,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
15-0,1-3,0-1,NA,4436767,NA,NA,NA,NA,3,Deuce,Player2,Near,NA,,NA,NA,NA,,NA,NA,NA,87,-104,Down the Line,Forehand,NA,1,NA,NA,NA,NA,NA,1,NA,116,271,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
15-0,1-3,0-1,NA,4437207,NA,NA,NA,NA,4,Ad,Player2,Near,NA,,NA,NA,NA,,NA,NA,NA,127,522,Crosscourt,Backhand,NA,NA,NA,NA,NA,NA,NA,1,1,-17,-222,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
15-0,1-3,0-1,NA,4439708,1,4441723,NA,NA,5,Ad,Player2,Near,NA,,NA,NA,NA,,NA,NA,NA,-20,-224,Down the Line,Forehand,NA,1,1,NA,NA,NA,NA,NA,NA,-62,217,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
30-0,1-3,0-1,1,4460556,NA,NA,NA,NA,1,Deuce,Player2,Near,0,Body,-89,262,1,T,-14,195,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
30-0,1-3,0-1,NA,4471148,NA,NA,NA,NA,2,Deuce,Player2,Near,NA,,NA,NA,NA,,NA,NA,NA,-60,466,Crosscourt,Backhand,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,-419,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
30-0,1-3,0-1,NA,4472744,NA,NA,NA,NA,3,Deuce,Player2,Near,NA,,NA,NA,NA,,NA,NA,NA,42,-536,Crosscourt,Forehand,NA,NA,NA,NA,NA,NA,NA,NA,NA,-78,295,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
30-0,1-3,0-1,NA,4474115,NA,NA,NA,NA,4,Deuce,Player2,Near,NA,,NA,NA,NA,,NA,NA,NA,-140,509,Crosscourt,Forehand,NA,NA,NA,NA,NA,NA,NA,NA,NA,42,-310,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
30-0,1-3,0-1,NA,4475236,NA,NA,NA,NA,5,Deuce,Player2,Near,NA,,NA,NA,NA,,NA,NA,NA,132,-522,Down the Line,Forehand,NA,NA,NA,NA,NA,NA,NA,NA,NA,124,297,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
30-0,1-3,0-1,NA,4476396,NA,NA,NA,NA,6,Ad,Player2,Near,NA,,NA,NA,NA,,NA,NA,NA,95,493,Down the Line,Backhand,1,NA,NA,NA,NA,NA,NA,NA,NA,2,-323,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
30-0,1-3,0-1,NA,4478123,NA,NA,NA,NA,7,Ad,Player2,Near,NA,,NA,NA,NA,,NA,NA,NA,-17,-469,Crosscourt,Forehand,NA,NA,NA,NA,NA,NA,NA,NA,NA,95,220,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
30-0,1-3,0-1,NA,4479499,NA,NA,NA,NA,8,Ad,Player2,Near,NA,,NA,NA,NA,,NA,NA,NA,114,482,Down the Line,Backhand,1,NA,NA,NA,NA,NA,NA,NA,NA,18,-273,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
30-0,1-3,0-1,NA,4481223,NA,NA,NA,NA,9,Deuce,Player2,Near,NA,,NA,NA,NA,,NA,NA,NA,18,-392,Crosscourt,Forehand,NA,NA,NA,NA,NA,NA,NA,NA,NA,-108,353,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
30-0,1-3,0-1,NA,4482406,NA,NA,NA,NA,10,Deuce,Player2,Near,NA,,NA,NA,NA,,NA,NA,NA,-156,501,Crosscourt,Forehand,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,-174,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
30-0,1-3,0-1,NA,4483635,NA,NA,NA,NA,11,Deuce,Player2,Near,NA,,NA,NA,NA,,NA,NA,NA,90,-378,Down the Line,Forehand,NA,NA,NA,NA,NA,NA,NA,NA,NA,111,337,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
30-0,1-3,0-1,NA,4484866,NA,NA,NA,NA,12,Ad,Player2,Near,NA,,NA,NA,NA,,NA,NA,NA,124,514,Crosscourt,Backhand,NA,NA,NA,NA,NA,NA,NA,1,NA,-76,-121,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
30-0,1-3,0-1,NA,4486258,NA,NA,NA,NA,13,Ad,Player2,Near,NA,,NA,NA,NA,,NA,NA,NA,-65,-117,Down the Line,Backhand,NA,1,NA,NA,NA,NA,NA,1,NA,-97,412,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
30-0,1-3,0-1,NA,4487443,NA,NA,NA,NA,14,Deuce,Player2,Near,NA,,NA,NA,NA,,NA,NA,NA,-126,496,Crosscourt,Forehand,NA,NA,NA,NA,NA,NA,NA,1,NA,52,-33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
30-0,1-3,0-1,NA,4488456,1,4502530,NA,NA,15,Deuce,Player2,Near,NA,,NA,NA,NA,,NA,NA,NA,34,-45,Down the Line,Forehand,NA,1,NA,NA,1,1,NA,NA,NA,71,124,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
40-0,1-3,0-1,1,4521708,NA,NA,NA,NA,1,Ad,Player2,Near,1,T,23,190,NA,,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
40-0,1-3,0-1,NA,4524322,NA,NA,NA,NA,2,Deuce,Player2,Near,NA,,NA,NA,NA,,NA,NA,NA,-1,496,Down the Line,Forehand,NA,NA,NA,NA,NA,NA,NA,NA,NA,-12,-313,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
