pointScore,gameScore,setScore,isPointStart,pointStartTime,isPointEnd,pointEndTime,pointNumber,isBreakPoint,shotInRally,side,serverName,serverFarNear,firstServeIn,firstServeZone,firstServeXCoord,firstServeYCoord,secondServeIn,secondServeZone,secondServeXCoord,secondServeYCoord,isAce,shotContactX,shotContactY,shotDirection,shotFhBh,isSlice,isVolley,isOverhead,isApproach,isDropshot,isExcitingPoint,atNetPlayer1,atNetPlayer2,isLob,shotLocationX,shotLocationY,isWinner,isErrorWideR,isErrorWideL,isErrorNet,isErrorLong,clientTeam,Date,Division,Event,lineupPosition,matchDetails,matchVenue,opponentTeam,player1Name,player2Name,player1Hand,player2Hand,Round,Surface,Notes,tiebreakScore,returnerName,shotHitBy,isInsideOut,isInsideIn,isDoubleFault,pointWonBy,lastShotError,serveResult,serveInPlacement,depth
0-15,3-1,0-1,,4993927.0,,,110,,20,Ad,Rudy Quan,Far,,,,,,,,,,-166.0,-515.0,Down the Line,Forehand,,,,,,,,,,-94.0,424.0,,,,,,UCLA,5/31/24,,Little Rock Challenger,,,,,Rudy Quan,Yuta Shimizu,Right,Left,Quarter-final,Hard,,,Yuta Shimizu,Yuta Shimizu,,,,,0,,,Deep
0-15,3-1,0-1,,4995265.0,1.0,,110,,21,Deuce,Rudy Quan,Far,,,,,,,,,,-41.0,496.0,Crosscourt,Forehand,,,,,,,,,,168.0,-483.0,,,1.0,,1.0,UCLA,5/31/24,,Little Rock Challenger,,,,,Rudy Quan,Yuta Shimizu,Right,Left,Quarter-final,Hard,,,Yuta Shimizu,Rudy Quan,,,,Yuta Shimizu,1,,,
0-30,3-1,0-1,1.0,4998260.0,,,111,,1,Deuce,Rudy Quan,Far,1.0,T,47.0,-235.0,,,,,,,,,,,,,,,,,,,,,,,,,,UCLA,5/31/24,,Little Rock Challenger,,,,,Rudy Quan,Yuta Shimizu,Right,Left,Quarter-final,Hard,,,Yuta Shimizu,Rudy Quan,,,,,0,1st Serve In,T,
0-30,3-1,0-1,,5027807.0,,,111,,2,Deuce,Rudy Quan,Far,,,,,,,,,,109.0,-467.0,Down the Line,Forehand,1.0,,,,,,,,,64.0,453.0,,,,,,UCLA,5/31/24,,Little Rock Challenger,,,,,Rudy Quan,Yuta Shimizu,Right,Left,Quarter-final,Hard,,,Yuta Shimizu,Yuta Shimizu,,1,,,0,,,Deep
0-30,3-1,0-1,,5029626.0,,,111,,3,Ad,Rudy Quan,Far,,,,,,,,,,37.0,480.0,Down the Line,Backhand,,,,,,,,,,61.0,-275.0,,,,,,UCLA,5/31/24,,Little Rock Challenger,,,,,Rudy Quan,Yuta Shimizu,Right,Left,Quarter-final,Hard,,,Yuta Shimizu,Rudy Quan,,,,,0,,,Short
0-30,3-1,0-1,,5030744.0,,,111,,4,Deuce,Rudy Quan,Far,,,,,,,,,,31.0,-475.0,Down the Line,Backhand,,,,,,,,,,53.0,453.0,,,,,,UCLA,5/31/24,,Little Rock Challenger,,,,,Rudy Quan,Yuta Shimizu,Right,Left,Quarter-final,Hard,,,Yuta Shimizu,Yuta Shimizu,,,,,0,,,Deep
0-30,3-1,0-1,,5032254.0,,,111,,5,Ad,Rudy Quan,Far,,,,,,,,,,42.0,488.0,Down the Line,Backhand,,,,,,,,,,136.0,-315.0,,,,,,UCLA,5/31/24,,Little Rock Challenger,,,,,Rudy Quan,Yuta Shimizu,Right,Left,Quarter-final,Hard,,,Yuta Shimizu,Rudy Quan,,,,,0,,,Short
0-30,3-1,0-1,,5033334.0,,,111,,6,Deuce,Rudy Quan,Far,,,,,,,,,,138.0,-526.0,Down the Line,Backhand,,,,,,,,,,115.0,397.0,,,,,,UCLA,5/31/24,,Little Rock Challenger,,,,,Rudy Quan,Yuta Shimizu,Right,Left,Quarter-final,Hard,,,Yuta Shimizu,Yuta Shimizu,,,,,0,,,Deep
0-30,3-1,0-1,,5035689.0,,,111,,7,Ad,Rudy Quan,Far,,,,,,,,,,119.0,488.0,Crosscourt,Backhand,,,,,,,,,,-27.0,-299.0,,,,,,UCLA,5/31/24,,Little Rock Challenger,,,,,Rudy Quan,Yuta Shimizu,Right,Left,Quarter-final,Hard,,,Yuta Shimizu,Rudy Quan,,,,,0,,,Short
0-30,3-1,0-1,,5035962.0,,,111,,8,Ad,Rudy Quan,Far,,,,,,,,,,-41.0,-496.0,Down the Line,Forehand,,,,,,,,,,-72.0,379.0,,,,,,UCLA,5/31/24,,Little Rock Challenger,,,,,Rudy Quan,Yuta Shimizu,Right,Left,Quarter-final,Hard,,,Yuta Shimizu,Yuta Shimizu,,,,,0,,,Deep
0-30,3-1,0-1,,5037163.0,,,111,,9,Deuce,Rudy Quan,Far,,,,,,,,,,-43.0,499.0,Crosscourt,Forehand,,,,,,,,,,109.0,-291.0,,,,,,UCLA,5/31/24,,Little Rock Challenger,,,,,Rudy Quan,Yuta Shimizu,Right,Left,Quarter-final,Hard,,,Yuta Shimizu,Rudy Quan,,,,,0,,,Short
0-30,3-1,0-1,,5038444.0,,,111,,10,Deuce,Rudy Quan,Far,,,,,,,,,,162.0,-507.0,Crosscourt,Backhand,,,,,,,,,,-43.0,421.0,,,,,,UCLA,5/31/24,,Little Rock Challenger,,,,,Rudy Quan,Yuta Shimizu,Right,Left,Quarter-final,Hard,,,Yuta Shimizu,Yuta Shimizu,,,,,0,,,Deep
0-30,3-1,0-1,,5039878.0,,,111,,11,Deuce,Rudy Quan,Far,,,,,,,,,,-73.0,480.0,Down the Line,Forehand,,,,,,,,,,-128.0,-257.0,,,,,,UCLA,5/31/24,,Little Rock Challenger,,,,,Rudy Quan,Yuta Shimizu,Right,Left,Quarter-final,Hard,,,Yuta Shimizu,Rudy Quan,,,,,0,,,Short
0-30,3-1,0-1,,5041566.0,,,111,,12,Ad,Rudy Quan,Far,,,,,,,,,,-163.0,-563.0,Crosscourt,Forehand,1.0,,,,,,,,,16.0,371.0,,,,,,UCLA,5/31/24,,Little Rock Challenger,,,,,Rudy Quan,Yuta Shimizu,Right,Left,Quarter-final,Hard,,,Yuta Shimizu,Yuta Shimizu,,,,,0,,,Deep
0-30,3-1,0-1,,5044013.0,1.0,,111,,13,Ad,Rudy Quan,Far,,,,,,,,,,71.0,467.0,Down the Line,Forehand,,,,,,,,,,181.0,-433.0,,,1.0,,,UCLA,5/31/24,,Little Rock Challenger,,,,,Rudy Quan,Yuta Shimizu,Right,Left,Quarter-final,Hard,,,Yuta Shimizu,Rudy Quan,,1,,Yuta Shimizu,1,,,
0-40,3-1,0-1,1.0,5074729.0,,,112,,1,Ad,Rudy Quan,Far,0.0,T,-51.0,2.0,1.0,Wide,-121.0,-160.0,,,,,,,,,,,,,,,,,,,,,,UCLA,5/31/24,,Little Rock Challenger,,,,,Rudy Quan,Yuta Shimizu,Right,Left,Quarter-final,Hard,,,Yuta Shimizu,Rudy Quan,,,,,0,2nd Serve In,Wide,
0-40,3-1,0-1,,5085442.0,,,112,,2,Ad,Rudy Quan,Far,,,,,,,,,,-163.0,-443.0,Down the Line,Forehand,,,,,,,,,,-19.0,368.0,,,,,,UCLA,5/31/24,,Little Rock Challenger,,,,,Rudy Quan,Yuta Shimizu,Right,Left,Quarter-final,Hard,,,Yuta Shimizu,Yuta Shimizu,,,,,0,,,Deep
0-40,3-1,0-1,,5086527.0,,,112,,3,Ad,Rudy Quan,Far,,,,,,,,,,21.0,464.0,Down the Line,Forehand,,,,,,,,,,53.0,-313.0,,,,,,UCLA,5/31/24,,Little Rock Challenger,,,,,Rudy Quan,Yuta Shimizu,Right,Left,Quarter-final,Hard,,,Yuta Shimizu,Rudy Quan,,1,,,0,,,Short
0-40,3-1,0-1,,5087511.0,,,112,,4,Deuce,Rudy Quan,Far,,,,,,,,,,93.0,-483.0,Down the Line,Backhand,,,,,,,,,,42.0,237.0,,,,,,UCLA,5/31/24,,Little Rock Challenger,,,,,Rudy Quan,Yuta Shimizu,Right,Left,Quarter-final,Hard,,,Yuta Shimizu,Yuta Shimizu,,,,,0,,,Short
0-40,3-1,0-1,,5088784.0,,,112,,5,Ad,Rudy Quan,Far,,,,,,,,,,37.0,451.0,Crosscourt,Forehand,,,,,,,,,,-78.0,-275.0,,,,,,UCLA,5/31/24,,Little Rock Challenger,,,,,Rudy Quan,Yuta Shimizu,Right,Left,Quarter-final,Hard,,,Yuta Shimizu,Rudy Quan,1,,,,0,,,Short
0-40,3-1,0-1,,5089734.0,,,112,,6,Ad,Rudy Quan,Far,,,,,,,,,,-129.0,-544.0,Down the Line,Forehand,1.0,,,,,,,,,-150.0,416.0,,,,,,UCLA,5/31/24,,Little Rock Challenger,,,,,Rudy Quan,Yuta Shimizu,Right,Left,Quarter-final,Hard,,,Yuta Shimizu,Yuta Shimizu,,,,,0,,,Deep
0-40,3-1,0-1,,5091873.0,,,112,,7,Deuce,Rudy Quan,Far,,,,,,,,,,-67.0,494.0,Crosscourt,Forehand,,,,,,,,,,53.0,-283.0,,,,,,UCLA,5/31/24,,Little Rock Challenger,,,,,Rudy Quan,Yuta Shimizu,Right,Left,Quarter-final,Hard,,,Yuta Shimizu,Rudy Quan,,,,,0,,,Short
0-40,3-1,0-1,,5093049.0,,,112,,8,Deuce,Rudy Quan,Far,,,,,,,,,,122.0,-502.0,Down the Line,Backhand,,,,,,,,,,120.0,403.0,,,,,,UCLA,5/31/24,,Little Rock Challenger,,,,,Rudy Quan,Yuta Shimizu,Right,Left,Quarter-final,Hard,,,Yuta Shimizu,Yuta Shimizu,,,,,0,,,Deep
0-40,3-1,0-1,,,1.0,,112,,9,Ad,Rudy Quan,Far,,,,,,,,,,111.0,492.0,Crosscourt,Backhand,,,,,,,,,,14.0,0.0,,,,1.0,,UCLA,5/31/24,,Little Rock Challenger,,,,,Rudy Quan,Yuta Shimizu,Right,Left,Quarter-final,Hard,,,Yuta Shimizu,Rudy Quan,,,,Yuta Shimizu,1,,,
0-0,3-2,0-1,1.0,5345276.0,,,113,,1,Deuce,Yuta Shimizu,Far,1.0,T,26.0,-204.0,,,,,,,,,,,,,,,,,,,,,,,,,,UCLA,5/31/24,,Little Rock Challenger,,,,,Rudy Quan,Yuta Shimizu,Right,Left,Quarter-final,Hard,,,Rudy Quan,Yuta Shimizu,,,,,0,1st Serve In,T,
0-0,3-2,0-1,,5346665.0,,,113,,2,Deuce,Yuta Shimizu,Far,,,,,,,,,,71.0,-517.0,Down the Line,Backhand,,,,,,,,,,70.0,131.0,,,,,,UCLA,5/31/24,,Little Rock Challenger,,,,,Rudy Quan,Yuta Shimizu,Right,Left,Quarter-final,Hard,,,Rudy Quan,Rudy Quan,,1,,,0,,,Short
0-0,3-2,0-1,,5348436.0,,,113,,3,Ad,Yuta Shimizu,Far,,,,,,,,,,84.0,437.0,Crosscourt,Forehand,,,,,,,,,,-60.0,-304.0,,,,,,UCLA,5/31/24,,Little Rock Challenger,,,,,Rudy Quan,Yuta Shimizu,Right,Left,Quarter-final,Hard,,,Rudy Quan,Yuta Shimizu,,,,,0,,,Short
0-0,3-2,0-1,,5349377.0,,,113,,4,Ad,Yuta Shimizu,Far,,,,,,,,,,-182.0,-504.0,Crosscourt,Backhand,,,,,,,,,,81.0,336.0,,,,,,UCLA,5/31/24,,Little Rock Challenger,,,,,Rudy Quan,Yuta Shimizu,Right,Left,Quarter-final,Hard,,,Rudy Quan,Rudy Quan,,,,,0,,,Short
0-0,3-2,0-1,,5351245.0,,,113,,5,Ad,Yuta Shimizu,Far,,,,,,,,,,132.0,477.0,Crosscourt,Forehand,,,,,,,,,,-79.0,-224.0,,,,,,UCLA,5/31/24,,Little Rock Challenger,,,,,Rudy Quan,Yuta Shimizu,Right,Left,Quarter-final,Hard,,,Rudy Quan,Yuta Shimizu,,,,,0,,,Short
0-0,3-2,0-1,,5352891.0,,,113,,6,Ad,Yuta Shimizu,Far,,,,,,,,,,-214.0,-504.0,Crosscourt,Backhand,,,,,,,,,,100.0,176.0,,,,,,UCLA,5/31/24,,Little Rock Challenger,,,,,Rudy Quan,Yuta Shimizu,Right,Left,Quarter-final,Hard,,,Rudy Quan,Rudy Quan,,,,,0,,,Short
0-0,3-2,0-1,,5354555.0,,,113,,7,Ad,Yuta Shimizu,Far,,,,,,,,,,220.0,472.0,Crosscourt,Forehand,,,,,,,,,,-44.0,-360.0,,,,,,UCLA,5/31/24,,Little Rock Challenger,,,,,Rudy Quan,Yuta Shimizu,Right,Left,Quarter-final,Hard,,,Rudy Quan,Yuta Shimizu,,,,,0,,,Deep
0-0,3-2,0-1,,5355358.0,,,113,,8,Ad,Yuta Shimizu,Far,,,,,,,,,,-137.0,-498.0,Crosscourt,Backhand,,,,,,,,,,6.0,376.0,,,,,,UCLA,5/31/24,,Little Rock Challenger,,,,,Rudy Quan,Yuta Shimizu,Right,Left,Quarter-final,Hard,,,Rudy Quan,Rudy Quan,,,,,0,,,Deep
0-0,3-2,0-1,,5356991.0,,,113,,9,Ad,Yuta Shimizu,Far,,,,,,,,,,13.0,474.0,Crosscourt,Forehand,,,,,,,,,,-74.0,-288.0,,,,,,UCLA,5/31/24,,Little Rock Challenger,,,,,Rudy Quan,Yuta Shimizu,Right,Left,Quarter-final,Hard,,,Rudy Quan,Yuta Shimizu,,,,,0,,,Short
0-0,3-2,0-1,,5357918.0,,,113,,10,Ad,Yuta Shimizu,Far,,,,,,,,,,-158.0,-488.0,Crosscourt,Backhand,,,,,,,,,,113.0,274.0,,,,,,UCLA,5/31/24,,Little Rock Challenger,,,,,Rudy Quan,Yuta Shimizu,Right,Left,Quarter-final,Hard,,,Rudy Quan,Rudy Quan,,,,,0,,,Short
0-0,3-2,0-1,,5359257.0,,,113,,11,Ad,Yuta Shimizu,Far,,,,,,,,,,188.0,493.0,Crosscourt,Forehand,,,,,,,,,,-26.0,-237.0,,,,,,UCLA,5/31/24,,Little Rock Challenger,,,,,Rudy Quan,Yuta Shimizu,Right,Left,Quarter-final,Hard,,,Rudy Quan,Yuta Shimizu,,,,,0,,,Short
0-0,3-2,0-1,,5362374.0,1.0,,113,,13,Deuce,Yuta Shimizu,Far,,,,,,,,,,-153.0,482.0,Crosscourt,Backhand,,,,,,,,,,102.0,0.0,,,,1.0,,UCLA,5/31/24,,Little Rock Challenger,,,,,Rudy Quan,Yuta Shimizu,Right,Left,Quarter-final,Hard,,,Rudy Quan,Yuta Shimizu,,,,Rudy Quan,1,,,
15-0,3-2,0-1,1.0,5385542.0,,,114,,1,Ad,Yuta Shimizu,Far,1.0,T,-35.0,-196.0,,,,,,,,,,,,,,,,,,,,,,,,,,UCLA,5/31/24,,Little Rock Challenger,,,,,Rudy Quan,Yuta Shimizu,Right,Left,Quarter-final,Hard,,,Rudy Quan,Yuta Shimizu,,,,,0,1st Serve In,T,
15-0,3-2,0-1,,5387156.0,,,114,,2,Ad,Yuta Shimizu,Far,,,,,,,,,,-89.0,-509.0,Crosscourt,Forehand,,,,,,,,,,62.0,173.0,,,,,,UCLA,5/31/24,,Little Rock Challenger,,,,,Rudy Quan,Yuta Shimizu,Right,Left,Quarter-final,Hard,,,Rudy Quan,Rudy Quan,1,,,,0,,,Short
15-0,3-2,0-1,,5387777.0,,,114,,3,Ad,Yuta Shimizu,Far,,,,,,,,,,98.0,426.0,Down the Line,Forehand,,,,,,,,,,126.0,-277.0,,,,,,UCLA,5/31/24,,Little Rock Challenger,,,,,Rudy Quan,Yuta Shimizu,Right,Left,Quarter-final,Hard,,,Rudy Quan,Yuta Shimizu,,,,,0,,,Short
15-0,3-2,0-1,,5389977.0,,,114,,4,Deuce,Yuta Shimizu,Far,,,,,,,,,,188.0,-512.0,Crosscourt,Forehand,,,,,,,,1.0,1.0,-58.0,37.0,,,,,,UCLA,5/31/24,,Little Rock Challenger,,,,,Rudy Quan,Yuta Shimizu,Right,Left,Quarter-final,Hard,,,Rudy Quan,Rudy Quan,,,,,0,,,Short
15-0,3-2,0-1,,5390412.0,1.0,,114,,5,Deuce,Yuta Shimizu,Far,,,,,,,,,,-57.0,51.0,Down the Line,Forehand,,1.0,,,,,,,,-143.0,-216.0,1.0,,,,,UCLA,5/31/24,,Little Rock Challenger,,,,,Rudy Quan,Yuta Shimizu,Right,Left,Quarter-final,Hard,,,Rudy Quan,Yuta Shimizu,,1,,Yuta Shimizu,0,,,Short
15-15,3-2,0-1,1.0,5409127.0,,,115,,1,Deuce,Yuta Shimizu,Far,1.0,Wide,146.0,-177.0,,,,,,,,,,,,,,,,,,,,,,,,,,UCLA,5/31/24,,Little Rock Challenger,,,,,Rudy Quan,Yuta Shimizu,Right,Left,Quarter-final,Hard,,,Rudy Quan,Yuta Shimizu,,,,,0,1st Serve In,Wide,
15-15,3-2,0-1,,5411371.0,1.0,,115,,2,Deuce,Yuta Shimizu,Far,,,,,,,,,,276.0,-541.0,Down the Line,Forehand,,,,,,,,,,228.0,3.0,,1.0,,,,UCLA,5/31/24,,Little Rock Challenger,,,,,Rudy Quan,Yuta Shimizu,Right,Left,Quarter-final,Hard,,,Rudy Quan,Rudy Quan,,,,Yuta Shimizu,1,,,
15-30,3-2,0-1,1.0,5428390.0,,,116,,1,Ad,Yuta Shimizu,Far,1.0,Body,-91.0,-167.0,,,,,,,,,,,,,,,,,,,,,,,,,,UCLA,5/31/24,,Little Rock Challenger,,,,,Rudy Quan,Yuta Shimizu,Right,Left,Quarter-final,Hard,,,Rudy Quan,Yuta Shimizu,,,,,0,1st Serve In,Body,
15-30,3-2,0-1,,5431688.0,,,116,,2,Ad,Yuta Shimizu,Far,,,,,,,,,,-249.0,-533.0,Crosscourt,Backhand,,,,,,,,,,52.0,256.0,,,,,,UCLA,5/31/24,,Little Rock Challenger,,,,,Rudy Quan,Yuta Shimizu,Right,Left,Quarter-final,Hard,,,Rudy Quan,Rudy Quan,,,,,0,,,Short
15-30,3-2,0-1,,5432551.0,,,116,,3,Ad,Yuta Shimizu,Far,,,,,,,,,,143.0,477.0,Crosscourt,Forehand,,,,,,,,,,-143.0,-357.0,,,,,,UCLA,5/31/24,,Little Rock Challenger,,,,,Rudy Quan,Yuta Shimizu,Right,Left,Quarter-final,Hard,,,Rudy Quan,Yuta Shimizu,,,,,0,,,Deep
15-30,3-2,0-1,,5433752.0,,,116,,4,Ad,Yuta Shimizu,Far,,,,,,,,,,-273.0,-536.0,Down the Line,Backhand,,,,,,,,,1.0,-55.0,285.0,,,,,,UCLA,5/31/24,,Little Rock Challenger,,,,,Rudy Quan,Yuta Shimizu,Right,Left,Quarter-final,Hard,,,Rudy Quan,Rudy Quan,,,,,0,,,Short
15-30,3-2,0-1,,5437300.0,,,116,,5,Deuce,Yuta Shimizu,Far,,,,,,,,,,-22.0,400.0,Crosscourt,Forehand,,,,1.0,,,,,,84.0,-226.0,,,,,,UCLA,5/31/24,,Little Rock Challenger,,,,,Rudy Quan,Yuta Shimizu,Right,Left,Quarter-final,Hard,,,Rudy Quan,Yuta Shimizu,1,,,,0,,,Short
15-30,3-2,0-1,,5437765.0,1.0,,116,,6,Deuce,Yuta Shimizu,Far,,,,,,,,,,188.0,-536.0,Down the Line,Forehand,,,,,,,,,,140.0,0.0,,,,1.0,,UCLA,5/31/24,,Little Rock Challenger,,,,,Rudy Quan,Yuta Shimizu,Right,Left,Quarter-final,Hard,,,Rudy Quan,Rudy Quan,,,,Yuta Shimizu,1,,,
15-40,3-2,0-1,1.0,5456320.0,,,117,,1,Deuce,Yuta Shimizu,Far,1.0,Body,68.0,-236.0,,,,,,,,,,,,,,,,,,,,,,,,,,UCLA,5/31/24,,Little Rock Challenger,,,,,Rudy Quan,Yuta Shimizu,Right,Left,Quarter-final,Hard,,,Rudy Quan,Yuta Shimizu,,,,,0,1st Serve In,Body,
15-40,3-2,0-1,,5458975.0,,,117,,2,Deuce,Yuta Shimizu,Far,,,,,,,,,,127.0,-526.0,Down the Line,Backhand,,,,,,,,,,49.0,200.0,,,,,,UCLA,5/31/24,,Little Rock Challenger,,,,,Rudy Quan,Yuta Shimizu,Right,Left,Quarter-final,Hard,,,Rudy Quan,Rudy Quan,,1,,,0,,,Short
15-40,3-2,0-1,,5460950.0,,,117,,3,Deuce,Yuta Shimizu,Far,,,,,,,,,,-28.0,471.0,Down the Line,Forehand,,,,,,,,,,-58.0,-269.0,,,,,,UCLA,5/31/24,,Little Rock Challenger,,,,,Rudy Quan,Yuta Shimizu,Right,Left,Quarter-final,Hard,,,Rudy Quan,Yuta Shimizu,,1,,,0,,,Short
15-40,3-2,0-1,,5461691.0,,,117,,4,Ad,Yuta Shimizu,Far,,,,,,,,,,-121.0,-526.0,Crosscourt,Backhand,,,,,1.0,,,,,59.0,330.0,,,,,,UCLA,5/31/24,,Little Rock Challenger,,,,,Rudy Quan,Yuta Shimizu,Right,Left,Quarter-final,Hard,,,Rudy Quan,Rudy Quan,,,,,0,,,Short
15-40,3-2,0-1,,5462862.0,,,117,,5,Ad,Yuta Shimizu,Far,,,,,,,,,,49.0,465.0,Down the Line,Forehand,,,,,,,,,,91.0,-440.0,,,,,,UCLA,5/31/24,,Little Rock Challenger,,,,,Rudy Quan,Yuta Shimizu,Right,Left,Quarter-final,Hard,,,Rudy Quan,Yuta Shimizu,,,,,0,,,Deep
15-40,3-2,0-1,,5464144.0,,,117,,6,Deuce,Yuta Shimizu,Far,,,,,,,,,,95.0,-520.0,Crosscourt,Forehand,,,,,,,,,,-23.0,368.0,,,,,,UCLA,5/31/24,,Little Rock Challenger,,,,,Rudy Quan,Yuta Shimizu,Right,Left,Quarter-final,Hard,,,Rudy Quan,Rudy Quan,,,,,0,,,Deep
15-40,3-2,0-1,,5465359.0,1.0,,117,,7,Deuce,Yuta Shimizu,Far,,,,,,,,,,-33.0,471.0,Down the Line,Backhand,,,,,,,,,,-82.0,0.0,,,,1.0,,UCLA,5/31/24,,Little Rock Challenger,,,,,Rudy Quan,Yuta Shimizu,Right,Left,Quarter-final,Hard,,,Rudy Quan,Yuta Shimizu,,,,Rudy Quan,1,,,
30-40,3-2,0-1,1.0,5465655.0,,,118,,1,Ad,Yuta Shimizu,Far,0.0,Wide,-166.0,-308.0,1.0,Body,-78.0,-113.0,,,,,,,,,,,,,,,,,,,,,,UCLA,5/31/24,,Little Rock Challenger,,,,,Rudy Quan,Yuta Shimizu,Right,Left,Quarter-final,Hard,,,Rudy Quan,Yuta Shimizu,,,,,0,2nd Serve In,Body,
30-40,3-2,0-1,,5501686.0,,,118,,2,Ad,Yuta Shimizu,Far,,,,,,,,,,-166.0,-504.0,Down the Line,Backhand,,,,,,,,,,-7.0,338.0,,,,,,UCLA,5/31/24,,Little Rock Challenger,,,,,Rudy Quan,Yuta Shimizu,Right,Left,Quarter-final,Hard,,,Rudy Quan,Rudy Quan,,,,,0,,,Short
30-40,3-2,0-1,,5502684.0,,,118,,3,Deuce,Yuta Shimizu,Far,,,,,,,,,,-1.0,473.0,Down the Line,Forehand,,,,,,,,,,-58.0,-240.0,,,,,,UCLA,5/31/24,,Little Rock Challenger,,,,,Rudy Quan,Yuta Shimizu,Right,Left,Quarter-final,Hard,,,Rudy Quan,Yuta Shimizu,,1,,,0,,,Short
30-40,3-2,0-1,,5503721.0,,,118,,4,Ad,Yuta Shimizu,Far,,,,,,,,,,-57.0,-536.0,Down the Line,Backhand,,,,,,,,,,-93.0,293.0,,,,,,UCLA,5/31/24,,Little Rock Challenger,,,,,Rudy Quan,Yuta Shimizu,Right,Left,Quarter-final,Hard,,,Rudy Quan,Rudy Quan,,,,,0,,,Short
30-40,3-2,0-1,,5505181.0,,,118,,5,Deuce,Yuta Shimizu,Far,,,,,,,,,,-65.0,444.0,Crosscourt,Backhand,,,,,,,,,,73.0,-216.0,,,,,,UCLA,5/31/24,,Little Rock Challenger,,,,,Rudy Quan,Yuta Shimizu,Right,Left,Quarter-final,Hard,,,Rudy Quan,Yuta Shimizu,,,,,0,,,Short
30-40,3-2,0-1,,5507730.0,,,118,,7,Deuce,Yuta Shimizu,Far,,,,,,,,,,-28.0,476.0,Down the Line,Forehand,,,,,,,,,,-61.0,-256.0,,,,,,UCLA,5/31/24,,Little Rock Challenger,,,,,Rudy Quan,Yuta Shimizu,Right,Left,Quarter-final,Hard,,,Rudy Quan,Yuta Shimizu,,1,,,0,,,Short
30-40,3-2,0-1,,5507829.0,,,118,,6,Deuce,Yuta Shimizu,Far,,,,,,,,,,153.0,-489.0,Down the Line,Forehand,,,,,,,,,,30.0,381.0,,,,,,UCLA,5/31/24,,Little Rock Challenger,,,,,Rudy Quan,Yuta Shimizu,Right,Left,Quarter-final,Hard,,,Rudy Quan,Rudy Quan,,,,,0,,,Deep
30-40,3-2,0-1,,5508830.0,,,118,,8,Ad,Yuta Shimizu,Far,,,,,,,,,,-92.0,-497.0,Crosscourt,Backhand,,,,,,,,,,41.0,224.0,,,,,,UCLA,5/31/24,,Little Rock Challenger,,,,,Rudy Quan,Yuta Shimizu,Right,Left,Quarter-final,Hard,,,Rudy Quan,Rudy Quan,,,,,0,,,Short
30-40,3-2,0-1,,5510026.0,,,118,,9,Ad,Yuta Shimizu,Far,,,,,,,,,,28.0,473.0,Crosscourt,Forehand,,,,,,,,,,-101.0,-250.0,,,,,,UCLA,5/31/24,,Little Rock Challenger,,,,,Rudy Quan,Yuta Shimizu,Right,Left,Quarter-final,Hard,,,Rudy Quan,Yuta Shimizu,,,,,0,,,Short
30-40,3-2,0-1,,5511327.0,,,118,,10,Ad,Yuta Shimizu,Far,,,,,,,,,,-150.0,-520.0,Crosscourt,Backhand,,,,,,,,,,105.0,402.0,,,,,,UCLA,5/31/24,,Little Rock Challenger,,,,,Rudy Quan,Yuta Shimizu,Right,Left,Quarter-final,Hard,,,Rudy Quan,Rudy Quan,,,,,0,,,Deep
30-40,3-2,0-1,,5512808.0,,,118,,11,Ad,Yuta Shimizu,Far,,,,,,,,,,145.0,492.0,Crosscourt,Forehand,,,,,,,,,,-101.0,-354.0,,,,,,UCLA,5/31/24,,Little Rock Challenger,,,,,Rudy Quan,Yuta Shimizu,Right,Left,Quarter-final,Hard,,,Rudy Quan,Yuta Shimizu,,,,,0,,,Deep
30-40,3-2,0-1,,5514147.0,1.0,,118,,12,Ad,Yuta Shimizu,Far,,,,,,,,,,-134.0,-499.0,Crosscourt,Forehand,,,,,,,,,,168.0,266.0,,1.0,,,,UCLA,5/31/24,,Little Rock Challenger,,,,,Rudy Quan,Yuta Shimizu,Right,Left,Quarter-final,Hard,,,Rudy Quan,Rudy Quan,1,,,Yuta Shimizu,1,,,
0-0,3-3,0-1,1.0,5573095.0,,,119,,1,Deuce,Rudy Quan,Near,1.0,Body,-78.0,217.0,,,,,,,,,,,,,,,,,,,,,,,,,,UCLA,5/31/24,,Little Rock Challenger,,,,,Rudy Quan,Yuta Shimizu,Right,Left,Quarter-final,Hard,,,Yuta Shimizu,Rudy Quan,,,,,0,1st Serve In,Body,
0-0,3-3,0-1,,5577921.0,,,119,,2,Deuce,Rudy Quan,Near,,,,,,,,,,-158.0,466.0,Crosscourt,Backhand,,,,,,,,,,71.0,-288.0,,,,,,UCLA,5/31/24,,Little Rock Challenger,,,,,Rudy Quan,Yuta Shimizu,Right,Left,Quarter-final,Hard,,,Yuta Shimizu,Yuta Shimizu,,,,,0,,,Short
0-0,3-3,0-1,,5578570.0,,,119,,3,Deuce,Rudy Quan,Near,,,,,,,,,,180.0,-496.0,Crosscourt,Forehand,,,,,,,,,,-75.0,386.0,,,,,,UCLA,5/31/24,,Little Rock Challenger,,,,,Rudy Quan,Yuta Shimizu,Right,Left,Quarter-final,Hard,,,Yuta Shimizu,Rudy Quan,,,,,0,,,Deep
