pointScore,gameScore,setScore,isPointStart,pointStartTime,isPointEnd,pointEndTime,pointNumber,isBreakPoint,shotInRally,side,serverName,serverFarNear,firstServeIn,firstServeZone,firstServeXCoord,firstServeYCoord,secondServeIn,secondServeZone,secondServeXCoord,secondServeYCoord,isAce,shotContactX,shotContactY,shotDirection,shotFhBh,isSlice,isVolley,isOverhead,isApproach,isDropshot,isExcitingPoint,atNetPlayer1,atNetPlayer2,isLob,shotLocationX,shotLocationY,isWinner,isErrorWideR,isErrorWideL,isErrorNet,isErrorLong,clientTeam,Date,Division,Event,lineupPosition,matchDetails,matchVenue,opponentTeam,player1Name,player2Name,player1Hand,player2Hand,Round,Surface,Notes,tiebreakScore,returnerName,shotHitBy,isInsideOut,isInsideIn,isDoubleFault,pointWonBy,lastShotError,serveResult,serveInPlacement,depth
A-40,0-0,0-0,,458112.0,,,10,,3,Ad,Rudy Quan,Near,,,,,,,,,,-125.0,-488.0,Down the Line,Backhand,,,,,,,,,,-32.0,285.0,,,,,,UCLA,5/31/24,,Little Rock Challenger,,,,,Rudy Quan,Yuta Shimizu,Right,Left,Quarter-final,Hard,,,Yuta Shimizu,Rudy Quan,,,,,0,,,Short
A-40,0-0,0-0,,459258.0,,,10,,4,Deuce,Rudy Quan,Near,,,,,,,,,,-24.0,472.0,Down the Line,Forehand,,,,1.0,,,,,,-85.0,-314.0,,,,,,UCLA,5/31/24,,Little Rock Challenger,,,,,Rudy Quan,Yuta Shimizu,Right,Left,Quarter-final,Hard,,,Yuta Shimizu,Yuta Shimizu,,1,,,0,,,Short
A-40,0-0,0-0,,460660.0,1.0,,10,,5,Ad,Rudy Quan,Near,,,,,,,,,,-176.0,-536.0,Crosscourt,Backhand,,,,,,,,1.0,,186.0,234.0,,1.0,,,,UCLA,5/31/24,,Little Rock Challenger,,,,,Rudy Quan,Yuta Shimizu,Right,Left,Quarter-final,Hard,,,Yuta Shimizu,Rudy Quan,,,,Yuta Shimizu,1,,,
40-40,0-0,0-0,1.0,488591.0,,,11,,1,Deuce,Rudy Quan,Near,1.0,Body,-72.0,238.0,,,,,,,,,,,,,,,,,,,,,,,,,,UCLA,5/31/24,,Little Rock Challenger,,,,,Rudy Quan,Yuta Shimizu,Right,Left,Quarter-final,Hard,,,Yuta Shimizu,Rudy Quan,,,,,0,1st Serve In,Body,
40-40,0-0,0-0,,494825.0,,,11,,2,Deuce,Rudy Quan,Near,,,,,,,,,,-125.0,501.0,Down the Line,Forehand,,,,,,,,,,-101.0,-402.0,,,,,,UCLA,5/31/24,,Little Rock Challenger,,,,,Rudy Quan,Yuta Shimizu,Right,Left,Quarter-final,Hard,,,Yuta Shimizu,Yuta Shimizu,,1,,,0,,,Deep
40-40,0-0,0-0,,496302.0,,,11,,3,Ad,Rudy Quan,Near,,,,,,,,,,-101.0,-520.0,Crosscourt,Backhand,,,,,,,,,,48.0,408.0,,,,,,UCLA,5/31/24,,Little Rock Challenger,,,,,Rudy Quan,Yuta Shimizu,Right,Left,Quarter-final,Hard,,,Yuta Shimizu,Rudy Quan,,,,,0,,,Deep
40-40,0-0,0-0,,498198.0,,,11,,4,Ad,Rudy Quan,Near,,,,,,,,,,86.0,552.0,Crosscourt,Forehand,,,,,,,,,,-123.0,-288.0,,,,,,UCLA,5/31/24,,Little Rock Challenger,,,,,Rudy Quan,Yuta Shimizu,Right,Left,Quarter-final,Hard,,,Yuta Shimizu,Yuta Shimizu,,,,,0,,,Short
40-40,0-0,0-0,,498989.0,,,11,,5,Ad,Rudy Quan,Near,,,,,,,,,,-207.0,-522.0,Crosscourt,Backhand,,,,,,,,,,37.0,373.0,,,,,,UCLA,5/31/24,,Little Rock Challenger,,,,,Rudy Quan,Yuta Shimizu,Right,Left,Quarter-final,Hard,,,Yuta Shimizu,Rudy Quan,,,,,0,,,Deep
40-40,0-0,0-0,,501166.0,1.0,,11,,6,Ad,Rudy Quan,Near,,,,,,,,,,16.0,477.0,Crosscourt,Forehand,,,,,,,,,,-179.0,-280.0,,1.0,,,,UCLA,5/31/24,,Little Rock Challenger,,,,,Rudy Quan,Yuta Shimizu,Right,Left,Quarter-final,Hard,,,Yuta Shimizu,Yuta Shimizu,,,,Rudy Quan,1,,,
A-40,0-0,0-0,1.0,506603.0,,,12,,1,Ad,Rudy Quan,Near,1.0,T,8.0,220.0,,,,,,,,,,,,,,,,,,,,,,,,,,UCLA,5/31/24,,Little Rock Challenger,,,,,Rudy Quan,Yuta Shimizu,Right,Left,Quarter-final,Hard,,,Yuta Shimizu,Rudy Quan,,,,,0,1st Serve In,T,
A-40,0-0,0-0,,531816.0,,,12,,2,Ad,Rudy Quan,Near,,,,,,,,,,11.0,512.0,Crosscourt,Backhand,,,,,,,1.0,,,-16.0,-85.0,,,,,,UCLA,5/31/24,,Little Rock Challenger,,,,,Rudy Quan,Yuta Shimizu,Right,Left,Quarter-final,Hard,,,Yuta Shimizu,Yuta Shimizu,1,,,,0,,,Short
A-40,0-0,0-0,,532298.0,,,12,,3,Ad,Rudy Quan,Near,,,,,,,,,,-34.0,-101.0,Crosscourt,Forehand,,,,,,,1.0,,,138.0,429.0,,,,,,UCLA,5/31/24,,Little Rock Challenger,,,,,Rudy Quan,Yuta Shimizu,Right,Left,Quarter-final,Hard,,,Yuta Shimizu,Rudy Quan,1,,,,0,,,Deep
A-40,0-0,0-0,,534505.0,,,12,,4,Ad,Rudy Quan,Near,,,,,,,,,,182.0,493.0,Crosscourt,Forehand,,,,,,,1.0,,1.0,-83.0,-93.0,,,,,,UCLA,5/31/24,,Little Rock Challenger,,,,,Rudy Quan,Yuta Shimizu,Right,Left,Quarter-final,Hard,,,Yuta Shimizu,Yuta Shimizu,,,,,0,,,Short
A-40,0-0,0-0,,535206.0,1.0,,12,,5,Ad,Rudy Quan,Near,,,,,,,,,,-98.0,-104.0,Down the Line,Backhand,,1.0,,,,,1.0,,,-261.0,370.0,,,1.0,,,UCLA,5/31/24,,Little Rock Challenger,,,,,Rudy Quan,Yuta Shimizu,Right,Left,Quarter-final,Hard,,,Yuta Shimizu,Rudy Quan,,,,Yuta Shimizu,1,,,
40-40,0-0,0-0,1.0,538973.0,,,13,,1,Deuce,Rudy Quan,Near,1.0,Wide,-104.0,169.0,,,,,,,,,,,,,,,,,,,,,,,,,,UCLA,5/31/24,,Little Rock Challenger,,,,,Rudy Quan,Yuta Shimizu,Right,Left,Quarter-final,Hard,,,Yuta Shimizu,Rudy Quan,,,,,0,1st Serve In,Wide,
40-40,0-0,0-0,,570751.0,,,13,,2,Deuce,Rudy Quan,Near,,,,,,,,,,-165.0,450.0,Crosscourt,Backhand,,,,,,,,,,77.0,-322.0,,,,,,UCLA,5/31/24,,Little Rock Challenger,,,,,Rudy Quan,Yuta Shimizu,Right,Left,Quarter-final,Hard,,,Yuta Shimizu,Yuta Shimizu,,,,,0,,,Short
40-40,0-0,0-0,,571782.0,,,13,,3,Deuce,Rudy Quan,Near,,,,,,,,,,102.0,-488.0,Down the Line,Forehand,,,,,,,,,,35.0,357.0,,,,,,UCLA,5/31/24,,Little Rock Challenger,,,,,Rudy Quan,Yuta Shimizu,Right,Left,Quarter-final,Hard,,,Yuta Shimizu,Rudy Quan,,,,,0,,,Deep
40-40,0-0,0-0,,573713.0,1.0,,13,,4,Deuce,Rudy Quan,Near,,,,,,,,,,-53.0,501.0,Crosscourt,Forehand,,,,,,,,,,13.0,3.0,,,,1.0,,UCLA,5/31/24,,Little Rock Challenger,,,,,Rudy Quan,Yuta Shimizu,Right,Left,Quarter-final,Hard,,,Yuta Shimizu,Yuta Shimizu,1,,,Rudy Quan,1,,,
A-40,0-0,0-0,1.0,577842.0,,,14,,1,Ad,Rudy Quan,Near,1.0,Body,70.0,217.0,,,,,,,,,,,,,,,,,,,,,,,,,,UCLA,5/31/24,,Little Rock Challenger,,,,,Rudy Quan,Yuta Shimizu,Right,Left,Quarter-final,Hard,,,Yuta Shimizu,Rudy Quan,,,,,0,1st Serve In,Body,
A-40,0-0,0-0,,598176.0,,,14,,2,Ad,Rudy Quan,Near,,,,,,,,,,118.0,504.0,Crosscourt,Forehand,,,,,,,,,,-21.0,-288.0,,,,,,UCLA,5/31/24,,Little Rock Challenger,,,,,Rudy Quan,Yuta Shimizu,Right,Left,Quarter-final,Hard,,,Yuta Shimizu,Yuta Shimizu,,,,,0,,,Short
A-40,0-0,0-0,,599208.0,,,14,,3,Ad,Rudy Quan,Near,,,,,,,,,,-106.0,-469.0,Down the Line,Forehand,,,,,,,,,,-117.0,432.0,,,,,,UCLA,5/31/24,,Little Rock Challenger,,,,,Rudy Quan,Yuta Shimizu,Right,Left,Quarter-final,Hard,,,Yuta Shimizu,Rudy Quan,,1,,,0,,,Deep
A-40,0-0,0-0,,600857.0,,,14,,4,Deuce,Rudy Quan,Near,,,,,,,,,,-173.0,512.0,Crosscourt,Backhand,,,,,,,,,,8.0,-416.0,,,,,,UCLA,5/31/24,,Little Rock Challenger,,,,,Rudy Quan,Yuta Shimizu,Right,Left,Quarter-final,Hard,,,Yuta Shimizu,Yuta Shimizu,,,,,0,,,Deep
A-40,0-0,0-0,,601767.0,1.0,,14,,5,Ad,Rudy Quan,Near,,,,,,,,,,-5.0,-538.0,Crosscourt,Forehand,,,,,,,,,,133.0,-5.0,,,,1.0,,UCLA,5/31/24,,Little Rock Challenger,,,,,Rudy Quan,Yuta Shimizu,Right,Left,Quarter-final,Hard,,,Yuta Shimizu,Rudy Quan,1,,,Yuta Shimizu,1,,,
40-40,0-0,0-0,1.0,605209.0,,,15,,1,Deuce,Rudy Quan,Near,1.0,Body,-90.0,156.0,,,,,,,,,,,,,,,,,,,,,,,,,,UCLA,5/31/24,,Little Rock Challenger,,,,,Rudy Quan,Yuta Shimizu,Right,Left,Quarter-final,Hard,,,Yuta Shimizu,Rudy Quan,,,,,0,1st Serve In,Body,
40-40,0-0,0-0,,635707.0,1.0,,15,,2,Deuce,Rudy Quan,Near,,,,,,,,,,-170.0,496.0,Crosscourt,Backhand,,,,,,,,,,88.0,-490.0,,,,,1.0,UCLA,5/31/24,,Little Rock Challenger,,,,,Rudy Quan,Yuta Shimizu,Right,Left,Quarter-final,Hard,,,Yuta Shimizu,Yuta Shimizu,,,,Rudy Quan,1,,,Long
A-40,0-0,0-0,1.0,641051.0,,,16,,1,Ad,Rudy Quan,Near,0.0,T,46.0,4.0,1.0,Body,99.0,160.0,,,,,,,,,,,,,,,,,,,,,,UCLA,5/31/24,,Little Rock Challenger,,,,,Rudy Quan,Yuta Shimizu,Right,Left,Quarter-final,Hard,,,Yuta Shimizu,Rudy Quan,,,,,0,2nd Serve In,Body,
A-40,0-0,0-0,,673082.0,,,16,,2,Ad,Rudy Quan,Near,,,,,,,,,,139.0,493.0,Crosscourt,Forehand,,,,,,,,,,-77.0,-181.0,,,,,,UCLA,5/31/24,,Little Rock Challenger,,,,,Rudy Quan,Yuta Shimizu,Right,Left,Quarter-final,Hard,,,Yuta Shimizu,Yuta Shimizu,,,,,0,,,Short
A-40,0-0,0-0,,674888.0,,,16,,3,Ad,Rudy Quan,Near,,,,,,,,,,-138.0,-424.0,Down the Line,Backhand,,,,,,,,,,-96.0,336.0,,,,,,UCLA,5/31/24,,Little Rock Challenger,,,,,Rudy Quan,Yuta Shimizu,Right,Left,Quarter-final,Hard,,,Yuta Shimizu,Rudy Quan,,,,,0,,,Short
A-40,0-0,0-0,,676150.0,,,16,,4,Deuce,Rudy Quan,Near,,,,,,,,,,-104.0,528.0,Crosscourt,Backhand,,,,,,,,,,93.0,-336.0,,,,,,UCLA,5/31/24,,Little Rock Challenger,,,,,Rudy Quan,Yuta Shimizu,Right,Left,Quarter-final,Hard,,,Yuta Shimizu,Yuta Shimizu,,,,,0,,,Short
A-40,0-0,0-0,,676907.0,1.0,,16,,5,Deuce,Rudy Quan,Near,,,,,,,,,,152.0,-514.0,Down the Line,Forehand,,,,,,,,,,21.0,0.0,,,,1.0,,UCLA,5/31/24,,Little Rock Challenger,,,,,Rudy Quan,Yuta Shimizu,Right,Left,Quarter-final,Hard,,,Yuta Shimizu,Rudy Quan,,,,Yuta Shimizu,1,,,
40-40,0-0,0-0,1.0,678109.0,,,17,,1,Deuce,Rudy Quan,Near,1.0,Body,-90.0,161.0,,,,,,,,,,,,,,,,,,,,,,,,,,UCLA,5/31/24,,Little Rock Challenger,,,,,Rudy Quan,Yuta Shimizu,Right,Left,Quarter-final,Hard,,,Yuta Shimizu,Rudy Quan,,,,,0,1st Serve In,Body,
40-40,0-0,0-0,,709036.0,,,17,,2,Deuce,Rudy Quan,Near,,,,,,,,,,-154.0,472.0,Down the Line,Backhand,,,,,,,,,,-8.0,-362.0,,,,,,UCLA,5/31/24,,Little Rock Challenger,,,,,Rudy Quan,Yuta Shimizu,Right,Left,Quarter-final,Hard,,,Yuta Shimizu,Yuta Shimizu,,,,,0,,,Deep
40-40,0-0,0-0,,710103.0,,,17,,3,Ad,Rudy Quan,Near,,,,,,,,,,-29.0,-509.0,Down the Line,Forehand,,,,,,,,,,-56.0,344.0,,,,,,UCLA,5/31/24,,Little Rock Challenger,,,,,Rudy Quan,Yuta Shimizu,Right,Left,Quarter-final,Hard,,,Yuta Shimizu,Rudy Quan,,1,,,0,,,Short
40-40,0-0,0-0,,712109.0,,,17,,4,Deuce,Rudy Quan,Near,,,,,,,,,,-96.0,517.0,Crosscourt,Forehand,,,,,,,,,,67.0,-378.0,,,,,,UCLA,5/31/24,,Little Rock Challenger,,,,,Rudy Quan,Yuta Shimizu,Right,Left,Quarter-final,Hard,,,Yuta Shimizu,Yuta Shimizu,1,,,,0,,,Deep
40-40,0-0,0-0,,713012.0,,,17,,5,Deuce,Rudy Quan,Near,,,,,,,,,,115.0,-552.0,Crosscourt,Forehand,,,,,,,,,,-51.0,365.0,,,,,,UCLA,5/31/24,,Little Rock Challenger,,,,,Rudy Quan,Yuta Shimizu,Right,Left,Quarter-final,Hard,,,Yuta Shimizu,Rudy Quan,,,,,0,,,Deep
40-40,0-0,0-0,,714827.0,1.0,,17,,6,Deuce,Rudy Quan,Near,,,,,,,,,,-117.0,506.0,Crosscourt,Forehand,,,,,,,,,,178.0,-445.0,,,1.0,,,UCLA,5/31/24,,Little Rock Challenger,,,,,Rudy Quan,Yuta Shimizu,Right,Left,Quarter-final,Hard,,,Yuta Shimizu,Yuta Shimizu,1,,,Rudy Quan,1,,,
A-40,0-0,0-0,1.0,721102.0,,,18,,1,Ad,Rudy Quan,Near,0.0,Body,94.0,1.0,1.0,Wide,120.0,210.0,,,,,,,,,,,,,,,,,,,,,,UCLA,5/31/24,,Little Rock Challenger,,,,,Rudy Quan,Yuta Shimizu,Right,Left,Quarter-final,Hard,,,Yuta Shimizu,Rudy Quan,,,,,0,2nd Serve In,Wide,
A-40,0-0,0-0,,751011.0,,,18,,2,Ad,Rudy Quan,Near,,,,,,,,,,174.0,504.0,Crosscourt,Forehand,,,,,,,,,,-147.0,-304.0,,,,,,UCLA,5/31/24,,Little Rock Challenger,,,,,Rudy Quan,Yuta Shimizu,Right,Left,Quarter-final,Hard,,,Yuta Shimizu,Yuta Shimizu,,,,,0,,,Short
A-40,0-0,0-0,,751952.0,1.0,,18,,3,Ad,Rudy Quan,Near,,,,,,,,,,-221.0,-490.0,Crosscourt,Backhand,,,,,,,,,,59.0,482.0,,,,,1.0,UCLA,5/31/24,,Little Rock Challenger,,,,,Rudy Quan,Yuta Shimizu,Right,Left,Quarter-final,Hard,,,Yuta Shimizu,Rudy Quan,,,,Yuta Shimizu,1,,,Long
40-40,0-0,0-0,1.0,756138.0,,,19,,1,Deuce,Rudy Quan,Near,0.0,Body,-82.0,1.0,1.0,Body,-74.0,155.0,,,,,,,,,,,,,,,,,,,,,,UCLA,5/31/24,,Little Rock Challenger,,,,,Rudy Quan,Yuta Shimizu,Right,Left,Quarter-final,Hard,,,Yuta Shimizu,Rudy Quan,,,,,0,2nd Serve In,Body,
40-40,0-0,0-0,,793067.0,1.0,,19,,2,Deuce,Rudy Quan,Near,,,,,,,,,,-117.0,522.0,Down the Line,Backhand,,,,,,,,,,-11.0,3.0,,,,1.0,,UCLA,5/31/24,,Little Rock Challenger,,,,,Rudy Quan,Yuta Shimizu,Right,Left,Quarter-final,Hard,,,Yuta Shimizu,Yuta Shimizu,,,,Rudy Quan,1,,,
A-40,0-0,0-0,1.0,825977.0,,,20,,1,Ad,Rudy Quan,Near,1.0,T,40.0,217.0,,,,,,,,,,,,,,,,,,,,,,,,,,UCLA,5/31/24,,Little Rock Challenger,,,,,Rudy Quan,Yuta Shimizu,Right,Left,Quarter-final,Hard,,,Yuta Shimizu,Rudy Quan,,,,,0,1st Serve In,T,
A-40,0-0,0-0,,825986.0,,,20,,2,Ad,Rudy Quan,Near,,,,,,,,,,83.0,496.0,Down the Line,Backhand,,,,,,,,,,85.0,-210.0,,,,,,UCLA,5/31/24,,Little Rock Challenger,,,,,Rudy Quan,Yuta Shimizu,Right,Left,Quarter-final,Hard,,,Yuta Shimizu,Yuta Shimizu,,1,,,0,,,Short
A-40,0-0,0-0,,827498.0,,,20,,3,Deuce,Rudy Quan,Near,,,,,,,,,,72.0,-480.0,Crosscourt,Forehand,,,,,,,,,,-75.0,224.0,,,,,,UCLA,5/31/24,,Little Rock Challenger,,,,,Rudy Quan,Yuta Shimizu,Right,Left,Quarter-final,Hard,,,Yuta Shimizu,Rudy Quan,,,,,0,,,Short
A-40,0-0,0-0,,828845.0,,,20,,4,Deuce,Rudy Quan,Near,,,,,,,,,,-128.0,517.0,Crosscourt,Backhand,,,,,,,,,,83.0,-181.0,,,,,,UCLA,5/31/24,,Little Rock Challenger,,,,,Rudy Quan,Yuta Shimizu,Right,Left,Quarter-final,Hard,,,Yuta Shimizu,Yuta Shimizu,,,,,0,,,Short
A-40,0-0,0-0,,830151.0,,,20,,5,Deuce,Rudy Quan,Near,,,,,,,,,,152.0,-485.0,Down the Line,Forehand,,,,,,,,,,61.0,253.0,,,,,,UCLA,5/31/24,,Little Rock Challenger,,,,,Rudy Quan,Yuta Shimizu,Right,Left,Quarter-final,Hard,,,Yuta Shimizu,Rudy Quan,,,,,0,,,Short
A-40,0-0,0-0,,831678.0,,,20,,6,Deuce,Rudy Quan,Near,,,,,,,,,,-32.0,482.0,Down the Line,Forehand,,,,,,,,,,-77.0,-360.0,,,,,,UCLA,5/31/24,,Little Rock Challenger,,,,,Rudy Quan,Yuta Shimizu,Right,Left,Quarter-final,Hard,,,Yuta Shimizu,Yuta Shimizu,,1,,,0,,,Deep
A-40,0-0,0-0,,832357.0,,,20,,7,Ad,Rudy Quan,Near,,,,,,,,,,-106.0,-525.0,Crosscourt,Backhand,,,,,,,,,,51.0,370.0,,,,,,UCLA,5/31/24,,Little Rock Challenger,,,,,Rudy Quan,Yuta Shimizu,Right,Left,Quarter-final,Hard,,,Yuta Shimizu,Rudy Quan,,,,,0,,,Deep
A-40,0-0,0-0,,834191.0,,,20,,8,Ad,Rudy Quan,Near,,,,,,,,,,38.0,490.0,Crosscourt,Forehand,,,,,,,,,,-117.0,-226.0,,,,,,UCLA,5/31/24,,Little Rock Challenger,,,,,Rudy Quan,Yuta Shimizu,Right,Left,Quarter-final,Hard,,,Yuta Shimizu,Yuta Shimizu,,,,,0,,,Short
A-40,0-0,0-0,,835139.0,,,20,,9,Ad,Rudy Quan,Near,,,,,,,,,,-247.0,-514.0,Down the Line,Backhand,,,,,,,,,,-48.0,397.0,,,,,,UCLA,5/31/24,,Little Rock Challenger,,,,,Rudy Quan,Yuta Shimizu,Right,Left,Quarter-final,Hard,,,Yuta Shimizu,Rudy Quan,,,,,0,,,Deep
A-40,0-0,0-0,,837331.0,,,20,,10,Deuce,Rudy Quan,Near,,,,,,,,,,-85.0,496.0,Down the Line,Forehand,,,,,,,,,,-141.0,-139.0,,,,,,UCLA,5/31/24,,Little Rock Challenger,,,,,Rudy Quan,Yuta Shimizu,Right,Left,Quarter-final,Hard,,,Yuta Shimizu,Yuta Shimizu,,1,,,0,,,Short
A-40,0-0,0-0,,839668.0,,,20,,11,Ad,Rudy Quan,Near,,,,,,,,,,-157.0,-341.0,Down the Line,Backhand,,,,,,,,,,-141.0,397.0,,,,,,UCLA,5/31/24,,Little Rock Challenger,,,,,Rudy Quan,Yuta Shimizu,Right,Left,Quarter-final,Hard,,,Yuta Shimizu,Rudy Quan,,,,,0,,,Deep
A-40,0-0,0-0,,841335.0,,,20,,12,Deuce,Rudy Quan,Near,,,,,,,,,,-157.0,581.0,Down the Line,Forehand,,,,,,,1.0,,1.0,-139.0,-173.0,,,,,,UCLA,5/31/24,,Little Rock Challenger,,,,,Rudy Quan,Yuta Shimizu,Right,Left,Quarter-final,Hard,,,Yuta Shimizu,Yuta Shimizu,,1,,,0,,,Short
A-40,0-0,0-0,,842520.0,1.0,,20,,13,Ad,Rudy Quan,Near,,,,,,,,,,-138.0,-197.0,Crosscourt,Backhand,,1.0,,,,,,,,77.0,88.0,1.0,,,,,UCLA,5/31/24,,Little Rock Challenger,,,,,Rudy Quan,Yuta Shimizu,Right,Left,Quarter-final,Hard,,,Yuta Shimizu,Rudy Quan,,,,Rudy Quan,0,,,Short
0-0,1-0,0-0,1.0,914409.0,,,21,,1,Deuce,Yuta Shimizu,Near,1.0,T,-10.0,228.0,,,,,,,,,,,,,,,,,,,,,,,,,,UCLA,5/31/24,,Little Rock Challenger,,,,,Rudy Quan,Yuta Shimizu,Right,Left,Quarter-final,Hard,,,Rudy Quan,Yuta Shimizu,,,,,0,1st Serve In,T,
0-0,1-0,0-0,,919045.0,,,21,,2,Deuce,Yuta Shimizu,Near,,,,,,,,,,-21.0,509.0,Crosscourt,Backhand,,,,,,,,,,37.0,-264.0,,,,,,UCLA,5/31/24,,Little Rock Challenger,,,,,Rudy Quan,Yuta Shimizu,Right,Left,Quarter-final,Hard,,,Rudy Quan,Rudy Quan,1,,,,0,,,Short
0-0,1-0,0-0,,920458.0,,,21,,3,Deuce,Yuta Shimizu,Near,,,,,,,,,,72.0,-445.0,Crosscourt,Forehand,,,,,,,,,,-112.0,258.0,,,,,,UCLA,5/31/24,,Little Rock Challenger,,,,,Rudy Quan,Yuta Shimizu,Right,Left,Quarter-final,Hard,,,Rudy Quan,Yuta Shimizu,1,,,,0,,,Short
0-0,1-0,0-0,,921883.0,,,21,,4,Deuce,Yuta Shimizu,Near,,,,,,,,,,-160.0,509.0,Crosscourt,Forehand,,,,,,,,,,112.0,-264.0,,,,,,UCLA,5/31/24,,Little Rock Challenger,,,,,Rudy Quan,Yuta Shimizu,Right,Left,Quarter-final,Hard,,,Rudy Quan,Rudy Quan,,,,,0,,,Short
0-0,1-0,0-0,,922552.0,,,21,,5,Deuce,Yuta Shimizu,Near,,,,,,,,,,184.0,-440.0,Crosscourt,Backhand,,,,,,,,,,-104.0,229.0,,,,,,UCLA,5/31/24,,Little Rock Challenger,,,,,Rudy Quan,Yuta Shimizu,Right,Left,Quarter-final,Hard,,,Rudy Quan,Yuta Shimizu,,,,,0,,,Short
0-0,1-0,0-0,,924264.0,1.0,,21,,6,Deuce,Yuta Shimizu,Near,,,,,,,,,,-144.0,450.0,Down the Line,Forehand,,,,,,,,,,-144.0,-325.0,1.0,,,,,UCLA,5/31/24,,Little Rock Challenger,,,,,Rudy Quan,Yuta Shimizu,Right,Left,Quarter-final,Hard,,,Rudy Quan,Rudy Quan,,,,Rudy Quan,0,,,Short
15-0,1-0,0-0,1.0,925468.0,,,22,,1,Ad,Yuta Shimizu,Near,0.0,Body,56.0,1.0,1.0,Body,83.0,195.0,,,,,,,,,,,,,,,,,,,,,,UCLA,5/31/24,,Little Rock Challenger,,,,,Rudy Quan,Yuta Shimizu,Right,Left,Quarter-final,Hard,,,Rudy Quan,Yuta Shimizu,,,,,0,2nd Serve In,Body,
15-0,1-0,0-0,,954958.0,,,22,,2,Ad,Yuta Shimizu,Near,,,,,,,,,,107.0,434.0,Crosscourt,Backhand,,,,,,,,,,-43.0,-269.0,,,,,,UCLA,5/31/24,,Little Rock Challenger,,,,,Rudy Quan,Yuta Shimizu,Right,Left,Quarter-final,Hard,,,Rudy Quan,Rudy Quan,,,,,0,,,Short
15-0,1-0,0-0,,955678.0,,,22,,3,Ad,Yuta Shimizu,Near,,,,,,,,,,-69.0,-493.0,Crosscourt,Forehand,,,,,,,,,,99.0,232.0,,,,,,UCLA,5/31/24,,Little Rock Challenger,,,,,Rudy Quan,Yuta Shimizu,Right,Left,Quarter-final,Hard,,,Rudy Quan,Yuta Shimizu,,,,,0,,,Short
15-0,1-0,0-0,,957428.0,,,22,,4,Ad,Yuta Shimizu,Near,,,,,,,,,,144.0,496.0,Down the Line,Backhand,,,,,,,,,,112.0,-320.0,,,,,,UCLA,5/31/24,,Little Rock Challenger,,,,,Rudy Quan,Yuta Shimizu,Right,Left,Quarter-final,Hard,,,Rudy Quan,Rudy Quan,,,,,0,,,Short
15-0,1-0,0-0,,958520.0,,,22,,5,Deuce,Yuta Shimizu,Near,,,,,,,,,,128.0,-501.0,Crosscourt,Backhand,,,,,,,,,,-77.0,373.0,,,,,,UCLA,5/31/24,,Little Rock Challenger,,,,,Rudy Quan,Yuta Shimizu,Right,Left,Quarter-final,Hard,,,Rudy Quan,Yuta Shimizu,,,,,0,,,Deep
15-0,1-0,0-0,,960478.0,,,22,,6,Deuce,Yuta Shimizu,Near,,,,,,,,,,-136.0,514.0,Crosscourt,Forehand,,,,,,,,,,43.0,-360.0,,,,,,UCLA,5/31/24,,Little Rock Challenger,,,,,Rudy Quan,Yuta Shimizu,Right,Left,Quarter-final,Hard,,,Rudy Quan,Rudy Quan,,,,,0,,,Deep
15-0,1-0,0-0,,961095.0,,,22,,7,Deuce,Yuta Shimizu,Near,,,,,,,,,,118.0,-522.0,Crosscourt,Forehand,,,,,,,,,,-96.0,365.0,,,,,,UCLA,5/31/24,,Little Rock Challenger,,,,,Rudy Quan,Yuta Shimizu,Right,Left,Quarter-final,Hard,,,Rudy Quan,Yuta Shimizu,1,,,,0,,,Deep
15-0,1-0,0-0,,962693.0,1.0,,22,,8,Deuce,Yuta Shimizu,Near,,,,,,,,,,-90.0,506.0,Down the Line,Forehand,,,,,,,,,,-128.0,-341.0,1.0,,,,,UCLA,5/31/24,,Little Rock Challenger,,,,,Rudy Quan,Yuta Shimizu,Right,Left,Quarter-final,Hard,,,Rudy Quan,Rudy Quan,,,,Rudy Quan,0,,,Short
30-0,1-0,0-0,1.0,963331.0,,,23,,1,Deuce,Yuta Shimizu,Near,1.0,T,-21.0,220.0,,,,,,,,,,,,,,,,,,,,,,,,,,UCLA,5/31/24,,Little Rock Challenger,,,,,Rudy Quan,Yuta Shimizu,Right,Left,Quarter-final,Hard,,,Rudy Quan,Yuta Shimizu,,,,,0,1st Serve In,T,
30-0,1-0,0-0,,,1.0,,23,,2,Deuce,Yuta Shimizu,Near,,,,,,,,,,-23.0,487.0,Crosscourt,Backhand,,,,,,,,,,201.0,-236.0,,,1.0,,,UCLA,5/31/24,,Little Rock Challenger,,,,,Rudy Quan,Yuta Shimizu,Right,Left,Quarter-final,Hard,,,Rudy Quan,Rudy Quan,1,,,Yuta Shimizu,1,,,
30-15,1-0,0-0,1.0,990134.0,,,24,,1,Ad,Yuta Shimizu,Near,1.0,Wide,123.0,151.0,,,,,,,,,,,,,,,,,,,,,,,,,,UCLA,5/31/24,,Little Rock Challenger,,,,,Rudy Quan,Yuta Shimizu,Right,Left,Quarter-final,Hard,,,Rudy Quan,Yuta Shimizu,,,,,0,1st Serve In,Wide,
