pointScore,gameScore,setScore,isPointStart,pointStartTime,isPointEnd,pointEndTime,pointNumber,isBreakPoint,shotInRally,side,serverName,serverFarNear,firstServeIn,firstServeZone,firstServeXCoord,firstServeYCoord,secondServeIn,secondServeZone,secondServeXCoord,secondServeYCoord,isAce,shotContactX,shotContactY,shotDirection,shotFhBh,isSlice,isVolley,isOverhead,isApproach,isDropshot,isExcitingPoint,atNetPlayer1,atNetPlayer2,isLob,shotLocationX,shotLocationY,isWinner,isErrorWideR,isErrorWideL,isErrorNet,isErrorLong,clientTeam,Date,Division,Event,lineupPosition,matchDetails,matchVenue,opponentTeam,player1Name,player2Name,player1Hand,player2Hand,Round,Surface,Notes
40-40,0-0,0-0,1.0,538973.0,,,,,1,Deuce,Player1,Near,1.0,Wide,-104.0,169.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40-40,0-0,0-0,,570751.0,,,,,2,Deuce,Player1,Near,,,,,,,,,,-165.0,450.0,Crosscourt,Backhand,,,,,,,,,,77.0,-322.0,,,,,,,,,,,,,,,,,,,,
40-40,0-0,0-0,,571782.0,,,,,3,Deuce,Player1,Near,,,,,,,,,,102.0,-488.0,Down the Line,Forehand,,,,,,,,,,35.0,357.0,,,,,,,,,,,,,,,,,,,,
40-40,0-0,0-0,,573713.0,1.0,,,,4,Deuce,Player1,Near,,,,,,,,,,-53.0,501.0,Crosscourt,Forehand,,,,,,,,,,13.0,3.0,,,,1.0,,,,,,,,,,,,,,,,
A-40,0-0,0-0,1.0,577842.0,,,,,1,Ad,Player1,Near,1.0,Body,70.0,217.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A-40,0-0,0-0,,598176.0,,,,,2,Ad,Player1,Near,,,,,,,,,,118.0,504.0,Crosscourt,Forehand,,,,,,,,,,-21.0,-288.0,,,,,,,,,,,,,,,,,,,,
A-40,0-0,0-0,,599208.0,,,,,3,Ad,Player1,Near,,,,,,,,,,-106.0,-469.0,Down the Line,Forehand,,,,,,,,,,-117.0,432.0,,,,,,,,,,,,,,,,,,,,
A-40,0-0,0-0,,600857.0,,,,,4,Deuce,Player1,Near,,,,,,,,,,-173.0,512.0,Crosscourt,Backhand,,,,,,,,,,8.0,-416.0,,,,,,,,,,,,,,,,,,,,
A-40,0-0,0-0,,601767.0,1.0,,,,5,Ad,Player1,Near,,,,,,,,,,-5.0,-538.0,Crosscourt,Forehand,,,,,,,,,,133.0,-5.0,,,,1.0,,,,,,,,,,,,,,,,
40-40,0-0,0-0,1.0,605209.0,,,,,1,Deuce,Player1,Near,1.0,Body,-90.0,156.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40-40,0-0,0-0,,635707.0,1.0,,,,2,Deuce,Player1,Near,,,,,,,,,,-170.0,496.0,Crosscourt,Backhand,,,,,,,,,,88.0,-490.0,,,,,1.0,,,,,,,,,,,,,,,
A-40,0-0,0-0,1.0,641051.0,,,,,1,Ad,Player1,Near,0.0,T,46.0,4.0,1.0,Body,99.0,160.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A-40,0-0,0-0,,673082.0,,,,,2,Ad,Player1,Near,,,,,,,,,,139.0,493.0,Crosscourt,Forehand,,,,,,,,,,-77.0,-181.0,,,,,,,,,,,,,,,,,,,,
A-40,0-0,0-0,,674888.0,,,,,3,Ad,Player1,Near,,,,,,,,,,-138.0,-424.0,Down the Line,Backhand,,,,,,,,,,-96.0,336.0,,,,,,,,,,,,,,,,,,,,
A-40,0-0,0-0,,676150.0,,,,,4,Deuce,Player1,Near,,,,,,,,,,-104.0,528.0,Crosscourt,Backhand,,,,,,,,,,93.0,-336.0,,,,,,,,,,,,,,,,,,,,
A-40,0-0,0-0,,676907.0,1.0,,,,5,Deuce,Player1,Near,,,,,,,,,,152.0,-514.0,Down the Line,Forehand,,,,,,,,,,21.0,0.0,,,,1.0,,,,,,,,,,,,,,,,
40-40,0-0,0-0,1.0,678109.0,,,,,1,Deuce,Player1,Near,1.0,Body,-90.0,161.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40-40,0-0,0-0,,709036.0,,,,,2,Deuce,Player1,Near,,,,,,,,,,-154.0,472.0,Down the Line,Backhand,,,,,,,,,,-8.0,-362.0,,,,,,,,,,,,,,,,,,,,
40-40,0-0,0-0,,710103.0,,,,,3,Ad,Player1,Near,,,,,,,,,,-29.0,-509.0,Down the Line,Forehand,,,,,,,,,,-56.0,344.0,,,,,,,,,,,,,,,,,,,,
40-40,0-0,0-0,,712109.0,,,,,4,Deuce,Player1,Near,,,,,,,,,,-96.0,517.0,Crosscourt,Forehand,,,,,,,,,,67.0,-378.0,,,,,,,,,,,,,,,,,,,,
40-40,0-0,0-0,,713012.0,,,,,5,Deuce,Player1,Near,,,,,,,,,,115.0,-552.0,Crosscourt,Forehand,,,,,,,,,,-51.0,365.0,,,,,,,,,,,,,,,,,,,,
40-40,0-0,0-0,,714827.0,1.0,,,,6,Deuce,Player1,Near,,,,,,,,,,-117.0,506.0,Crosscourt,Forehand,,,,,,,,,,178.0,-445.0,,,1.0,,,,,,,,,,,,,,,,,
A-40,0-0,0-0,1.0,721102.0,,,,,1,Ad,Player1,Near,0.0,Body,94.0,1.0,1.0,Wide,120.0,210.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A-40,0-0,0-0,,751011.0,,,,,2,Ad,Player1,Near,,,,,,,,,,174.0,504.0,Crosscourt,Forehand,,,,,,,,,,-147.0,-304.0,,,,,,,,,,,,,,,,,,,,
A-40,0-0,0-0,,751952.0,1.0,,,,3,Ad,Player1,Near,,,,,,,,,,-221.0,-490.0,Crosscourt,Backhand,,,,,,,,,,59.0,482.0,,,,,1.0,,,,,,,,,,,,,,,
40-40,0-0,0-0,1.0,756138.0,,,,,1,Deuce,Player1,Near,0.0,Body,-82.0,1.0,1.0,Body,-74.0,155.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40-40,0-0,0-0,,793067.0,1.0,,,,2,Deuce,Player1,Near,,,,,,,,,,-117.0,522.0,Down the Line,Backhand,,,,,,,,,,-11.0,3.0,,,,1.0,,,,,,,,,,,,,,,,
