pointScore,gameScore,setScore,isPointStart,pointStartTime,isPointEnd,pointEndTime,pointNumber,isBreakPoint,shotInRally,side,serverName,serverFarNear,firstServeIn,firstServeZone,firstServeXCoord,firstServeYCoord,secondServeIn,secondServeZone,secondServeXCoord,secondServeYCoord,isAce,shotContactX,shotContactY,shotDirection,shotFhBh,isSlice,isVolley,isOverhead,isApproach,isDropshot,isExcitingPoint,atNetPlayer1,atNetPlayer2,isLob,shotLocationX,shotLocationY,isWinner,isErrorWideR,isErrorWideL,isErrorNet,isErrorLong,clientTeam,Date,Division,Event,lineupPosition,matchDetails,matchVenue,opponentTeam,player1Name,player2Name,player1Hand,player2Hand,Round,Surface,Notes,isLet,tiebreakScore,returnerName,shotHitBy,InsideOut,InsideIn,isDoubleFault,pointWonBy,lastShotError,serveResult,serveInPlacement,depth
15-0,1-4,0-1,,4634410,1.0,4637571.0,98,,2,Deuce,Aadarsh Tripathi,Near,,,,,,,,,,-20.0,506.0,Down the Line,Forehand,,,,,,,,,,-342.0,-379.0,,1.0,,,,UCLA,11/9/2024,Division 1,ITA Sectional Championships,,,"Malibu, California",University of California Berkeley,Aadarsh Tripathi,Theo Dean,Right,Right,Main Draw Quarter-finals,Hard,,0.0,,Theo Dean,Theo Dean,,,,Aadarsh Tripathi,1,,,
30-0,1-4,0-1,1.0,4649108,,,99,,1,Deuce,Aadarsh Tripathi,Near,0.0,T,15.0,198.0,1.0,Body,-73.0,184.0,,,,,,,,,,,,,,,,,,,,,,UCLA,11/9/2024,Division 1,ITA Sectional Championships,,,"Malibu, California",University of California Berkeley,Aadarsh Tripathi,Theo Dean,Right,Right,Main Draw Quarter-finals,Hard,,0.0,,Theo Dean,Aadarsh Tripathi,,,,,,2nd Serve In,Body,
30-0,1-4,0-1,,4659237,,,99,,2,Deuce,Aadarsh Tripathi,Near,,,,,,,,,,-140.0,488.0,Crosscourt,Forehand,,,,,,,,,,36.0,-369.0,,,,,,UCLA,11/9/2024,Division 1,ITA Sectional Championships,,,"Malibu, California",University of California Berkeley,Aadarsh Tripathi,Theo Dean,Right,Right,Main Draw Quarter-finals,Hard,,0.0,,Theo Dean,Theo Dean,,,,,,,,Deep
30-0,1-4,0-1,,4660524,1.0,4660534.0,99,,3,Deuce,Aadarsh Tripathi,Near,,,,,,,,,,50.0,-466.0,Down the Line,Forehand,,,,,,,,,,23.0,-6.0,,,,1.0,,UCLA,11/9/2024,Division 1,ITA Sectional Championships,,,"Malibu, California",University of California Berkeley,Aadarsh Tripathi,Theo Dean,Right,Right,Main Draw Quarter-finals,Hard,,0.0,,Theo Dean,Aadarsh Tripathi,,,,Theo Dean,1,,,
30-15,1-4,0-1,1.0,4684906,,,100,,1,Ad,Aadarsh Tripathi,Near,1.0,Body,90.0,216.0,,,,,,,,,,,,,,,,,,,,,,,,,,UCLA,11/9/2024,Division 1,ITA Sectional Championships,,,"Malibu, California",University of California Berkeley,Aadarsh Tripathi,Theo Dean,Right,Right,Main Draw Quarter-finals,Hard,,0.0,,Theo Dean,Aadarsh Tripathi,,,,,,1st Serve In,Body,
30-15,1-4,0-1,,4687207,,,100,,2,Ad,Aadarsh Tripathi,Near,,,,,,,,,,154.0,498.0,Crosscourt,Backhand,,,,,,,,,,-44.0,-406.0,,,,,,UCLA,11/9/2024,Division 1,ITA Sectional Championships,,,"Malibu, California",University of California Berkeley,Aadarsh Tripathi,Theo Dean,Right,Right,Main Draw Quarter-finals,Hard,,0.0,,Theo Dean,Theo Dean,,,,,,,,Deep
30-15,1-4,0-1,,4688449,,,100,,3,Ad,Aadarsh Tripathi,Near,,,,,,,,,,-60.0,-464.0,Crosscourt,Forehand,,,,,,,,,,31.0,425.0,,,,,,UCLA,11/9/2024,Division 1,ITA Sectional Championships,,,"Malibu, California",University of California Berkeley,Aadarsh Tripathi,Theo Dean,Right,Right,Main Draw Quarter-finals,Hard,,0.0,,Theo Dean,Aadarsh Tripathi,1.0,,,,,,,Deep
30-15,1-4,0-1,,4690117,,,100,,4,Ad,Aadarsh Tripathi,Near,,,,,,,,,,31.0,493.0,Crosscourt,Forehand,,,,,,,,,,-73.0,-204.0,,,,,,UCLA,11/9/2024,Division 1,ITA Sectional Championships,,,"Malibu, California",University of California Berkeley,Aadarsh Tripathi,Theo Dean,Right,Right,Main Draw Quarter-finals,Hard,,0.0,,Theo Dean,Theo Dean,1.0,,,,,,,Short
30-15,1-4,0-1,,4691318,,,100,,5,Ad,Aadarsh Tripathi,Near,,,,,,,,,,-164.0,-517.0,Down the Line,Backhand,,,,,,,,,,-17.0,311.0,,,,,,UCLA,11/9/2024,Division 1,ITA Sectional Championships,,,"Malibu, California",University of California Berkeley,Aadarsh Tripathi,Theo Dean,Right,Right,Main Draw Quarter-finals,Hard,,0.0,,Theo Dean,Aadarsh Tripathi,,,,,,,,Short
30-15,1-4,0-1,,4693266,,,100,,6,Ad,Aadarsh Tripathi,Near,,,,,,,,,,15.0,488.0,Crosscourt,Forehand,,,,,,,,,,-65.0,-268.0,,,,,,UCLA,11/9/2024,Division 1,ITA Sectional Championships,,,"Malibu, California",University of California Berkeley,Aadarsh Tripathi,Theo Dean,Right,Right,Main Draw Quarter-finals,Hard,,0.0,,Theo Dean,Theo Dean,1.0,,,,,,,Short
30-15,1-4,0-1,,4694181,,,100,,7,Ad,Aadarsh Tripathi,Near,,,,,,,,,,-148.0,-525.0,Down the Line,Backhand,,,,,,,,,,-33.0,255.0,,,,,,UCLA,11/9/2024,Division 1,ITA Sectional Championships,,,"Malibu, California",University of California Berkeley,Aadarsh Tripathi,Theo Dean,Right,Right,Main Draw Quarter-finals,Hard,,0.0,,Theo Dean,Aadarsh Tripathi,,,,,,,,Short
30-15,1-4,0-1,,4695232,,,100,,8,Deuce,Aadarsh Tripathi,Near,,,,,,,,,,-9.0,485.0,Crosscourt,Forehand,,,,,,,,,,68.0,-347.0,,,,,,UCLA,11/9/2024,Division 1,ITA Sectional Championships,,,"Malibu, California",University of California Berkeley,Aadarsh Tripathi,Theo Dean,Right,Right,Main Draw Quarter-finals,Hard,,0.0,,Theo Dean,Theo Dean,,,,,,,,Short
30-15,1-4,0-1,,4696258,,,100,,9,Deuce,Aadarsh Tripathi,Near,,,,,,,,,,138.0,-557.0,Crosscourt,Forehand,,,,,,,,,,-52.0,407.0,,,,,,UCLA,11/9/2024,Division 1,ITA Sectional Championships,,,"Malibu, California",University of California Berkeley,Aadarsh Tripathi,Theo Dean,Right,Right,Main Draw Quarter-finals,Hard,,0.0,,Theo Dean,Aadarsh Tripathi,,,,,,,,Deep
30-15,1-4,0-1,,4697597,,,100,,10,Deuce,Aadarsh Tripathi,Near,,,,,,,,,,-81.0,496.0,Down the Line,Forehand,,,,,,,,,,-97.0,-313.0,,,,,,UCLA,11/9/2024,Division 1,ITA Sectional Championships,,,"Malibu, California",University of California Berkeley,Aadarsh Tripathi,Theo Dean,Right,Right,Main Draw Quarter-finals,Hard,,0.0,,Theo Dean,Theo Dean,,,,,,,,Short
30-15,1-4,0-1,,4698578,,,100,,11,Ad,Aadarsh Tripathi,Near,,,,,,,,,,-105.0,-506.0,Down the Line,Backhand,,,,,,,,,,-86.0,385.0,,,,,,UCLA,11/9/2024,Division 1,ITA Sectional Championships,,,"Malibu, California",University of California Berkeley,Aadarsh Tripathi,Theo Dean,Right,Right,Main Draw Quarter-finals,Hard,,0.0,,Theo Dean,Aadarsh Tripathi,,,,,,,,Deep
30-15,1-4,0-1,,4700114,,,100,,12,Deuce,Aadarsh Tripathi,Near,,,,,,,,,,-89.0,517.0,Crosscourt,Forehand,,,,,,,,,,36.0,-422.0,,,,,,UCLA,11/9/2024,Division 1,ITA Sectional Championships,,,"Malibu, California",University of California Berkeley,Aadarsh Tripathi,Theo Dean,Right,Right,Main Draw Quarter-finals,Hard,,0.0,,Theo Dean,Theo Dean,,,,,,,,Deep
30-15,1-4,0-1,,4701025,,,100,,13,Deuce,Aadarsh Tripathi,Near,,,,,,,,,,42.0,-482.0,Down the Line,Forehand,,,,,,,,,,15.0,449.0,,,,,,UCLA,11/9/2024,Division 1,ITA Sectional Championships,,,"Malibu, California",University of California Berkeley,Aadarsh Tripathi,Theo Dean,Right,Right,Main Draw Quarter-finals,Hard,,0.0,,Theo Dean,Aadarsh Tripathi,,,,,,,,Deep
30-15,1-4,0-1,,4703025,,,100,,14,Ad,Aadarsh Tripathi,Near,,,,,,,,,,10.0,520.0,Crosscourt,Forehand,,,,,,,,,,-14.0,-361.0,,,,,,UCLA,11/9/2024,Division 1,ITA Sectional Championships,,,"Malibu, California",University of California Berkeley,Aadarsh Tripathi,Theo Dean,Right,Right,Main Draw Quarter-finals,Hard,,0.0,,Theo Dean,Theo Dean,1.0,,,,,,,Deep
30-15,1-4,0-1,,4703909,,,100,,15,Ad,Aadarsh Tripathi,Near,,,,,,,,,,-17.0,-522.0,Crosscourt,Forehand,,,,,,,,,,10.0,284.0,,,,,,UCLA,11/9/2024,Division 1,ITA Sectional Championships,,,"Malibu, California",University of California Berkeley,Aadarsh Tripathi,Theo Dean,Right,Right,Main Draw Quarter-finals,Hard,,0.0,,Theo Dean,Aadarsh Tripathi,1.0,,,,,,,Short
30-15,1-4,0-1,,4705190,,,100,,16,Ad,Aadarsh Tripathi,Near,,,,,,,,,,36.0,488.0,Down the Line,Backhand,,,,,,,,,,10.0,-286.0,,,,,,UCLA,11/9/2024,Division 1,ITA Sectional Championships,,,"Malibu, California",University of California Berkeley,Aadarsh Tripathi,Theo Dean,Right,Right,Main Draw Quarter-finals,Hard,,0.0,,Theo Dean,Theo Dean,,,,,,,,Short
30-15,1-4,0-1,,4706419,,,100,,17,Deuce,Aadarsh Tripathi,Near,,,,,,,,,,12.0,-501.0,Down the Line,Forehand,,,,,,,,,,55.0,308.0,,,,,,UCLA,11/9/2024,Division 1,ITA Sectional Championships,,,"Malibu, California",University of California Berkeley,Aadarsh Tripathi,Theo Dean,Right,Right,Main Draw Quarter-finals,Hard,,0.0,,Theo Dean,Aadarsh Tripathi,,,,,,,,Short
30-15,1-4,0-1,,4707946,,,100,,18,Ad,Aadarsh Tripathi,Near,,,,,,,,,,74.0,493.0,Crosscourt,Backhand,,,,,,,,,,-36.0,-297.0,,,,,,UCLA,11/9/2024,Division 1,ITA Sectional Championships,,,"Malibu, California",University of California Berkeley,Aadarsh Tripathi,Theo Dean,Right,Right,Main Draw Quarter-finals,Hard,,0.0,,Theo Dean,Theo Dean,,,,,,,,Short
30-15,1-4,0-1,,4707946,1.0,,100,,19,Ad,Aadarsh Tripathi,Near,,,,,,,,,,12.0,-501.0,Down the Line,Backhand,,,,,,,,,,-160.0,380.0,,,1.0,,,UCLA,11/9/2024,Division 1,ITA Sectional Championships,,,"Malibu, California",University of California Berkeley,Aadarsh Tripathi,Theo Dean,Right,Right,Main Draw Quarter-finals,Hard,,,,Theo Dean,Aadarsh Tripathi,,,,Theo Dean,1,,,
30-30,1-4,0-1,1.0,4736279,,,101,,1,Deuce,Aadarsh Tripathi,Near,0.0,T,17.0,213.0,1.0,T,-47.0,234.0,,,,,,,,,,,,,,,,,,,,,,UCLA,11/9/2024,Division 1,ITA Sectional Championships,,,"Malibu, California",University of California Berkeley,Aadarsh Tripathi,Theo Dean,Right,Right,Main Draw Quarter-finals,Hard,,0.0,,Theo Dean,Aadarsh Tripathi,,,,,,2nd Serve In,T,
30-30,1-4,0-1,,4744934,,,101,,2,Deuce,Aadarsh Tripathi,Near,,,,,,,,,,-42.0,477.0,Down the Line,Backhand,,,,,,,,,,-21.0,-346.0,,,,,,UCLA,11/9/2024,Division 1,ITA Sectional Championships,,,"Malibu, California",University of California Berkeley,Aadarsh Tripathi,Theo Dean,Right,Right,Main Draw Quarter-finals,Hard,,0.0,,Theo Dean,Theo Dean,,1.0,,,,,,Short
30-30,1-4,0-1,,4745919,,,101,,3,Ad,Aadarsh Tripathi,Near,,,,,,,,,,-15.0,-501.0,Down the Line,Backhand,,,,,,,,,,-39.0,418.0,,,,,,UCLA,11/9/2024,Division 1,ITA Sectional Championships,,,"Malibu, California",University of California Berkeley,Aadarsh Tripathi,Theo Dean,Right,Right,Main Draw Quarter-finals,Hard,,0.0,,Theo Dean,Aadarsh Tripathi,,,,,,,,Deep
30-30,1-4,0-1,,4746803,,,101,,4,Deuce,Aadarsh Tripathi,Near,,,,,,,,,,-52.0,496.0,Crosscourt,Forehand,,,,,,,,,,38.0,-261.0,,,,,,UCLA,11/9/2024,Division 1,ITA Sectional Championships,,,"Malibu, California",University of California Berkeley,Aadarsh Tripathi,Theo Dean,Right,Right,Main Draw Quarter-finals,Hard,,0.0,,Theo Dean,Theo Dean,,,,,,,,Short
30-30,1-4,0-1,,4747958,1.0,4754240.0,101,,5,Deuce,Aadarsh Tripathi,Near,,,,,,,,,,123.0,-557.0,Crosscourt,Forehand,,,,,,,,,,-135.0,480.0,,,,,1.0,UCLA,11/9/2024,Division 1,ITA Sectional Championships,,,"Malibu, California",University of California Berkeley,Aadarsh Tripathi,Theo Dean,Right,Right,Main Draw Quarter-finals,Hard,,0.0,,Theo Dean,Aadarsh Tripathi,,,,Theo Dean,1,,,Long
30-40,1-4,0-1,1.0,4774618,,,102,1.0,1,Ad,Aadarsh Tripathi,Near,1.0,T,14.0,213.0,,,,,,,,,,,,,,,,,,,,,,,,,,UCLA,11/9/2024,Division 1,ITA Sectional Championships,,,"Malibu, California",University of California Berkeley,Aadarsh Tripathi,Theo Dean,Right,Right,Main Draw Quarter-finals,Hard,,0.0,,Theo Dean,Aadarsh Tripathi,,,,,,1st Serve In,T,
30-40,1-4,0-1,,4776728,,,102,,2,Ad,Aadarsh Tripathi,Near,,,,,,,,,,14.0,506.0,Down the Line,Forehand,,,,,,,,,,14.0,-429.0,,,,,,UCLA,11/9/2024,Division 1,ITA Sectional Championships,,,"Malibu, California",University of California Berkeley,Aadarsh Tripathi,Theo Dean,Right,Right,Main Draw Quarter-finals,Hard,,0.0,,Theo Dean,Theo Dean,,1.0,,,,,,Deep
30-40,1-4,0-1,,4777828,,,102,,3,Deuce,Aadarsh Tripathi,Near,,,,,,,,,,14.0,-522.0,Down the Line,Forehand,,,,,,,,,,65.0,61.0,,,,,,UCLA,11/9/2024,Division 1,ITA Sectional Championships,,,"Malibu, California",University of California Berkeley,Aadarsh Tripathi,Theo Dean,Right,Right,Main Draw Quarter-finals,Hard,,0.0,,Theo Dean,Aadarsh Tripathi,,,,,,,,Short
30-40,1-4,0-1,,4779855,,,102,,4,Ad,Aadarsh Tripathi,Near,,,,,,,,,,27.0,338.0,Crosscourt,Forehand,,,,1.0,,,,,,-60.0,-360.0,,,,,,UCLA,11/9/2024,Division 1,ITA Sectional Championships,,,"Malibu, California",University of California Berkeley,Aadarsh Tripathi,Theo Dean,Right,Right,Main Draw Quarter-finals,Hard,,0.0,,Theo Dean,Theo Dean,1.0,,,,,,,Deep
30-40,1-4,0-1,,4780670,1.0,4789651.0,102,,5,Ad,Aadarsh Tripathi,Near,,,,,,,,,,-135.0,-554.0,Down the Line,Backhand,,,,,,,,1.0,1.0,-21.0,509.0,,,,,1.0,UCLA,11/9/2024,Division 1,ITA Sectional Championships,,,"Malibu, California",University of California Berkeley,Aadarsh Tripathi,Theo Dean,Right,Right,Main Draw Quarter-finals,Hard,,0.0,,Theo Dean,Aadarsh Tripathi,,,,Theo Dean,1,,,Long
0-0,1-5,0-1,1.0,4806429,,,103,,1,Deuce,Theo Dean,Far,1.0,Body,78.0,-109.0,,,,,,,,,,,,,,,,,,,,,,,,,,UCLA,11/9/2024,Division 1,ITA Sectional Championships,,,"Malibu, California",University of California Berkeley,Aadarsh Tripathi,Theo Dean,Right,Right,Main Draw Quarter-finals,Hard,,0.0,,Aadarsh Tripathi,Theo Dean,,,,,,1st Serve In,Body,
0-0,1-5,0-1,,4809445,,,103,,2,Deuce,Theo Dean,Far,,,,,,,,,,185.0,-485.0,Down the Line,Forehand,,,,,,,,,,11.0,250.0,,,,,,UCLA,11/9/2024,Division 1,ITA Sectional Championships,,,"Malibu, California",University of California Berkeley,Aadarsh Tripathi,Theo Dean,Right,Right,Main Draw Quarter-finals,Hard,,0.0,,Aadarsh Tripathi,Aadarsh Tripathi,,,,,,,,Short
0-0,1-5,0-1,,4810325,,,103,,3,Deuce,Theo Dean,Far,,,,,,,,,,-23.0,477.0,Down the Line,Forehand,,,,,,,,,,-124.0,-328.0,,,,,,UCLA,11/9/2024,Division 1,ITA Sectional Championships,,,"Malibu, California",University of California Berkeley,Aadarsh Tripathi,Theo Dean,Right,Right,Main Draw Quarter-finals,Hard,,0.0,,Aadarsh Tripathi,Theo Dean,,,,,,,,Short
0-0,1-5,0-1,,4811235,,,103,,4,Ad,Theo Dean,Far,,,,,,,,,,-191.0,-546.0,Down the Line,Backhand,,,,,,,,,1.0,-82.0,139.0,,,,,,UCLA,11/9/2024,Division 1,ITA Sectional Championships,,,"Malibu, California",University of California Berkeley,Aadarsh Tripathi,Theo Dean,Right,Right,Main Draw Quarter-finals,Hard,,0.0,,Aadarsh Tripathi,Aadarsh Tripathi,,,,,,,,Short
0-0,1-5,0-1,,4813588,1.0,4813940.0,103,,5,Deuce,Theo Dean,Far,,,,,,,,,,-76.0,141.0,Down the Line,Forehand,,1.0,1.0,,,,,1,,-52.0,-96.0,1.0,,,,,UCLA,11/9/2024,Division 1,ITA Sectional Championships,,,"Malibu, California",University of California Berkeley,Aadarsh Tripathi,Theo Dean,Right,Right,Main Draw Quarter-finals,Hard,,0.0,,Aadarsh Tripathi,Theo Dean,,,,Theo Dean,,,,Short
15-0,1-5,0-1,1.0,4835456,,,104,,1,Ad,Theo Dean,Far,1.0,Body,-76.0,-181.0,,,,,,,,,,,,,,,,,,,,,,,,,,UCLA,11/9/2024,Division 1,ITA Sectional Championships,,,"Malibu, California",University of California Berkeley,Aadarsh Tripathi,Theo Dean,Right,Right,Main Draw Quarter-finals,Hard,,0.0,,Aadarsh Tripathi,Theo Dean,,,,,,1st Serve In,Body,
15-0,1-5,0-1,,4838100,,,104,,2,Ad,Theo Dean,Far,,,,,,,,,,-127.0,-536.0,Down the Line,Backhand,,,,,,,,,,-7.0,208.0,,,,,,UCLA,11/9/2024,Division 1,ITA Sectional Championships,,,"Malibu, California",University of California Berkeley,Aadarsh Tripathi,Theo Dean,Right,Right,Main Draw Quarter-finals,Hard,,0.0,,Aadarsh Tripathi,Aadarsh Tripathi,,,,,,,,Short
15-0,1-5,0-1,,4840057,,,104,,3,Ad,Theo Dean,Far,,,,,,,,,,22.0,469.0,Down the Line,Forehand,,,,,,,,,,81.0,-240.0,,,,,,UCLA,11/9/2024,Division 1,ITA Sectional Championships,,,"Malibu, California",University of California Berkeley,Aadarsh Tripathi,Theo Dean,Right,Right,Main Draw Quarter-finals,Hard,,0.0,,Aadarsh Tripathi,Theo Dean,,1.0,,,,,,Short
15-0,1-5,0-1,,4841181,,,104,,4,Deuce,Theo Dean,Far,,,,,,,,,,187.0,-557.0,Down the Line,Forehand,1.0,,,,,,,,,150.0,285.0,,,,,,UCLA,11/9/2024,Division 1,ITA Sectional Championships,,,"Malibu, California",University of California Berkeley,Aadarsh Tripathi,Theo Dean,Right,Right,Main Draw Quarter-finals,Hard,,0.0,,Aadarsh Tripathi,Aadarsh Tripathi,,,,,,,,Short
15-0,1-5,0-1,,4843037,1.0,4846819.0,104,,5,Ad,Theo Dean,Far,,,,,,,,,,126.0,256.0,Crosscourt,Backhand,,1.0,,,,,,,,-87.0,-40.0,1.0,,,,,UCLA,11/9/2024,Division 1,ITA Sectional Championships,,,"Malibu, California",University of California Berkeley,Aadarsh Tripathi,Theo Dean,Right,Right,Main Draw Quarter-finals,Hard,,0.0,,Aadarsh Tripathi,Theo Dean,,,,Theo Dean,,,,Short
30-0,1-5,0-1,1.0,4865970,,,105,,1,Deuce,Theo Dean,Far,1.0,Body,54.0,-171.0,,,,,,,,,,,,,,,,,,,,,,,,,,UCLA,11/9/2024,Division 1,ITA Sectional Championships,,,"Malibu, California",University of California Berkeley,Aadarsh Tripathi,Theo Dean,Right,Right,Main Draw Quarter-finals,Hard,,0.0,,Aadarsh Tripathi,Theo Dean,,,,,,1st Serve In,Body,
30-0,1-5,0-1,,4868889,,,105,,2,Deuce,Theo Dean,Far,,,,,,,,,,129.0,-536.0,Down the Line,Backhand,,,,,,,,,,49.0,224.0,,,,,,UCLA,11/9/2024,Division 1,ITA Sectional Championships,,,"Malibu, California",University of California Berkeley,Aadarsh Tripathi,Theo Dean,Right,Right,Main Draw Quarter-finals,Hard,,0.0,,Aadarsh Tripathi,Aadarsh Tripathi,,1.0,,,,,,Short
30-0,1-5,0-1,,4870075,,,105,,3,Ad,Theo Dean,Far,,,,,,,,,,3.0,445.0,Down the Line,Forehand,,,,,,,,,,70.0,-256.0,,,,,,UCLA,11/9/2024,Division 1,ITA Sectional Championships,,,"Malibu, California",University of California Berkeley,Aadarsh Tripathi,Theo Dean,Right,Right,Main Draw Quarter-finals,Hard,,0.0,,Aadarsh Tripathi,Theo Dean,,1.0,,,,,,Short
30-0,1-5,0-1,,4871125,,,105,,4,Deuce,Theo Dean,Far,,,,,,,,,,134.0,-549.0,Crosscourt,Forehand,,,,,,,,,,-42.0,120.0,,,,,,UCLA,11/9/2024,Division 1,ITA Sectional Championships,,,"Malibu, California",University of California Berkeley,Aadarsh Tripathi,Theo Dean,Right,Right,Main Draw Quarter-finals,Hard,,0.0,,Aadarsh Tripathi,Aadarsh Tripathi,,,,,,,,Short
30-0,1-5,0-1,,4872524,,,105,,5,Deuce,Theo Dean,Far,,,,,,,,,,-47.0,131.0,Crosscourt,Forehand,,1.0,,,1.0,,,1,,51.0,-69.0,,,,,,UCLA,11/9/2024,Division 1,ITA Sectional Championships,,,"Malibu, California",University of California Berkeley,Aadarsh Tripathi,Theo Dean,Right,Right,Main Draw Quarter-finals,Hard,,0.0,,Aadarsh Tripathi,Theo Dean,,,,,,,,Short
30-0,1-5,0-1,,4874027,,,105,,6,Deuce,Theo Dean,Far,,,,,,,,,,123.0,-163.0,Down the Line,Forehand,,,,,,,1,1.0,,131.0,234.0,,,,,,UCLA,11/9/2024,Division 1,ITA Sectional Championships,,,"Malibu, California",University of California Berkeley,Aadarsh Tripathi,Theo Dean,Right,Right,Main Draw Quarter-finals,Hard,,0.0,,Aadarsh Tripathi,Aadarsh Tripathi,,,,,,,,Short
30-0,1-5,0-1,,4875168,1.0,4884049.0,105,,7,Ad,Theo Dean,Far,,,,,,,,,,123.0,232.0,Crosscourt,Backhand,,1.0,,,,1.0,1.0,1,,-82.0,-237.0,1.0,,,,,UCLA,11/9/2024,Division 1,ITA Sectional Championships,,,"Malibu, California",University of California Berkeley,Aadarsh Tripathi,Theo Dean,Right,Right,Main Draw Quarter-finals,Hard,,0.0,,Aadarsh Tripathi,Theo Dean,,,,Theo Dean,,,,Short
40-0,1-5,0-1,1.0,4901738,,,106,,1,Ad,Theo Dean,Far,1.0,Body,-98.0,-218.0,,,,,,,,,,,,,,,,,,,,,,,,,,UCLA,11/9/2024,Division 1,ITA Sectional Championships,,,"Malibu, California",University of California Berkeley,Aadarsh Tripathi,Theo Dean,Right,Right,Main Draw Quarter-finals,Hard,,0.0,,Aadarsh Tripathi,Theo Dean,,,,,,1st Serve In,Body,
40-0,1-5,0-1,,4903838,,,106,,2,Ad,Theo Dean,Far,,,,,,,,,,-180.0,-549.0,Down the Line,Backhand,,,,,,,,,,-10.0,314.0,,,,,,UCLA,11/9/2024,Division 1,ITA Sectional Championships,,,"Malibu, California",University of California Berkeley,Aadarsh Tripathi,Theo Dean,Right,Right,Main Draw Quarter-finals,Hard,,0.0,,Aadarsh Tripathi,Aadarsh Tripathi,,,,,,,,Short
40-0,1-5,0-1,,4905271,,,106,,3,Ad,Theo Dean,Far,,,,,,,,,,73.0,477.0,Crosscourt,Forehand,,,,,,,,,,-151.0,-346.0,,,,,,UCLA,11/9/2024,Division 1,ITA Sectional Championships,,,"Malibu, California",University of California Berkeley,Aadarsh Tripathi,Theo Dean,Right,Right,Main Draw Quarter-finals,Hard,,0.0,,Aadarsh Tripathi,Theo Dean,1.0,,,,,,,Short
40-0,1-5,0-1,,4906368,,,106,,4,Ad,Theo Dean,Far,,,,,,,,,,-210.0,-533.0,Down the Line,Backhand,,,,,,,,,,-68.0,325.0,,,,,,UCLA,11/9/2024,Division 1,ITA Sectional Championships,,,"Malibu, California",University of California Berkeley,Aadarsh Tripathi,Theo Dean,Right,Right,Main Draw Quarter-finals,Hard,,0.0,,Aadarsh Tripathi,Aadarsh Tripathi,,,,,,,,Short
40-0,1-5,0-1,,4907798,,,106,,5,Deuce,Theo Dean,Far,,,,,,,,,,-23.0,488.0,Crosscourt,Forehand,,,,,,,,,,91.0,-333.0,,,,,,UCLA,11/9/2024,Division 1,ITA Sectional Championships,,,"Malibu, California",University of California Berkeley,Aadarsh Tripathi,Theo Dean,Right,Right,Main Draw Quarter-finals,Hard,,0.0,,Aadarsh Tripathi,Theo Dean,,,,,,,,Short
40-0,1-5,0-1,,4908913,,,106,,6,Deuce,Theo Dean,Far,,,,,,,,,,190.0,-541.0,Down the Line,Forehand,,,,,,,,,,147.0,346.0,,,,,,UCLA,11/9/2024,Division 1,ITA Sectional Championships,,,"Malibu, California",University of California Berkeley,Aadarsh Tripathi,Theo Dean,Right,Right,Main Draw Quarter-finals,Hard,,0.0,,Aadarsh Tripathi,Aadarsh Tripathi,,,,,,,,Short
40-0,1-5,0-1,,4910380,,,106,,7,Ad,Theo Dean,Far,,,,,,,,,,137.0,498.0,Crosscourt,Backhand,,,,,,,,,,-29.0,-245.0,,,,,,UCLA,11/9/2024,Division 1,ITA Sectional Championships,,,"Malibu, California",University of California Berkeley,Aadarsh Tripathi,Theo Dean,Right,Right,Main Draw Quarter-finals,Hard,,0.0,,Aadarsh Tripathi,Theo Dean,,,,,,,,Short
40-0,1-5,0-1,,4911369,,,106,,8,Ad,Theo Dean,Far,,,,,,,,,,-79.0,-466.0,Crosscourt,Backhand,1.0,,,,,,,,,3.0,418.0,,,,,,UCLA,11/9/2024,Division 1,ITA Sectional Championships,,,"Malibu, California",University of California Berkeley,Aadarsh Tripathi,Theo Dean,Right,Right,Main Draw Quarter-finals,Hard,,0.0,,Aadarsh Tripathi,Aadarsh Tripathi,,,,,,,,Deep
40-0,1-5,0-1,,4913104,,,106,,9,Ad,Theo Dean,Far,,,,,,,,,,22.0,496.0,Crosscourt,Forehand,,,,,,,,,,-90.0,-197.0,,,,,,UCLA,11/9/2024,Division 1,ITA Sectional Championships,,,"Malibu, California",University of California Berkeley,Aadarsh Tripathi,Theo Dean,Right,Right,Main Draw Quarter-finals,Hard,,0.0,,Aadarsh Tripathi,Theo Dean,1.0,,,,,,,Short
40-0,1-5,0-1,,4914250,,,106,,10,Ad,Theo Dean,Far,,,,,,,,,,-207.0,-490.0,Down the Line,Backhand,,,,,,,,,,-13.0,272.0,,,,,,UCLA,11/9/2024,Division 1,ITA Sectional Championships,,,"Malibu, California",University of California Berkeley,Aadarsh Tripathi,Theo Dean,Right,Right,Main Draw Quarter-finals,Hard,,0.0,,Aadarsh Tripathi,Aadarsh Tripathi,,,,,,,,Short
40-0,1-5,0-1,,4915726,1.0,4919890.0,106,,11,Ad,Theo Dean,Far,,,,,,,,,,67.0,485.0,Down the Line,Backhand,,,,,,,,,,99.0,0.0,,,,1.0,,UCLA,11/9/2024,Division 1,ITA Sectional Championships,,,"Malibu, California",University of California Berkeley,Aadarsh Tripathi,Theo Dean,Right,Right,Main Draw Quarter-finals,Hard,,0.0,,Aadarsh Tripathi,Theo Dean,,,,Aadarsh Tripathi,1,,,
