pointScore,gameScore,setScore,isPointStart,pointStartTime,isPointEnd,pointEndTime,pointNumber,isBreakPoint,shotInRally,side,serverName,serverFarNear,firstServeIn,firstServeZone,firstServeXCoord,firstServeYCoord,secondServeIn,secondServeZone,secondServeXCoord,secondServeYCoord,isAce,shotContactX,shotContactY,shotDirection,shotFhBh,isSlice,isVolley,isOverhead,isApproach,isDropshot,isExcitingPoint,atNetPlayer1,atNetPlayer2,isLob,shotLocationX,shotLocationY,isWinner,isErrorWideR,isErrorWideL,isErrorNet,isErrorLong,clientTeam,Date,Division,Event,lineupPosition,matchDetails,matchVenue,opponentTeam,player1Name,player2Name,player1Hand,player2Hand,Round,Surface,Notes,isLet,tiebreakScore,returnerName,shotHitBy,InsideOut,InsideIn,isDoubleFault,pointWonBy,lastShotError,serveResult,serveInPlacement,depth
40-30,0-2,0-1,,4127758,,,88,,5,Ad,Theo Dean,Far,,,,,,,,,,135.0,418.0,Crosscourt,Backhand,,,,,,,,,,-22.0,-262.0,,,,,,UCLA,11/9/2024,Division 1,ITA Sectional Championships,,,"Malibu, California",University of California Berkeley,Aadarsh Tripathi,Theo Dean,Right,Right,Main Draw Quarter-finals,Hard,,0.0,,Aadarsh Tripathi,Theo Dean,,,,,,,,Short
40-30,0-2,0-1,,4128914,1.0,4133047.0,88,,6,Ad,Theo Dean,Far,,,,,,,,,,-158.0,-536.0,Down the Line,Backhand,,,,,,,,,,-68.0,-12.0,,,,1.0,,UCLA,11/9/2024,Division 1,ITA Sectional Championships,,,"Malibu, California",University of California Berkeley,Aadarsh Tripathi,Theo Dean,Right,Right,Main Draw Quarter-finals,Hard,,0.0,,Aadarsh Tripathi,Aadarsh Tripathi,,,,Theo Dean,1,,,
0-0,0-3,0-1,1.0,4231455,,,89,,1,Deuce,Aadarsh Tripathi,Far,1.0,Body,75.0,-136.0,,,,,,,,,,,,,,,,,,,,,,,,,,UCLA,11/9/2024,Division 1,ITA Sectional Championships,,,"Malibu, California",University of California Berkeley,Aadarsh Tripathi,Theo Dean,Right,Right,Main Draw Quarter-finals,Hard,,0.0,,Theo Dean,Aadarsh Tripathi,,,,,,1st Serve In,Body,
0-0,0-3,0-1,,4233682,1.0,4243605.0,89,,2,Deuce,Aadarsh Tripathi,Far,,,,,,,,,,145.0,-389.0,Down the Line,Forehand,,,,,,,,,,22.0,488.0,,,,,1.0,UCLA,11/9/2024,Division 1,ITA Sectional Championships,,,"Malibu, California",University of California Berkeley,Aadarsh Tripathi,Theo Dean,Right,Right,Main Draw Quarter-finals,Hard,,0.0,,Theo Dean,Theo Dean,,,,Aadarsh Tripathi,1,,,Long
15-0,0-3,0-1,1.0,4253561,,,90,,1,Ad,Aadarsh Tripathi,Far,0.0,T,-31.0,-261.0,1.0,Wide,-111.0,-221.0,,,,,,,,,,,,,,,,,,,,,,UCLA,11/9/2024,Division 1,ITA Sectional Championships,,,"Malibu, California",University of California Berkeley,Aadarsh Tripathi,Theo Dean,Right,Right,Main Draw Quarter-finals,Hard,,0.0,,Theo Dean,Aadarsh Tripathi,,,,,,2nd Serve In,Wide,
15-0,0-3,0-1,,4264550,,,90,,2,Ad,Aadarsh Tripathi,Far,,,,,,,,,,-194.0,-365.0,Down the Line,Backhand,,,,,,,,,,-68.0,285.0,,,,,,UCLA,11/9/2024,Division 1,ITA Sectional Championships,,,"Malibu, California",University of California Berkeley,Aadarsh Tripathi,Theo Dean,Right,Right,Main Draw Quarter-finals,Hard,,0.0,,Theo Dean,Theo Dean,,,,,,,,Short
15-0,0-3,0-1,,4265782,,,90,,3,Deuce,Aadarsh Tripathi,Far,,,,,,,,,,-34.0,541.0,Crosscourt,Forehand,,,,,,,,,,115.0,-232.0,,,,,,UCLA,11/9/2024,Division 1,ITA Sectional Championships,,,"Malibu, California",University of California Berkeley,Aadarsh Tripathi,Theo Dean,Right,Right,Main Draw Quarter-finals,Hard,,0.0,,Theo Dean,Aadarsh Tripathi,,,,,,,,Short
15-0,0-3,0-1,,4267011,,,90,,4,Deuce,Aadarsh Tripathi,Far,,,,,,,,,,211.0,-525.0,Down the Line,Forehand,,,,,,,,,1.0,51.0,386.0,,,,,,UCLA,11/9/2024,Division 1,ITA Sectional Championships,,,"Malibu, California",University of California Berkeley,Aadarsh Tripathi,Theo Dean,Right,Right,Main Draw Quarter-finals,Hard,,0.0,,Theo Dean,Theo Dean,,,,,,,,Deep
15-0,0-3,0-1,,4271223,,,90,,5,Ad,Aadarsh Tripathi,Far,,,,,,,,,,11.0,602.0,Down the Line,Forehand,,,,,,,,,,62.0,-352.0,,,,,,UCLA,11/9/2024,Division 1,ITA Sectional Championships,,,"Malibu, California",University of California Berkeley,Aadarsh Tripathi,Theo Dean,Right,Right,Main Draw Quarter-finals,Hard,,0.0,,Theo Dean,Aadarsh Tripathi,,1.0,,,,,,Deep
15-0,0-3,0-1,,4272273,,,90,,6,Deuce,Aadarsh Tripathi,Far,,,,,,,,,,118.0,-493.0,Crosscourt,Forehand,,,,,,,,,,-18.0,421.0,,,,,,UCLA,11/9/2024,Division 1,ITA Sectional Championships,,,"Malibu, California",University of California Berkeley,Aadarsh Tripathi,Theo Dean,Right,Right,Main Draw Quarter-finals,Hard,,0.0,,Theo Dean,Theo Dean,,,,,,,,Deep
15-0,0-3,0-1,,4273538,,,90,,7,Deuce,Aadarsh Tripathi,Far,,,,,,,,,,-50.0,573.0,Down the Line,Forehand,,,,,,,,,,-52.0,-264.0,,,,,,UCLA,11/9/2024,Division 1,ITA Sectional Championships,,,"Malibu, California",University of California Berkeley,Aadarsh Tripathi,Theo Dean,Right,Right,Main Draw Quarter-finals,Hard,,0.0,,Theo Dean,Aadarsh Tripathi,,,,,,,,Short
15-0,0-3,0-1,,4274862,1.0,4278757.0,90,,8,Ad,Aadarsh Tripathi,Far,,,,,,,,,,-68.0,-480.0,Down the Line,Backhand,,,,,,,,,,-13.0,474.0,,,,,1.0,UCLA,11/9/2024,Division 1,ITA Sectional Championships,,,"Malibu, California",University of California Berkeley,Aadarsh Tripathi,Theo Dean,Right,Right,Main Draw Quarter-finals,Hard,,0.0,,Theo Dean,Theo Dean,,,,Aadarsh Tripathi,1,,,Long
30-0,0-3,0-1,1.0,4309563,,,91,,1,Deuce,Aadarsh Tripathi,Far,0.0,T,-2.0,0.0,1.0,Body,54.0,-160.0,,,,,,,,,,,,,,,,,,,,,,UCLA,11/9/2024,Division 1,ITA Sectional Championships,,,"Malibu, California",University of California Berkeley,Aadarsh Tripathi,Theo Dean,Right,Right,Main Draw Quarter-finals,Hard,,0.0,,Theo Dean,Aadarsh Tripathi,,,,,,2nd Serve In,Body,
30-0,0-3,0-1,,4322119,,,91,,2,Deuce,Aadarsh Tripathi,Far,,,,,,,,,,83.0,-421.0,Crosscourt,Backhand,,,,,,,,,,-130.0,266.0,,,,,,UCLA,11/9/2024,Division 1,ITA Sectional Championships,,,"Malibu, California",University of California Berkeley,Aadarsh Tripathi,Theo Dean,Right,Right,Main Draw Quarter-finals,Hard,,0.0,,Theo Dean,Theo Dean,1.0,,,,,,,Short
30-0,0-3,0-1,,4323488,,,91,,3,Deuce,Aadarsh Tripathi,Far,,,,,,,,,,-188.0,450.0,Crosscourt,Forehand,,,,,,,,,,113.0,-218.0,,,,,,UCLA,11/9/2024,Division 1,ITA Sectional Championships,,,"Malibu, California",University of California Berkeley,Aadarsh Tripathi,Theo Dean,Right,Right,Main Draw Quarter-finals,Hard,,0.0,,Theo Dean,Aadarsh Tripathi,,,,,,,,Short
30-0,0-3,0-1,,4324884,,,91,,4,Deuce,Aadarsh Tripathi,Far,,,,,,,,,,267.0,-458.0,Crosscourt,Forehand,,,,,,,,,,-71.0,250.0,,,,,,UCLA,11/9/2024,Division 1,ITA Sectional Championships,,,"Malibu, California",University of California Berkeley,Aadarsh Tripathi,Theo Dean,Right,Right,Main Draw Quarter-finals,Hard,,0.0,,Theo Dean,Theo Dean,,,,,,,,Short
30-0,0-3,0-1,,4326416,,,91,,5,Deuce,Aadarsh Tripathi,Far,,,,,,,,,,-188.0,466.0,Down the Line,Forehand,,,,,,,,,,-116.0,-210.0,,,,,,UCLA,11/9/2024,Division 1,ITA Sectional Championships,,,"Malibu, California",University of California Berkeley,Aadarsh Tripathi,Theo Dean,Right,Right,Main Draw Quarter-finals,Hard,,0.0,,Theo Dean,Aadarsh Tripathi,,,,,,,,Short
30-0,0-3,0-1,,4327774,,,91,,6,Ad,Aadarsh Tripathi,Far,,,,,,,,,,-116.0,-477.0,Crosscourt,Backhand,,,,,,,,,,19.0,123.0,,,,,,UCLA,11/9/2024,Division 1,ITA Sectional Championships,,,"Malibu, California",University of California Berkeley,Aadarsh Tripathi,Theo Dean,Right,Right,Main Draw Quarter-finals,Hard,,0.0,,Theo Dean,Theo Dean,,,,,,,,Short
30-0,0-3,0-1,,4329731,1.0,4329741.0,91,,7,Ad,Aadarsh Tripathi,Far,,,,,,,,,,14.0,128.0,Crosscourt,Forehand,,1.0,,,,,1,,,-116.0,-40.0,1.0,,,,,UCLA,11/9/2024,Division 1,ITA Sectional Championships,,,"Malibu, California",University of California Berkeley,Aadarsh Tripathi,Theo Dean,Right,Right,Main Draw Quarter-finals,Hard,,0.0,,Theo Dean,Aadarsh Tripathi,1.0,,,Aadarsh Tripathi,,,,Short
40-0,0-3,0-1,1.0,4364414,,,92,,1,Ad,Aadarsh Tripathi,Far,1.0,Wide,-148.0,-224.0,,,,,,,,,,,,,,,,,,,,,,,,,,UCLA,11/9/2024,Division 1,ITA Sectional Championships,,,"Malibu, California",University of California Berkeley,Aadarsh Tripathi,Theo Dean,Right,Right,Main Draw Quarter-finals,Hard,,0.0,,Theo Dean,Aadarsh Tripathi,,,,,,1st Serve In,Wide,
40-0,0-3,0-1,,4375732,1.0,4377923.0,92,,2,Ad,Aadarsh Tripathi,Far,,,,,,,,,,-292.0,-522.0,Down the Line,Backhand,,,,,,,,,,-108.0,493.0,,,,,1.0,UCLA,11/9/2024,Division 1,ITA Sectional Championships,,,"Malibu, California",University of California Berkeley,Aadarsh Tripathi,Theo Dean,Right,Right,Main Draw Quarter-finals,Hard,,0.0,,Theo Dean,Theo Dean,,,,Aadarsh Tripathi,1,,,Long
0-0,1-3,0-1,1.0,4386892,,,93,,1,Deuce,Theo Dean,Near,0.0,Wide,-108.0,272.0,1.0,Body,-76.0,200.0,,,,,,,,,,,,,,,,,,,,,,UCLA,11/9/2024,Division 1,ITA Sectional Championships,,,"Malibu, California",University of California Berkeley,Aadarsh Tripathi,Theo Dean,Right,Right,Main Draw Quarter-finals,Hard,,0.0,,Aadarsh Tripathi,Theo Dean,,,,,,2nd Serve In,Body,
0-0,1-3,0-1,,4397815,,,93,,2,Deuce,Theo Dean,Near,,,,,,,,,,-140.0,493.0,Crosscourt,Forehand,,,,,,,,,,62.0,-325.0,,,,,,UCLA,11/9/2024,Division 1,ITA Sectional Championships,,,"Malibu, California",University of California Berkeley,Aadarsh Tripathi,Theo Dean,Right,Right,Main Draw Quarter-finals,Hard,,0.0,,Aadarsh Tripathi,Aadarsh Tripathi,,,,,,,,Short
0-0,1-3,0-1,,4399419,,,93,,3,Deuce,Theo Dean,Near,,,,,,,,,,150.0,-488.0,Down the Line,Forehand,,,,,,,,,,38.0,440.0,,,,,,UCLA,11/9/2024,Division 1,ITA Sectional Championships,,,"Malibu, California",University of California Berkeley,Aadarsh Tripathi,Theo Dean,Right,Right,Main Draw Quarter-finals,Hard,,0.0,,Aadarsh Tripathi,Theo Dean,,,,,,,,Deep
0-0,1-3,0-1,,4401224,,,93,,4,Ad,Theo Dean,Near,,,,,,,,,,25.0,560.0,Down the Line,Backhand,,,,,,,,,,22.0,-293.0,,,,,,UCLA,11/9/2024,Division 1,ITA Sectional Championships,,,"Malibu, California",University of California Berkeley,Aadarsh Tripathi,Theo Dean,Right,Right,Main Draw Quarter-finals,Hard,,0.0,,Aadarsh Tripathi,Aadarsh Tripathi,,,,,,,,Short
0-0,1-3,0-1,,4402529,,,93,,5,Deuce,Theo Dean,Near,,,,,,,,,,41.0,-493.0,Crosscourt,Forehand,,,,,,,,,,-100.0,261.0,,,,,,UCLA,11/9/2024,Division 1,ITA Sectional Championships,,,"Malibu, California",University of California Berkeley,Aadarsh Tripathi,Theo Dean,Right,Right,Main Draw Quarter-finals,Hard,,0.0,,Aadarsh Tripathi,Theo Dean,,,,,,,,Short
0-0,1-3,0-1,,4403703,,,93,,6,Deuce,Theo Dean,Near,,,,,,,,,,-183.0,546.0,Down the Line,Forehand,,,,,,,,,,-7.0,-133.0,,,,,,UCLA,11/9/2024,Division 1,ITA Sectional Championships,,,"Malibu, California",University of California Berkeley,Aadarsh Tripathi,Theo Dean,Right,Right,Main Draw Quarter-finals,Hard,,0.0,,Aadarsh Tripathi,Aadarsh Tripathi,,,,,,,,Short
0-0,1-3,0-1,,4404809,,,93,,7,Deuce,Theo Dean,Near,,,,,,,,,,59.0,-389.0,Down the Line,Forehand,,,,1.0,,,,,,65.0,421.0,,,,,,UCLA,11/9/2024,Division 1,ITA Sectional Championships,,,"Malibu, California",University of California Berkeley,Aadarsh Tripathi,Theo Dean,Right,Right,Main Draw Quarter-finals,Hard,,0.0,,Aadarsh Tripathi,Theo Dean,,,,,,,,Deep
0-0,1-3,0-1,,4406399,,,93,,8,Ad,Theo Dean,Near,,,,,,,,,,62.0,554.0,Down the Line,Backhand,,,,,,,,1.0,,14.0,-80.0,,,,,,UCLA,11/9/2024,Division 1,ITA Sectional Championships,,,"Malibu, California",University of California Berkeley,Aadarsh Tripathi,Theo Dean,Right,Right,Main Draw Quarter-finals,Hard,,0.0,,Aadarsh Tripathi,Aadarsh Tripathi,,,,,,,,Short
0-0,1-3,0-1,,4407808,1.0,4407852.0,93,,9,Deuce,Theo Dean,Near,,,,,,,,,,14.0,-88.0,Crosscourt,Forehand,,1.0,,,,,,1,,-130.0,352.0,1.0,,,,,UCLA,11/9/2024,Division 1,ITA Sectional Championships,,,"Malibu, California",University of California Berkeley,Aadarsh Tripathi,Theo Dean,Right,Right,Main Draw Quarter-finals,Hard,,0.0,,Aadarsh Tripathi,Theo Dean,,,,Theo Dean,,,,Deep
15-0,1-3,0-1,1.0,4435278,,,94,,1,Ad,Theo Dean,Near,1.0,Wide,148.0,230.0,,,,,,,,,,,,,,,,,,,,,,,,,,UCLA,11/9/2024,Division 1,ITA Sectional Championships,,,"Malibu, California",University of California Berkeley,Aadarsh Tripathi,Theo Dean,Right,Right,Main Draw Quarter-finals,Hard,,0.0,,Aadarsh Tripathi,Theo Dean,,,,,,1st Serve In,Wide,
15-0,1-3,0-1,,4435279,,,94,,2,Ad,Theo Dean,Near,,,,,,,,,,191.0,512.0,Down the Line,Backhand,,,,,,,,,1.0,84.0,-105.0,,,,,,UCLA,11/9/2024,Division 1,ITA Sectional Championships,,,"Malibu, California",University of California Berkeley,Aadarsh Tripathi,Theo Dean,Right,Right,Main Draw Quarter-finals,Hard,,0.0,,Aadarsh Tripathi,Aadarsh Tripathi,,,,,,,,Short
15-0,1-3,0-1,,4436767,,,94,,3,Deuce,Theo Dean,Near,,,,,,,,,,87.0,-104.0,Down the Line,Forehand,,1.0,,,,,,1,,116.0,271.0,,,,,,UCLA,11/9/2024,Division 1,ITA Sectional Championships,,,"Malibu, California",University of California Berkeley,Aadarsh Tripathi,Theo Dean,Right,Right,Main Draw Quarter-finals,Hard,,0.0,,Aadarsh Tripathi,Theo Dean,,,,,,,,Short
15-0,1-3,0-1,,4437207,,,94,,4,Ad,Theo Dean,Near,,,,,,,,,,127.0,522.0,Crosscourt,Backhand,,,,,,,,1.0,1.0,-17.0,-222.0,,,,,,UCLA,11/9/2024,Division 1,ITA Sectional Championships,,,"Malibu, California",University of California Berkeley,Aadarsh Tripathi,Theo Dean,Right,Right,Main Draw Quarter-finals,Hard,,0.0,,Aadarsh Tripathi,Aadarsh Tripathi,,,,,,,,Short
15-0,1-3,0-1,,4439708,1.0,4441723.0,94,,5,Ad,Theo Dean,Near,,,,,,,,,,-20.0,-224.0,Down the Line,Forehand,,1.0,1.0,,,,,1,,-62.0,217.0,1.0,,,,,UCLA,11/9/2024,Division 1,ITA Sectional Championships,,,"Malibu, California",University of California Berkeley,Aadarsh Tripathi,Theo Dean,Right,Right,Main Draw Quarter-finals,Hard,,0.0,,Aadarsh Tripathi,Theo Dean,,1.0,,Theo Dean,,,,Short
30-0,1-3,0-1,1.0,4460556,,,95,,1,Deuce,Theo Dean,Near,0.0,Body,-89.0,262.0,1.0,T,-14.0,195.0,,,,,,,,,,,,,,,,,,,,,,UCLA,11/9/2024,Division 1,ITA Sectional Championships,,,"Malibu, California",University of California Berkeley,Aadarsh Tripathi,Theo Dean,Right,Right,Main Draw Quarter-finals,Hard,,0.0,,Aadarsh Tripathi,Theo Dean,,,,,,2nd Serve In,T,
30-0,1-3,0-1,,4471148,,,95,,2,Deuce,Theo Dean,Near,,,,,,,,,,-60.0,466.0,Crosscourt,Backhand,,,,,,,,,,10.0,-419.0,,,,,,UCLA,11/9/2024,Division 1,ITA Sectional Championships,,,"Malibu, California",University of California Berkeley,Aadarsh Tripathi,Theo Dean,Right,Right,Main Draw Quarter-finals,Hard,,0.0,,Aadarsh Tripathi,Aadarsh Tripathi,1.0,,,,,,,Deep
30-0,1-3,0-1,,4472744,,,95,,3,Deuce,Theo Dean,Near,,,,,,,,,,42.0,-536.0,Crosscourt,Forehand,,,,,,,,,,-78.0,295.0,,,,,,UCLA,11/9/2024,Division 1,ITA Sectional Championships,,,"Malibu, California",University of California Berkeley,Aadarsh Tripathi,Theo Dean,Right,Right,Main Draw Quarter-finals,Hard,,0.0,,Aadarsh Tripathi,Theo Dean,,,,,,,,Short
30-0,1-3,0-1,,4474115,,,95,,4,Deuce,Theo Dean,Near,,,,,,,,,,-140.0,509.0,Crosscourt,Forehand,,,,,,,,,,42.0,-310.0,,,,,,UCLA,11/9/2024,Division 1,ITA Sectional Championships,,,"Malibu, California",University of California Berkeley,Aadarsh Tripathi,Theo Dean,Right,Right,Main Draw Quarter-finals,Hard,,0.0,,Aadarsh Tripathi,Aadarsh Tripathi,,,,,,,,Short
30-0,1-3,0-1,,4475236,,,95,,5,Deuce,Theo Dean,Near,,,,,,,,,,132.0,-522.0,Down the Line,Forehand,,,,,,,,,,124.0,297.0,,,,,,UCLA,11/9/2024,Division 1,ITA Sectional Championships,,,"Malibu, California",University of California Berkeley,Aadarsh Tripathi,Theo Dean,Right,Right,Main Draw Quarter-finals,Hard,,0.0,,Aadarsh Tripathi,Theo Dean,,,,,,,,Short
30-0,1-3,0-1,,4476396,,,95,,6,Ad,Theo Dean,Near,,,,,,,,,,95.0,493.0,Down the Line,Backhand,1.0,,,,,,,,,2.0,-323.0,,,,,,UCLA,11/9/2024,Division 1,ITA Sectional Championships,,,"Malibu, California",University of California Berkeley,Aadarsh Tripathi,Theo Dean,Right,Right,Main Draw Quarter-finals,Hard,,0.0,,Aadarsh Tripathi,Aadarsh Tripathi,,,,,,,,Short
30-0,1-3,0-1,,4478123,,,95,,7,Ad,Theo Dean,Near,,,,,,,,,,-17.0,-469.0,Crosscourt,Forehand,,,,,,,,,,95.0,220.0,,,,,,UCLA,11/9/2024,Division 1,ITA Sectional Championships,,,"Malibu, California",University of California Berkeley,Aadarsh Tripathi,Theo Dean,Right,Right,Main Draw Quarter-finals,Hard,,0.0,,Aadarsh Tripathi,Theo Dean,1.0,,,,,,,Short
30-0,1-3,0-1,,4479499,,,95,,8,Ad,Theo Dean,Near,,,,,,,,,,114.0,482.0,Down the Line,Backhand,1.0,,,,,,,,,18.0,-273.0,,,,,,UCLA,11/9/2024,Division 1,ITA Sectional Championships,,,"Malibu, California",University of California Berkeley,Aadarsh Tripathi,Theo Dean,Right,Right,Main Draw Quarter-finals,Hard,,0.0,,Aadarsh Tripathi,Aadarsh Tripathi,,,,,,,,Short
30-0,1-3,0-1,,4481223,,,95,,9,Deuce,Theo Dean,Near,,,,,,,,,,18.0,-392.0,Crosscourt,Forehand,,,,,,,,,,-108.0,353.0,,,,,,UCLA,11/9/2024,Division 1,ITA Sectional Championships,,,"Malibu, California",University of California Berkeley,Aadarsh Tripathi,Theo Dean,Right,Right,Main Draw Quarter-finals,Hard,,0.0,,Aadarsh Tripathi,Theo Dean,,,,,,,,Deep
30-0,1-3,0-1,,4482406,,,95,,10,Deuce,Theo Dean,Near,,,,,,,,,,-156.0,501.0,Crosscourt,Forehand,,,,,,,,,,20.0,-174.0,,,,,,UCLA,11/9/2024,Division 1,ITA Sectional Championships,,,"Malibu, California",University of California Berkeley,Aadarsh Tripathi,Theo Dean,Right,Right,Main Draw Quarter-finals,Hard,,0.0,,Aadarsh Tripathi,Aadarsh Tripathi,,,,,,,,Short
30-0,1-3,0-1,,4483635,,,95,,11,Deuce,Theo Dean,Near,,,,,,,,,,90.0,-378.0,Down the Line,Forehand,,,,,,,,,,111.0,337.0,,,,,,UCLA,11/9/2024,Division 1,ITA Sectional Championships,,,"Malibu, California",University of California Berkeley,Aadarsh Tripathi,Theo Dean,Right,Right,Main Draw Quarter-finals,Hard,,0.0,,Aadarsh Tripathi,Theo Dean,,,,,,,,Short
30-0,1-3,0-1,,4484866,,,95,,12,Ad,Theo Dean,Near,,,,,,,,,,124.0,514.0,Crosscourt,Backhand,,,,,,,,1.0,,-76.0,-121.0,,,,,,UCLA,11/9/2024,Division 1,ITA Sectional Championships,,,"Malibu, California",University of California Berkeley,Aadarsh Tripathi,Theo Dean,Right,Right,Main Draw Quarter-finals,Hard,,0.0,,Aadarsh Tripathi,Aadarsh Tripathi,,,,,,,,Short
30-0,1-3,0-1,,4486258,,,95,,13,Ad,Theo Dean,Near,,,,,,,,,,-65.0,-117.0,Down the Line,Backhand,,1.0,,,,,,1,,-97.0,412.0,,,,,,UCLA,11/9/2024,Division 1,ITA Sectional Championships,,,"Malibu, California",University of California Berkeley,Aadarsh Tripathi,Theo Dean,Right,Right,Main Draw Quarter-finals,Hard,,0.0,,Aadarsh Tripathi,Theo Dean,,,,,,,,Deep
30-0,1-3,0-1,,4487443,,,95,,14,Deuce,Theo Dean,Near,,,,,,,,,,-126.0,496.0,Crosscourt,Forehand,,,,,,,,1.0,,52.0,-33.0,,,,,,UCLA,11/9/2024,Division 1,ITA Sectional Championships,,,"Malibu, California",University of California Berkeley,Aadarsh Tripathi,Theo Dean,Right,Right,Main Draw Quarter-finals,Hard,,0.0,,Aadarsh Tripathi,Aadarsh Tripathi,,,,,,,,Short
30-0,1-3,0-1,,4488456,1.0,4502530.0,95,,15,Deuce,Theo Dean,Near,,,,,,,,,,34.0,-45.0,Down the Line,Forehand,,1.0,,,1.0,1.0,,1,,71.0,124.0,1.0,,,,,UCLA,11/9/2024,Division 1,ITA Sectional Championships,,,"Malibu, California",University of California Berkeley,Aadarsh Tripathi,Theo Dean,Right,Right,Main Draw Quarter-finals,Hard,,0.0,,Aadarsh Tripathi,Theo Dean,,,,Theo Dean,,,,Short
40-0,1-3,0-1,1.0,4521708,,,96,,1,Ad,Theo Dean,Near,1.0,T,23.0,190.0,,,,,,,,,,,,,,,,,,,,,,,,,,UCLA,11/9/2024,Division 1,ITA Sectional Championships,,,"Malibu, California",University of California Berkeley,Aadarsh Tripathi,Theo Dean,Right,Right,Main Draw Quarter-finals,Hard,,0.0,,Aadarsh Tripathi,Theo Dean,,,,,,1st Serve In,T,
40-0,1-3,0-1,,4524322,,,96,,2,Deuce,Theo Dean,Near,,,,,,,,,,-1.0,496.0,Down the Line,Forehand,,,,,,,,,,-12.0,-313.0,,,,,,UCLA,11/9/2024,Division 1,ITA Sectional Championships,,,"Malibu, California",University of California Berkeley,Aadarsh Tripathi,Theo Dean,Right,Right,Main Draw Quarter-finals,Hard,,0.0,,Aadarsh Tripathi,Aadarsh Tripathi,,,,,,,,Short
40-0,1-3,0-1,,4524323,,,96,,3,Ad,Theo Dean,Near,,,,,,,,,,-4.0,-445.0,Down the Line,Forehand,,,,,,,,,,-100.0,273.0,,,,,,UCLA,11/9/2024,Division 1,ITA Sectional Championships,,,"Malibu, California",University of California Berkeley,Aadarsh Tripathi,Theo Dean,Right,Right,Main Draw Quarter-finals,Hard,,0.0,,Aadarsh Tripathi,Theo Dean,,1.0,,,,,,Short
40-0,1-3,0-1,,4526332,,,96,,4,Deuce,Theo Dean,Near,,,,,,,,,,-132.0,546.0,Down the Line,Forehand,,,,,,,,,,-57.0,-342.0,,,,,,UCLA,11/9/2024,Division 1,ITA Sectional Championships,,,"Malibu, California",University of California Berkeley,Aadarsh Tripathi,Theo Dean,Right,Right,Main Draw Quarter-finals,Hard,,0.0,,Aadarsh Tripathi,Aadarsh Tripathi,,,,,,,,Short
40-0,1-3,0-1,,4527965,,,96,,5,Ad,Theo Dean,Near,,,,,,,,,,-38.0,-472.0,Down the Line,Backhand,,,,,,,,,,-65.0,393.0,,,,,,UCLA,11/9/2024,Division 1,ITA Sectional Championships,,,"Malibu, California",University of California Berkeley,Aadarsh Tripathi,Theo Dean,Right,Right,Main Draw Quarter-finals,Hard,,0.0,,Aadarsh Tripathi,Theo Dean,,,,,,,,Deep
40-0,1-3,0-1,,4528962,,,96,,6,Deuce,Theo Dean,Near,,,,,,,,,,-73.0,482.0,Down the Line,Forehand,,,,,,,,,,-68.0,-342.0,,,,,,UCLA,11/9/2024,Division 1,ITA Sectional Championships,,,"Malibu, California",University of California Berkeley,Aadarsh Tripathi,Theo Dean,Right,Right,Main Draw Quarter-finals,Hard,,0.0,,Aadarsh Tripathi,Aadarsh Tripathi,,,,,,,,Short
40-0,1-3,0-1,,4529835,,,96,,7,Ad,Theo Dean,Near,,,,,,,,,,-108.0,-474.0,Crosscourt,Backhand,,,,,,,,,,132.0,436.0,,,,,,UCLA,11/9/2024,Division 1,ITA Sectional Championships,,,"Malibu, California",University of California Berkeley,Aadarsh Tripathi,Theo Dean,Right,Right,Main Draw Quarter-finals,Hard,,0.0,,Aadarsh Tripathi,Theo Dean,,,,,,,,Deep
40-0,1-3,0-1,,4531501,1.0,4534328.0,96,,8,Ad,Theo Dean,Near,,,,,,,,,,146.0,498.0,Down the Line,Backhand,,,,,,,,,,154.0,-531.0,,,,,1.0,UCLA,11/9/2024,Division 1,ITA Sectional Championships,,,"Malibu, California",University of California Berkeley,Aadarsh Tripathi,Theo Dean,Right,Right,Main Draw Quarter-finals,Hard,,0.0,,Aadarsh Tripathi,Aadarsh Tripathi,,,,Theo Dean,1,,,Long
0-0,1-4,0-1,1.0,4617025,1.0,4632535.0,97,,1,Deuce,Aadarsh Tripathi,Near,1.0,T,-12.0,206.0,,,,,1,,,,,,,,,,,,,,,,1.0,,,,,UCLA,11/9/2024,Division 1,ITA Sectional Championships,,,"Malibu, California",University of California Berkeley,Aadarsh Tripathi,Theo Dean,Right,Right,Main Draw Quarter-finals,Hard,,0.0,,Theo Dean,Aadarsh Tripathi,,,,Aadarsh Tripathi,,1st Serve In,T,
15-0,1-4,0-1,1.0,4632525,,,98,,1,Ad,Aadarsh Tripathi,Near,1.0,T,10.0,208.0,,,,,,,,,,,,,,,,,,,,,,,,,,UCLA,11/9/2024,Division 1,ITA Sectional Championships,,,"Malibu, California",University of California Berkeley,Aadarsh Tripathi,Theo Dean,Right,Right,Main Draw Quarter-finals,Hard,,0.0,,Theo Dean,Aadarsh Tripathi,,,,,,1st Serve In,T,
